"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	120.5	910	173	"Alive"
"2"	4	116.5	904	146	"Alive"
"3"	5	117	904	142	"Alive"
"4"	6	117.5	925	182	"Transitional"
"5"	7	111	930	246	"Transitional"
"6"	8	124.5	933.5	266	"Transitional"
"7"	9	129	934.5	231	"Transitional"
"8"	10	122.5	931	255	"Transitional"
"9"	11	127.5	924.5	276	"Transitional"
"10"	12	119	921.5	287	"Alive"
"11"	13	105	920.5	261	"Alive"
"12"	14	102	917.5	283	"Alive"
"13"	15	108	918	331	"Alive"
"14"	16	105	921	344	"Alive"
"15"	17	96	918.5	371	"Alive"
"16"	18	97	911	237	"Transitional"
"17"	19	82.5	906.5	33	"UnStained"
"18"	20	110.5	902.5	352	"Transitional"
"19"	21	85	890.5	66	"Dead"
"20"	22	102.5	877	273	"Transitional"
