"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	26	1156.5	999	308	"Alive"
"2"	27	1182.5	1003	154	"Transitional"
"3"	28	1174.5	994.5	134	"Transitional"
"4"	29	1175	995.5	159	"Transitional"
"5"	30	1168	983.5	197	"Dead"
"6"	31	1168	975.5	281	"Dead"
"7"	32	1157.5	994	87	"Alive"
"8"	33	1159	1003.5	153	"Dead"
"9"	34	1153	1003	92	"Dead"
"10"	35	1160	1017	205	"Dead"
"11"	36	1158.5	1022	172	"Dead"
"12"	37	1138	1027.5	176	"Dead"
"13"	38	1154	1032.5	55	"Dead"
"14"	39	1144	1022	165	"Alive"
