"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	1025	513.5	200	"Transitional"
"2"	25	1019.5	532	218	"Alive"
"3"	26	1041.5	545	171	"Alive"
"4"	27	1049.5	544	162	"Alive"
"5"	28	1041.5	549	132	"Alive"
"6"	29	1040.5	543	107	"Alive"
"7"	30	1033	533.5	115	"Alive"
"8"	31	1034	536	160	"Dead"
"9"	32	1036.5	560.5	100	"Dead"
"10"	33	1041	561.5	165	"Dead"
"11"	34	1020.5	563	62	"Dead"
"12"	35	1034.5	560.5	142	"Dead"
"13"	36	1043	556.5	109	"Alive"
"14"	37	1048	549	161	"Alive"
"15"	38	1065	548.5	116	"Alive"
"16"	39	1072.5	547	147	"Alive"
