"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	937.5	762	355	"Alive"
"2"	14	933.5	750	359	"Alive"
"3"	15	930	741.5	405	"Alive"
"4"	16	925.5	738.5	408	"Alive"
"5"	17	926.5	741	421	"Alive"
"6"	18	913	746	420	"Alive"
"7"	19	912.5	746.5	424	"Alive"
"8"	20	913.5	750.5	404	"Alive"
"9"	21	893.5	742	406	"Alive"
"10"	22	886.5	748	464	"Alive"
"11"	23	863.5	752.5	548	"Alive"
"12"	24	858	756	506	"Alive"
"13"	25	844.5	735.5	55	"Dead"
"14"	26	829.5	748.5	127	"Transitional"
"15"	27	835.5	749.5	147	"Transitional"
