"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	354.5	849	525	"Alive"
"2"	26	360.5	864.5	219	"Alive"
"3"	27	370	859.5	216	"Dead"
"4"	28	369	846	235	"Alive"
"5"	29	373.5	846	272	"Dead"
"6"	30	356	861.5	130	"Alive"
"7"	31	353.5	870.5	193	"Alive"
"8"	32	356	854	199	"Alive"
"9"	33	361	854	216	"Alive"
"10"	34	365.5	856	223	"Alive"
"11"	35	375	856	247	"Alive"
"12"	36	358.5	834	287	"Alive"
"13"	37	365.5	820.5	258	"Dead"
"14"	38	371	812.5	321	"Dead"
"15"	39	363	807	359	"Alive"
