"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	1119.5	329.5	287	"Transitional"
"2"	23	1114	337	309	"Transitional"
"3"	24	1105	341.5	280	"Transitional"
"4"	25	1101	346.5	375	"Transitional"
"5"	26	1111	361	110	"Dead"
"6"	27	1111	331.5	56	"Dead"
"7"	28	1122	311.5	117	"Dead"
"8"	29	1131.5	311	90	"Dead"
"9"	30	1126.5	310	200	"Dead"
"10"	31	1144.5	298.5	162	"Dead"
"11"	32	1152	282	308	"Dead"
"12"	33	1151.5	271	469	"Alive"
"13"	34	1156.5	253	166	"Dead"
"14"	35	1155	241	238	"Dead"
"15"	36	1146	215.5	79	"Dead"
"16"	37	1145	231.5	164	"Alive"
"17"	38	1163	227.5	228	"Alive"
"18"	39	1155	219.5	207	"Alive"
