"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	1276	903	178	"Alive"
"2"	4	1256	911.5	204	"Alive"
"3"	5	1249	920.5	207	"Alive"
"4"	6	1253.5	923.5	229	"Alive"
"5"	7	1246	927.5	259	"Alive"
"6"	8	1242.5	924	299	"Alive"
"7"	9	1240.5	921.5	264	"Alive"
"8"	10	1234	924.5	272	"Alive"
"9"	11	1237	915	314	"Alive"
"10"	12	1232	910	315	"Alive"
"11"	13	1229.5	907	304	"Alive"
"12"	14	1222.5	908	330	"Alive"
"13"	15	1213.5	918.5	310	"Alive"
"14"	16	1212.5	933.5	303	"Alive"
"15"	17	1231.5	925	321	"Alive"
"16"	18	1234	918	307	"Alive"
"17"	19	1242	916	333	"Alive"
"18"	20	1246.5	913.5	326	"Alive"
"19"	21	1252	914.5	159	"Alive"
"20"	22	1235.5	913.5	215	"Alive"
"21"	23	1217	919.5	229	"Alive"
"22"	24	1210	931.5	245	"Alive"
"23"	25	1206	919	205	"Dead"
"24"	26	1210.5	907	263	"Transitional"
"25"	27	1205.5	916	180	"Dead"
"26"	28	1206.5	904.5	246	"Dead"
"27"	29	1185.5	906.5	161	"Alive"
"28"	30	1186.5	911	179	"Alive"
"29"	31	1193	925	167	"Dead"
"30"	32	1201	930.5	162	"Dead"
"31"	33	1197	947.5	145	"Dead"
"32"	34	1171	948	410	"Alive"
"33"	35	1180.5	959	420	"Alive"
"34"	36	1183	964.5	383	"Alive"
"35"	37	1179.5	969	553	"Alive"
"36"	38	1182.5	969	414	"Alive"
"37"	39	1206.5	963.5	145	"Dead"
