"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	263	809.5	143	"Alive"
"2"	14	273	794	279	"Alive"
"3"	15	268	783	256	"Alive"
"4"	16	271	797	110	"Alive"
"5"	17	265	796	111	"UnStained"
"6"	18	261.5	799	57	"Alive"
"7"	19	281.5	803.5	113	"Alive"
"8"	20	280	818.5	251	"Alive"
"9"	21	301.5	824	210	"Alive"
"10"	22	312	845	241	"Alive"
"11"	23	321	822	261	"Alive"
"12"	24	329	805.5	219	"Alive"
"13"	25	326	791	300	"Alive"
"14"	26	324	784.5	287	"Alive"
"15"	27	351.5	781	461	"Alive"
