"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	17	530	967	245	"Dead"
"2"	18	528.5	973	163	"Dead"
"3"	19	551	974	618	"Dead"
"4"	20	551	958	181	"Dead"
"5"	21	573	946.5	201	"Dead"
"6"	22	576	958	271	"Dead"
"7"	23	577	978.5	188	"Dead"
"8"	24	595	980.5	227	"Dead"
"9"	25	607.5	978	237	"Dead"
"10"	26	615.5	973	228	"Dead"
"11"	27	610.5	968.5	148	"Dead"
"12"	28	612.5	968	221	"Dead"
"13"	29	613.5	966	252	"Dead"
"14"	30	588	968.5	408	"Dead"
"15"	31	608	968.5	208	"Dead"
"16"	32	607.5	969.5	190	"Dead"
"17"	33	604.5	973.5	166	"Dead"
"18"	34	601	975.5	169	"Dead"
"19"	35	605	974	189	"Dead"
"20"	36	603	979	193	"Dead"
"21"	37	605	976.5	174	"Dead"
"22"	38	605	970	149	"Dead"
"23"	39	607	966	175	"Dead"
