"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	1350.5	336.5	211	"Alive"
"2"	25	1338	339.5	211	"Alive"
"3"	26	1349	336.5	217	"Alive"
"4"	27	1347.5	344.5	230	"Alive"
"5"	28	1334	339.5	246	"Alive"
"6"	29	1347.5	337	193	"Alive"
"7"	30	1349.5	326.5	245	"Alive"
"8"	31	1346	321	61	"Alive"
"9"	32	1353	328.5	152	"Alive"
"10"	33	1350	332.5	186	"Alive"
"11"	34	1359.5	325.5	177	"Transitional"
"12"	35	1361	327	371	"Dead"
"13"	36	1355	330.5	195	"Transitional"
"14"	37	1349.5	320.5	252	"Transitional"
"15"	38	1363.5	298.5	95	"Alive"
"16"	39	1366.5	281.5	57	"Dead"
