"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	346	875.5	441	"Alive"
"2"	24	360.5	863.5	447	"Transitional"
"3"	25	362.5	871.5	203	"Alive"
"4"	26	387.5	866.5	611	"Transitional"
"5"	27	387	863.5	167	"Dead"
"6"	28	400	868.5	166	"Transitional"
"7"	29	395.5	865.5	92	"Transitional"
"8"	30	391.5	860	124	"Dead"
"9"	31	397	854.5	273	"Dead"
"10"	32	413.5	858	58	"Dead"
"11"	33	388	855	213	"Dead"
"12"	34	386.5	854.5	108	"Dead"
"13"	35	384.5	836	434	"Alive"
"14"	36	387.5	842	161	"Dead"
"15"	37	384	844	220	"Dead"
"16"	38	393.5	845.5	151	"Alive"
"17"	39	382	821.5	161	"Alive"
