"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	700	890.5	200	"Alive"
"2"	6	707.5	895.5	203	"Alive"
"3"	7	721	897	241	"Alive"
"4"	8	721.5	901.5	235	"Alive"
"5"	9	727	909.5	255	"Alive"
"6"	10	722.5	913	274	"Alive"
"7"	11	716	913.5	278	"Alive"
"8"	12	714	920	292	"Alive"
"9"	13	710	920.5	311	"Transitional"
"10"	14	709.5	923.5	304	"Alive"
"11"	15	706.5	925.5	282	"Alive"
"12"	16	702	921	314	"Transitional"
"13"	17	704.5	922.5	337	"Transitional"
"14"	18	704.5	921.5	383	"Transitional"
"15"	19	695	919.5	357	"Alive"
"16"	20	693	923.5	387	"Alive"
"17"	21	686	927	368	"Alive"
"18"	22	675.5	928.5	361	"Alive"
"19"	23	674.5	929.5	384	"Alive"
"20"	24	671	940.5	376	"Alive"
"21"	25	678.5	956	371	"Alive"
"22"	26	684.5	952	383	"Alive"
"23"	27	678.5	953	420	"Alive"
"24"	28	681.5	950.5	411	"Alive"
"25"	29	686.5	950	459	"Alive"
"26"	30	681.5	951	428	"Alive"
"27"	31	672	952.5	230	"Dead"
"28"	32	648.5	946	276	"Transitional"
"29"	33	670.5	936	372	"Alive"
"30"	34	649	939.5	415	"Alive"
"31"	35	639	939	140	"Dead"
"32"	36	641.5	928.5	195	"Dead"
"33"	37	651.5	916	218	"Dead"
"34"	38	659.5	921.5	136	"Dead"
"35"	39	651	931	212	"Alive"
