"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	1099	212.5	89	"Alive"
"2"	16	1105.5	208	292	"Alive"
"3"	17	1105.5	200.5	331	"Alive"
"4"	18	1100	204.5	333	"Alive"
"5"	19	1099	212	154	"Alive"
"6"	20	1105	203.5	208	"Alive"
"7"	21	1105.5	191.5	190	"Alive"
"8"	22	1105	199	113	"Alive"
"9"	23	1123.5	197	243	"Transitional"
"10"	24	1105.5	216	232	"Alive"
"11"	25	1098	219.5	214	"Transitional"
"12"	26	1120	221	80	"UnStained"
"13"	27	1098	206	250	"Alive"
"14"	28	1110	202	293	"Alive"
"15"	29	1117.5	203.5	293	"Alive"
