"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	6	174.5	683.5	95	"Alive"
"2"	7	183	685.5	178	"Alive"
"3"	8	188	691.5	102	"Alive"
"4"	9	199	695.5	251	"Alive"
"5"	10	207.5	700	236	"Alive"
"6"	11	208.5	701	221	"Alive"
"7"	12	220.5	699.5	201	"Alive"
"8"	13	222.5	700.5	213	"Alive"
"9"	14	223.5	701	218	"Alive"
"10"	15	220	705.5	219	"Alive"
"11"	16	220.5	710.5	189	"Alive"
"12"	17	210	712	89	"Alive"
"13"	18	181.5	714	314	"Alive"
"14"	19	174.5	697	348	"Alive"
"15"	20	176.5	685	364	"Alive"
"16"	21	190	686	494	"Alive"
"17"	22	165.5	681	300	"Transitional"
"18"	23	138	675	311	"Transitional"
"19"	24	132	681.5	319	"Transitional"
"20"	25	131	702	387	"Transitional"
