"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	422	48	105	"Alive"
"2"	16	424.5	41.5	251	"Alive"
"3"	17	435.5	36	232	"Alive"
"4"	18	432.5	36	270	"Alive"
"5"	19	446	40	275	"Alive"
"6"	20	445.5	39.5	282	"Alive"
"7"	21	445.5	38.5	299	"Alive"
"8"	22	449	35.5	329	"Alive"
"9"	23	455	38.5	367	"Alive"
"10"	24	456.5	40.5	328	"Alive"
"11"	25	458.5	38	957	"UnStained"
"12"	26	464.5	56.5	216	"Alive"
"13"	27	471	54.5	203	"Alive"
"14"	28	472	38.5	109	"Alive"
"15"	29	467.5	27	178	"Alive"
"16"	30	474.5	18.5	221	"Alive"
"17"	31	476.5	18	189	"Alive"
