"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	1299.5	727	313	"Transitional"
"2"	24	1295	717.5	749	"Alive"
"3"	25	1295.5	692	680	"Transitional"
"4"	26	1291.5	685.5	426	"Dead"
"5"	27	1308	676	168	"Dead"
"6"	28	1325	679	145	"Dead"
"7"	29	1321.5	687	231	"Dead"
"8"	30	1308.5	673.5	65	"Alive"
"9"	31	1326.5	658.5	148	"Transitional"
"10"	32	1318	670.5	517	"Alive"
"11"	33	1317	665.5	434	"Alive"
"12"	34	1326	656.5	298	"Dead"
"13"	35	1317	663	439	"Alive"
"14"	36	1308.5	681.5	483	"Alive"
"15"	37	1304	676.5	209	"Alive"
"16"	38	1300.5	670.5	513	"Alive"
"17"	39	1278	657.5	274	"Dead"
