"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	175.5	471	157	"Transitional"
"2"	25	168	454	127	"Transitional"
"3"	26	159	463	182	"Transitional"
"4"	27	159.5	487	143	"Dead"
"5"	28	177.5	484.5	151	"Dead"
"6"	29	173.5	488	110	"Dead"
"7"	30	171	474.5	194	"Dead"
"8"	31	186	474	163	"Dead"
"9"	32	186.5	455	189	"Dead"
"10"	33	170.5	460	248	"Transitional"
"11"	34	193	454	211	"Alive"
"12"	35	213	439.5	349	"Dead"
"13"	36	194	448.5	96	"Alive"
"14"	37	222	457.5	278	"Alive"
"15"	38	228	451.5	510	"Dead"
"16"	39	223.5	450.5	467	"Alive"
