"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	655.5	295	177	"Alive"
"2"	5	657	296.5	261	"Alive"
"3"	6	638.5	311.5	215	"Alive"
"4"	7	643.5	304.5	237	"Alive"
"5"	8	654	310.5	209	"Alive"
"6"	9	671.5	331.5	250	"Alive"
"7"	10	681.5	356.5	234	"Alive"
"8"	11	707	354.5	247	"Alive"
"9"	12	735	351.5	269	"Alive"
"10"	13	750.5	372	315	"Alive"
"11"	14	752	391	316	"Alive"
"12"	15	756	415	303	"Alive"
"13"	16	745	418.5	288	"Alive"
"14"	17	742.5	409	311	"Alive"
"15"	18	750.5	406	360	"Alive"
"16"	19	775	415	283	"Alive"
"17"	20	758.5	408	305	"Alive"
"18"	21	758	423.5	354	"Alive"
"19"	22	740	416	349	"Alive"
"20"	23	734	393	388	"Alive"
"21"	24	729.5	378.5	357	"Alive"
