"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	704	699	227	"Alive"
"2"	21	714	712.5	299	"Alive"
"3"	22	712.5	703.5	175	"UnStained"
"4"	23	715	699	193	"Transitional"
"5"	24	726	697	209	"Transitional"
"6"	25	729	685.5	202	"Transitional"
"7"	26	724.5	680	383	"Dead"
"8"	27	728	683.5	315	"Dead"
"9"	28	732.5	694	433	"Dead"
"10"	29	736.5	682.5	234	"Dead"
"11"	30	742	683.5	235	"Dead"
"12"	31	714.5	679.5	232	"Transitional"
"13"	32	705.5	684	287	"Dead"
"14"	33	680.5	682	36	"Alive"
"15"	34	668	694	170	"Dead"
"16"	35	642	683.5	309	"Transitional"
"17"	36	651	678.5	427	"Dead"
"18"	37	668.5	688.5	381	"Dead"
"19"	38	663.5	697	263	"Alive"
"20"	39	682.5	711	312	"Alive"
