"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	1279.5	653	113	"Alive"
"2"	3	1288.5	650	149	"Alive"
"3"	4	1275.5	646	135	"Alive"
"4"	5	1265.5	639	135	"Alive"
"5"	6	1251	637.5	190	"Alive"
"6"	7	1256	641.5	189	"Alive"
"7"	8	1244	643.5	218	"Alive"
"8"	9	1220.5	633	217	"Alive"
"9"	10	1204	619.5	229	"Alive"
"10"	11	1190.5	626	193	"Transitional"
"11"	12	1162.5	616.5	246	"Transitional"
"12"	13	1168	619	179	"Alive"
"13"	14	1187	598.5	91	"Dead"
"14"	15	1192.5	599	88	"Transitional"
"15"	16	1189.5	595	43	"Alive"
"16"	17	1193	580	30	"Dead"
"17"	18	1188	599	256	"Alive"
"18"	19	1196	624	61	"Alive"
"19"	20	1209.5	602.5	192	"Alive"
"20"	21	1192.5	592.5	239	"Transitional"
"21"	22	1211	585.5	179	"Transitional"
"22"	23	1213.5	581	195	"Transitional"
"23"	24	1214	576	221	"Transitional"
"24"	25	1194	561	357	"Dead"
"25"	26	1184.5	551	263	"Dead"
"26"	27	1160.5	568	128	"Dead"
"27"	28	1162	555.5	272	"Dead"
"28"	29	1161	539	219	"Dead"
"29"	30	1153.5	539	179	"Dead"
