"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	3	573.5	358.5	169	"Alive"
"2"	4	575.5	358.5	200	"Alive"
"3"	5	570.5	371.5	180	"Alive"
"4"	6	585	381	218	"Alive"
"5"	7	584	374.5	230	"Alive"
"6"	8	576.5	385.5	211	"Alive"
"7"	9	572	389	257	"Alive"
"8"	10	563	399	243	"Alive"
"9"	11	562.5	419	261	"Alive"
"10"	12	570	442	269	"Alive"
"11"	13	583	446	267	"Alive"
"12"	14	596	454.5	294	"Alive"
"13"	15	607.5	458.5	311	"Alive"
"14"	16	610	479	341	"Alive"
"15"	17	610	487.5	365	"Alive"
"16"	18	598	498	376	"Alive"
"17"	19	587	508.5	366	"Alive"
