"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	26	409	808	211	"Alive"
"2"	27	426	807	244	"Alive"
"3"	28	431.5	826	202	"Alive"
"4"	29	432.5	827	341	"Alive"
"5"	30	419	832.5	339	"Alive"
"6"	31	427.5	845	415	"Alive"
"7"	32	455	846	347	"Transitional"
"8"	33	448	847.5	267	"Transitional"
"9"	34	451.5	851	333	"Alive"
"10"	35	458	849	335	"Transitional"
"11"	36	455.5	856.5	211	"Alive"
"12"	37	455.5	854	204	"Alive"
"13"	38	459.5	844.5	303	"Transitional"
"14"	39	454	846	271	"Alive"
