"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	11	1407.5	743.5	222	"UnStained"
"2"	12	1403.5	736	314	"UnStained"
"3"	13	1396.5	722	277	"UnStained"
"4"	14	1377	740	234	"Alive"
"5"	15	1392.5	724.5	276	"UnStained"
"6"	16	1393.5	725	286	"UnStained"
"7"	17	1382.5	710.5	296	"UnStained"
"8"	18	1385.5	702.5	306	"UnStained"
"9"	19	1375.5	704.5	314	"Alive"
"10"	20	1373.5	708	279	"UnStained"
"11"	21	1377	702	300	"Alive"
"12"	22	1379.5	688	353	"UnStained"
"13"	23	1382	678	342	"UnStained"
"14"	24	1396	699.5	182	"Alive"
"15"	25	1396	688.5	211	"Alive"
"16"	26	1395	701.5	237	"Alive"
"17"	27	1393	691	189	"Alive"
"18"	28	1390.5	688	217	"Alive"
"19"	29	1401	710.5	134	"Dead"
