"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	1391.5	220	156	"Alive"
"2"	16	1409.5	203.5	295	"Alive"
"3"	17	1410.5	196.5	439	"Alive"
"4"	18	1408	195	393	"Alive"
"5"	19	1414	201	383	"Alive"
"6"	20	1416	197	321	"Transitional"
"7"	21	1414	206.5	237	"Transitional"
"8"	22	1418	212	271	"Transitional"
"9"	23	1409.5	204.5	300	"Transitional"
"10"	24	1416	208.5	435	"Transitional"
"11"	25	1431.5	202.5	204	"Transitional"
"12"	26	1432.5	216.5	262	"Alive"
"13"	27	1415.5	237.5	286	"Alive"
"14"	28	1423.5	228	204	"Alive"
"15"	29	1422.5	219.5	144	"Alive"
"16"	30	1423.5	217	212	"Alive"
"17"	31	1431.5	227.5	236	"Alive"
"18"	32	1413.5	247	62	"Dead"
