"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	8	171	661	131	"Alive"
"2"	9	170	676	209	"Alive"
"3"	10	178.5	688.5	236	"Alive"
"4"	11	184.5	697.5	262	"Alive"
"5"	12	200	690	255	"Alive"
"6"	13	209	682	238	"Alive"
"7"	14	227	668.5	245	"Alive"
"8"	15	230	684	272	"Alive"
"9"	16	245	692	305	"Alive"
"10"	17	246.5	685.5	279	"Alive"
"11"	18	241	695	326	"Alive"
"12"	19	228	685	311	"Alive"
"13"	20	220.5	675.5	339	"Alive"
"14"	21	220.5	678.5	347	"Alive"
"15"	22	211.5	680.5	604	"Transitional"
