"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	933.5	836.5	217	"Alive"
"2"	26	938	837.5	262	"Alive"
"3"	27	936.5	835.5	203	"Transitional"
"4"	28	944.5	824.5	201	"Transitional"
"5"	29	965	846.5	501	"Alive"
"6"	30	979	830.5	176	"Alive"
"7"	31	974.5	843.5	91	"Transitional"
"8"	32	985.5	853.5	173	"Alive"
"9"	33	967	862	98	"Alive"
"10"	34	972	863.5	293	"Alive"
"11"	35	982.5	874	238	"Alive"
"12"	36	999	876.5	211	"Dead"
"13"	37	992.5	849	359	"Alive"
"14"	38	985.5	861	277	"Alive"
"15"	39	979.5	841.5	399	"Alive"
