"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	2	432.5	877	204	"Alive"
"2"	3	423.5	879	212	"Alive"
"3"	4	422	886	233	"Alive"
"4"	5	408.5	868	235	"Transitional"
"5"	6	382.5	855	159	"Alive"
"6"	7	378	849	218	"Alive"
"7"	8	366.5	842	228	"Alive"
"8"	9	364	826	219	"Alive"
"9"	10	375	819.5	226	"Alive"
"10"	11	389.5	823	229	"Alive"
"11"	12	361.5	826	291	"Alive"
"12"	13	373	814.5	258	"Alive"
"13"	14	376	813.5	277	"Alive"
"14"	15	372.5	823	294	"Alive"
"15"	16	374	821	327	"Alive"
"16"	17	386	818	341	"Alive"
"17"	18	392.5	818.5	330	"Alive"
"18"	19	406.5	815	338	"Alive"
"19"	20	416.5	805	369	"Alive"
"20"	21	438.5	796	398	"Alive"
