"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	1400	64	110	"Alive"
"2"	25	1401	87	187	"Alive"
"3"	26	1396	82.5	121	"Alive"
"4"	27	1419.5	88.5	147	"Dead"
"5"	28	1436	84.5	130	"Alive"
"6"	29	1430	83	249	"Alive"
"7"	30	1425	98	220	"Alive"
"8"	31	1435	80.5	154	"Transitional"
"9"	32	1432	81.5	138	"Dead"
"10"	33	1430	81	123	"Dead"
"11"	34	1432	54.5	94	"Dead"
"12"	35	1430	53.5	200	"Dead"
"13"	36	1433	37	118	"Dead"
"14"	37	1433.5	62.5	87	"Dead"
"15"	38	1435	88	137	"Alive"
"16"	39	1425	79	122	"Alive"
