"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	1202.5	861	357	"Alive"
"2"	16	1205	841	358	"Alive"
"3"	17	1205.5	818.5	364	"Alive"
"4"	18	1215.5	798.5	392	"Alive"
"5"	19	1215	783	380	"Alive"
"6"	20	1236.5	789	297	"Transitional"
"7"	21	1233.5	788.5	307	"Transitional"
"8"	22	1239	798.5	337	"Alive"
"9"	23	1238.5	793.5	407	"Transitional"
"10"	24	1237	813.5	535	"Alive"
"11"	25	1235	837	281	"Dead"
"12"	26	1235	833	227	"Alive"
"13"	27	1227.5	831	164	"Alive"
"14"	28	1224.5	828	325	"Alive"
"15"	29	1213	843.5	299	"Alive"
"16"	30	1227.5	826	299	"Alive"
"17"	31	1254.5	819	145	"Alive"
"18"	32	1260.5	799.5	206	"Alive"
"19"	33	1256.5	802	192	"Alive"
"20"	34	1257	797.5	144	"Alive"
