"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	218	231.5	273	"Transitional"
"2"	23	212	233.5	404	"Transitional"
"3"	24	205.5	226.5	242	"Transitional"
"4"	25	196.5	214	277	"Alive"
"5"	26	191	211.5	252	"Alive"
"6"	27	186.5	212	143	"Transitional"
"7"	28	165.5	224.5	267	"Alive"
"8"	29	186	227.5	422	"Alive"
"9"	30	204.5	242.5	317	"Alive"
"10"	31	214.5	252.5	441	"Alive"
"11"	32	223	268.5	286	"Alive"
"12"	33	230.5	285	376	"Alive"
"13"	34	236	303	246	"Alive"
"14"	35	247.5	295	528	"Transitional"
