"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	976.5	15.5	253	"Transitional"
"2"	25	977.5	26.5	381	"Alive"
"3"	26	972	14	304	"Alive"
"4"	27	977	14.5	204	"Alive"
"5"	28	1006.5	20.5	86	"Dead"
"6"	29	992.5	29.5	60	"Alive"
"7"	30	1003.5	29	278	"Alive"
"8"	31	991.5	42.5	246	"Alive"
"9"	32	991	46.5	193	"Alive"
"10"	33	1008	50	227	"Alive"
"11"	34	1018.5	58	187	"Alive"
"12"	35	1030.5	42.5	204	"Alive"
"13"	36	1031	48	172	"Alive"
"14"	37	1027	43.5	175	"Alive"
"15"	38	1020.5	55.5	169	"Alive"
"16"	39	1002	58.5	172	"Alive"
