"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	367.5	992	193	"Transitional"
"2"	20	369.5	990.5	269	"Transitional"
"3"	21	377	1008	238	"Dead"
"4"	22	405.5	1008.5	309	"Dead"
"5"	23	377.5	1013	271	"Dead"
"6"	24	390.5	1032	264	"Alive"
"7"	25	399	1037.5	99	"Dead"
"8"	26	398.5	1033	98	"Dead"
"9"	27	378.5	1033	95	"Transitional"
"10"	28	406	1039.5	119	"Alive"
"11"	29	410	1041	265	"Alive"
"12"	30	412	1034	268	"Alive"
"13"	31	418.5	1040.5	312	"Alive"
"14"	32	401	1033.5	275	"Alive"
"15"	33	384	1034.5	145	"Alive"
