"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	585	370	303	"Transitional"
"2"	19	583.5	357	337	"Dead"
"3"	20	588	357	83	"Dead"
"4"	21	586.5	357	184	"Transitional"
"5"	22	578.5	351	145	"Dead"
"6"	23	584.5	363	193	"Dead"
"7"	24	591.5	344	368	"Dead"
"8"	25	603.5	334	238	"Dead"
"9"	26	602.5	326.5	301	"Dead"
"10"	27	608	343.5	118	"Alive"
"11"	28	607	346	64	"Dead"
"12"	29	585	341	103	"Dead"
"13"	30	601	362	225	"Transitional"
"14"	31	616	351.5	196	"Alive"
"15"	32	616	342	90	"Alive"
"16"	33	610.5	330.5	190	"Alive"
"17"	34	613.5	333.5	179	"Alive"
"18"	35	611	348	177	"Alive"
"19"	36	615	343	102	"Alive"
"20"	37	603.5	341.5	310	"Transitional"
"21"	38	588	343.5	273	"Alive"
"22"	39	564	344.5	324	"Alive"
