"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	5	854	231.5	195	"Alive"
"2"	6	853.5	232.5	166	"Alive"
"3"	7	854.5	224	208	"Alive"
"4"	8	853	224	192	"Alive"
"5"	9	851	225	212	"Alive"
"6"	10	851.5	220.5	239	"Alive"
"7"	11	840	220.5	267	"Alive"
"8"	12	849.5	216.5	275	"Alive"
"9"	13	848.5	212.5	289	"Alive"
"10"	14	864.5	210	274	"Alive"
"11"	15	872	203	325	"Alive"
"12"	16	867.5	204.5	290	"Alive"
"13"	17	853.5	225.5	218	"Transitional"
"14"	18	860	231.5	206	"Transitional"
"15"	19	862	237	195	"Transitional"
"16"	20	868	234	218	"Dead"
"17"	21	843	246	146	"Transitional"
