"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	13	798.5	86	199	"Transitional"
"2"	14	794	77	210	"Alive"
"3"	15	786.5	73.5	245	"Alive"
"4"	16	782.5	70	289	"Alive"
"5"	17	774	60.5	277	"Alive"
"6"	18	772	55.5	307	"Alive"
"7"	19	773	51.5	317	"Alive"
"8"	20	772	55.5	302	"Alive"
"9"	21	776.5	57.5	290	"Alive"
"10"	22	789	52	164	"Transitional"
"11"	23	790	54	187	"Transitional"
"12"	24	791	50.5	230	"Transitional"
"13"	25	790.5	51	237	"Transitional"
"14"	26	790.5	51.5	242	"Transitional"
"15"	27	790.5	51	209	"Transitional"
"16"	28	793	47.5	139	"Dead"
"17"	29	783.5	43	333	"Dead"
