"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	239.5	488.5	167	"Alive"
"2"	26	262	485.5	214	"Alive"
"3"	27	261	489	209	"Alive"
"4"	28	265	476	232	"Alive"
"5"	29	275	458	141	"Dead"
"6"	30	277	456	243	"Alive"
"7"	31	284.5	444	105	"Alive"
"8"	32	285	444.5	176	"Alive"
"9"	33	297.5	429	193	"Alive"
"10"	34	304.5	425.5	214	"Transitional"
"11"	35	311.5	415	123	"Transitional"
"12"	36	300	417.5	105	"Transitional"
"13"	37	294	420	112	"Transitional"
"14"	38	292	422.5	83	"Transitional"
"15"	39	300.5	411.5	165	"Alive"
