"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	84	862	448	"Dead"
"2"	22	91	866	174	"Dead"
"3"	23	77	861	175	"Alive"
"4"	24	66	848.5	154	"Alive"
"5"	25	68	846.5	200	"Transitional"
"6"	26	81	820	136	"Alive"
"7"	27	83.5	800.5	154	"Alive"
"8"	28	77	789	115	"Alive"
"9"	29	90	810	92	"Alive"
"10"	30	111	807	200	"Alive"
"11"	31	111.5	781	273	"Dead"
"12"	32	122	767	247	"Transitional"
"13"	33	125	749	213	"Dead"
"14"	34	123	726	215	"Dead"
"15"	35	125	716	205	"Dead"
"16"	36	127	724	421	"Dead"
