"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	10	117.5	242.5	256	"Alive"
"2"	11	129	261.5	247	"Alive"
"3"	12	128	262.5	278	"Alive"
"4"	13	110.5	271.5	285	"Alive"
"5"	14	100.5	291	299	"Alive"
"6"	15	90.5	310	314	"Alive"
"7"	16	94	325.5	318	"Alive"
"8"	17	93	320	329	"Alive"
"9"	18	87	318.5	328	"Alive"
"10"	19	67.5	327	318	"Alive"
"11"	20	60.5	334.5	354	"Alive"
"12"	21	52.5	341	336	"Alive"
"13"	22	36.5	347.5	253	"Alive"
"14"	23	44.5	344.5	324	"Alive"
"15"	24	52.5	342	459	"Transitional"
"16"	25	50	345.5	518	"Transitional"
"17"	26	52.5	340	474	"Transitional"
"18"	27	49.5	341	651	"Transitional"
"19"	28	40	335	95	"Transitional"
"20"	29	42	336.5	182	"Dead"
"21"	30	41	339.5	232	"Dead"
"22"	31	49	348.5	212	"Dead"
"23"	32	46.5	351	195	"Dead"
"24"	33	44.5	347	267	"Dead"
