"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	978	497	245	"Alive"
"2"	24	971.5	503.5	216	"Alive"
"3"	25	947.5	500	247	"Alive"
"4"	26	941	498.5	258	"Alive"
"5"	27	946	501.5	225	"Alive"
"6"	28	968	491	184	"Alive"
"7"	29	945.5	485.5	152	"Alive"
"8"	30	943	468.5	330	"Alive"
"9"	31	944.5	464	307	"Alive"
"10"	32	945.5	463	204	"Alive"
"11"	33	946.5	457.5	222	"Alive"
"12"	34	948	448.5	198	"Alive"
"13"	35	970	430	185	"Transitional"
"14"	36	961	427	211	"Alive"
"15"	37	967.5	429.5	236	"Alive"
"16"	38	980	438	241	"Alive"
"17"	39	979	437	183	"Alive"
