"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	1255	169	254	"Transitional"
"2"	25	1252	167.5	282	"Alive"
"3"	26	1244.5	173	164	"Alive"
"4"	27	1230	195.5	237	"Dead"
"5"	28	1235.5	215.5	243	"Alive"
"6"	29	1239	205	397	"Alive"
"7"	30	1238	183	71	"Alive"
"8"	31	1228	165	115	"Alive"
"9"	32	1232	169.5	132	"Dead"
"10"	33	1236.5	180.5	87	"Dead"
"11"	34	1228.5	196.5	135	"Dead"
"12"	35	1209.5	198.5	165	"Dead"
"13"	36	1197.5	192	178	"Dead"
"14"	37	1195.5	188.5	189	"Dead"
"15"	38	1205.5	189	102	"Dead"
"16"	39	1179.5	189	298	"Dead"
