"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	1319.5	206	47	"Alive"
"2"	25	1327.5	235	85	"Dead"
"3"	26	1319.5	235	56	"Dead"
"4"	27	1304	235	129	"Transitional"
"5"	28	1308.5	233.5	122	"Dead"
"6"	29	1332	249.5	209	"Alive"
"7"	30	1334	250.5	316	"Alive"
"8"	31	1345	237	250	"Alive"
"9"	32	1337.5	220.5	229	"Alive"
"10"	33	1329	224	146	"Alive"
"11"	34	1338	207.5	456	"Dead"
"12"	35	1315	225	199	"Alive"
"13"	36	1297	225.5	151	"Alive"
"14"	37	1322	214.5	507	"Alive"
"15"	38	1302	219	477	"Alive"
"16"	39	1292.5	207	444	"Alive"
