"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	21	609	983.5	295	"Transitional"
"2"	22	610	975.5	119	"Dead"
"3"	23	634.5	976	181	"Alive"
"4"	24	639	977.5	152	"Alive"
"5"	25	642.5	977.5	203	"Alive"
"6"	26	644.5	973.5	288	"Alive"
"7"	27	662.5	981.5	198	"Transitional"
"8"	28	668	978	203	"Transitional"
"9"	29	667.5	977	202	"Transitional"
"10"	30	669	976.5	281	"Transitional"
"11"	31	667.5	977.5	259	"Transitional"
"12"	32	668	981.5	363	"Transitional"
"13"	33	670	980.5	390	"Transitional"
"14"	34	671	980.5	188	"Dead"
"15"	35	669	977.5	362	"Transitional"
"16"	36	675	977.5	282	"Dead"
