"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	26	1300.5	237.5	167	"Dead"
"2"	27	1288.5	223.5	150	"Transitional"
"3"	28	1289.5	211.5	297	"Dead"
"4"	29	1310.5	213.5	156	"Dead"
"5"	30	1313.5	201.5	228	"Dead"
"6"	31	1299	223.5	240	"Alive"
"7"	32	1300.5	211.5	251	"Alive"
"8"	33	1307.5	201	275	"Alive"
"9"	34	1323.5	220.5	163	"Dead"
"10"	35	1308.5	237	178	"Alive"
"11"	36	1300	231.5	137	"Alive"
"12"	37	1284	247	285	"Alive"
"13"	38	1263	243.5	272	"Alive"
"14"	39	1253	222	262	"Alive"
