pathway,pval,padj,log2err,ES,NES,size,leading_edge,collection,collection_label,ranking_id,pathway_label,direction,model_id
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION,0.7476635514018691,1,0.1611591456616824,-0.1449585450041699,-0.8986204817030933,109,NETO2;HEG1;STAU2;NETO1;DAG1;GPHN;VPS26B;SACM1L;TJP2;HRAS;PCLO;MAP2K1;RAB27B;MAPK9;NECTIN3;ZDHHC12;SCRIB;PAK2;RAP1A;ARHGEF18;ACTB;ERBB4;IQSEC2,C5:GO:BP,go_bp,primary_adjacent_state,Protein Localization to Cell Junction,negative,ETP_reference_balanced_threshold_2_24
GOBP_NEURON_MIGRATION,0.7837837837837838,1,0.269842314478839,-0.1392788796585965,-0.898146921485962,157,BAX;NRP1;WDR62;SATB2;GPR173;NAV1;CEP85L;CUL5;MAP1B;HSP90AA1;RNF7;NSMF;ARHGEF2;PAFAH1B1;TWIST1;PHACTR1;SHTN1;BBS4;CELSR1;FBXO41;UNK;MARK2;LRP12;APBB2;PEX13;ULK4;PRKG1;PLAA;FBXO45;VRK1;ERBB4;ZNF609;ROBO3;MEF2C;ALKBH1;TYRO3;CDK5R1;LRIG2;FLRT2;TBC1D24;SPOCK1;RHOA;SDCCAG8;BBS1;CRK;SRGAP2C;PEX7,C5:GO:BP,go_bp,primary_adjacent_state,Neuron Migration,negative,ETP_reference_balanced_threshold_2_24
GOBP_CARDIAC_SEPTUM_MORPHOGENESIS,0.7112299465240641,1,0.08735728607805364,-0.16338591572065858,-0.894291790635376,61,NSD2;NRP1;NKX2-5;FGFRL1;ENG;MSX2;TGFBR2;PARVA;MKS1;TP53,C5:GO:BP,go_bp,primary_adjacent_state,Cardiac Septum Morphogenesis,negative,ETP_reference_balanced_threshold_2_24
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS,0.7238658777120316,1,0.07396561515502538,-0.1701330132190465,-0.8928617066035567,50,NKX2-5;HEG1;FKBP1A;EDNRA;ENG;FOXC1;TGFBR2;UBE4B;NRG1;BMPR1A;MEF2C;CHD7;PTCD2;TGFB1;MED1;ZFPM2;GSK3A;NAGLU,C5:GO:BP,go_bp,primary_adjacent_state,Cardiac Ventricle Morphogenesis,negative,ETP_reference_balanced_threshold_2_24
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION,0.8148148148148148,1,0.1776735264392179,-0.14561145504714634,-0.8924225909076485,118,PNP;XRCC6;PRKDC;IL15RA;ACTL6A;SMARCA2;RHOH;IL7R;SMARCD1;NFKBID;KLHL25;TGFBR2;STAT5B;TNFSF9;RIPK2;BAD;STAT5A;SMARCA4;NCKAP1L;AP3D1;ARID1A;ACTB;CD83;IL18,C5:GO:BP,go_bp,primary_adjacent_state,Positive Regulation of Lymphocyte Differentiation,negative,ETP_reference_balanced_threshold_2_24
GOBP_INTERLEUKIN_8_PRODUCTION,0.7485549132947977,1,0.08856399378587741,-0.16095209632341168,-0.8916632053086204,63,FADD;HYAL2;LAMTOR5;PARK7;MAP2K5;HMGB1;PRKD2;TLR3;TLR6;ZNF580;NOD1;CD58;RELA;F2RL1,C5:GO:BP,go_bp,primary_adjacent_state,Interleukin 8 Production,negative,ETP_reference_balanced_threshold_2_24
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.7262626262626263,1,0.009020793886426863,0.23519748478309999,0.8902840549800258,110,PTGER3;CNR1;VIPR1;ADRB1;ADCY10;GALR2;ADGRG2;ADGRF3;ADGRG3;PTGER4;CXCL9;ADGRG7;ADGRB1;GNAL;MRAP;ADGRD1;ADGRL4;TSHR;PRKAR2B;ADM5;LHCGR;ADGRE3;CALCB;GIPR;ABCA1;ADGRB2;LPAR2;S1PR5;ADM,C5:GO:BP,go_bp,primary_adjacent_state,Adenylate Cyclase Activating g Protein Coupled Receptor Signaling Pathway,positive,ETP_reference_balanced_threshold_2_24
GOBP_CELLULAR_RESPONSE_TO_GLUCOSE_STARVATION,0.706766917293233,1,0.07303969431877405,-0.17020617642457841,-0.8902595116881206,48,BCL2;UPP1;HIGD1A;PRKAG2;PICK1;NUAK2;SUV39H1;TP53,C5:GO:BP,go_bp,primary_adjacent_state,Cellular Response to Glucose Starvation,negative,ETP_reference_balanced_threshold_2_24
GOBP_POLYSACCHARIDE_METABOLIC_PROCESS,0.7202072538860104,1,0.12173636722330919,-0.1521005387194657,-0.8901390393925286,84,PPP1CA;GYG1;INSR;PASK;PRKAG2;AKT2;HMGB1;PFKM;PHKA1;PPP1CC;WDR45;AP2A1;PHLDA2;WIPI2;PHKB;PPP1R3D;KHK;EXT2;ATG2A;NDST1;ACADM;TGFB1;ATG3,C5:GO:BP,go_bp,primary_adjacent_state,Polysaccharide Metabolic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_OUTFLOW_TRACT_MORPHOGENESIS,0.7421383647798742,1,0.09289749767139441,-0.16002526215908064,-0.8884690179111147,65,NRP1;NKX2-5;SIX1;EDNRA;ENG;FOXC1;MSX2;TGFBR2;TWIST1;PARVA;CDC42,C5:GO:BP,go_bp,primary_adjacent_state,Outflow Tract Morphogenesis,negative,ETP_reference_balanced_threshold_2_24
GOBP_KERATINOCYTE_DIFFERENTIATION,0.7314366424535916,1,0.008886995273413426,0.23405399434531876,0.8883953184049227,114,LCE1E;HRNR;DNASE1L2;KRT16;ALOX15B;TGM1;EVPL;IL20;PKP1;LIPK;KDF1;LCE1F;CASP14;KRT17;HOXA7;CDH3;LCE1C;TP63;PLAAT4;CDKN2A;IVL;DSP;KRT78;FOSL2;ADAM9;NCOA3;NOTCH1;EXPH5;KRT5;MACROH2A2;IRF6;ERRFI1,C5:GO:BP,go_bp,primary_adjacent_state,Keratinocyte Differentiation,positive,ETP_reference_balanced_threshold_2_24
GOBP_GLIAL_CELL_MIGRATION,0.7168674698795181,1,0.07503473757509971,-0.16753465541633886,-0.888284003330052,51,LRP8;TSPO;MBOAT7;CERS2;PAFAH1B1;SCRIB;CSF1;CDK5R1;VCAN;CD9;BMERB1;IDH2;SRGAP2C,C5:GO:BP,go_bp,primary_adjacent_state,Glial Cell Migration,negative,ETP_reference_balanced_threshold_2_24
GOBP_T_CELL_MEDIATED_CYTOTOXICITY,0.7124060150375939,1,0.07273832314898826,-0.16961428896542102,-0.8871636578746294,48,TAP2;HPRT1;FADD;GFUS;IL7R;RAB27A;MICA;ULBP3;NCKAP1L;CYRIB;EMP2,C5:GO:BP,go_bp,primary_adjacent_state,t Cell Mediated Cytotoxicity,negative,ETP_reference_balanced_threshold_2_24
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,0.7948717948717948,1,0.183397180948084,-0.14390884945220847,-0.88701819980391,117,PHB1;DNMT1;XRCC6;PRKDC;SKP2;GSTP1;XRCC5;POLDIP2;PAK1;CYBA;HDAC1,C5:GO:BP,go_bp,primary_adjacent_state,Smooth Muscle Cell Proliferation,negative,ETP_reference_balanced_threshold_2_24
GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS,0.7487562189054726,1,0.08196474729218663,-0.16434620073477563,-0.8866140633953283,58,LRP5;FOXA2;JAGN1;SELENOT;SRI;SLC9B2;PRKCE;OXCT1;TRPA1;ENY2,C5:GO:BP,go_bp,primary_adjacent_state,Insulin Secretion Involved in Cellular Response to Glucose Stimulus,negative,ETP_reference_balanced_threshold_2_24
GOBP_SENSORY_PERCEPTION_OF_MECHANICAL_STIMULUS,0.7596829219345775,1,0.008173433547595407,0.228832386286753,0.885640451788246,151,COL11A2;KCNQ4;TUB;GRAP;MYO1A;SLC17A8;TBX1;OTOA;SPNS2;TMC2;LHFPL4;HPN;PDZD7;DCDC2;COCH;SPTBN4;MYO7B;RIPOR2;SCN11A;PIEZO2;USH2A;CDH23;COL4A3;CXCL12;MYO7A;ANKRD24;SLC26A4;GJB6;WHRN;TMPRSS3;KCNE1;ESPNL;KCNK2;CDKN1B;KCNQ1;CRYM;SOBP;MYO3B;ADGRV1;SLC52A3;TMIE;OTOF;KIAA0319;REST;KCNK4;CEMIP;MYO15A;HOXA1;SLC26A5;LHFPL3;TECTA;DDIT3,C5:GO:BP,go_bp,primary_adjacent_state,Sensory Perception of Mechanical Stimulus,positive,ETP_reference_balanced_threshold_2_24
GOBP_ACTION_POTENTIAL,0.7443525615167407,1,0.008595505736159468,0.23234546684085883,0.8851593193120753,121,SCN2B;CLCN1;KCNE5;KCNC2;KCNV2;CXADR;CLDN19;SCN4A;KCNK9;CACNA1C;JUP;KCNC1;GPRIN3;ABCC9;KCNB2;SCN11A;SCN5A;GJA1;SLC8A2;BBS10;KCNE1;CNTNAP1;DSP;KCNK2;GNA14;KCNQ1;CHRNB4;TACR1;CHRNA1;NRCAM;SCN4B;KCNB1;KCNK3;SLC9A1;NOS1AP;CD36;FKBP1B;SCN3A;HCN2;KCNG2;KCNH2;KCND2;KCNK4;PKP2,C5:GO:BP,go_bp,primary_adjacent_state,Action Potential,positive,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY,0.7906976744186046,1,0.24883263202204342,-0.14064046064039118,-0.8848869071415387,144,NAE1;ELMO1;SIGMAR1;SIX1;CC2D1A;STAU2;NUMBL;EIF4G1;LRFN4;LINGO2;DOCK10;MAP1B;UBE2M;RHOG;PTPN1;TRIM47;PTPRS;MYCBP2;PDZD11;NEDD8;DOCK4;NECTIN3,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Synapse Assembly,negative,ETP_reference_balanced_threshold_2_24
GOBP_ADULT_BEHAVIOR,0.7948717948717948,1,0.183397180948084,-0.1435443801412717,-0.884771702015195,117,TPGS1;CHRNA5;FXN;FADD;FOXA2;PARK7;HDAC2;PBX3;ARRB2;PPT1;ZMPSTE24;PAFAH1B1;CTNS;VPS13A;RNF170;ABHD12;BBS4;CACNB4;INPP5F;SPTBN2;CHRNB1;NCSTN;CNTNAP2;CHD7;CLCN3;MECP2;SHANK3;BBS2;HTRA2;USP46;BBS1,C5:GO:BP,go_bp,primary_adjacent_state,Adult Behavior,negative,ETP_reference_balanced_threshold_2_24
GOBP_NEUROTRANSMITTER_SECRETION,0.7603297476626119,1,0.008191205808194983,0.22988602959721754,0.8824514679583696,135,GRIK5;SV2B;CPLX4;CPLX1;SYT8;UNC13C;TACR2;CACNA1B;TSPOAP1;SYT5;SYT7;RIMS3;CHRNA3;CAMK2A;SYT11;P2RY1;SYN1;DOC2B;SYN2;FER1L5;SYNGR3;SLC4A8;NGF;SYT2;SYT9;SYN3;RAB5A;BAIAP3;BRSK1;CHRNB4;KMO;RIMS1;SYP;BGLAP;STX19;OTOF;RPH3A;CSPG5,C5:GO:BP,go_bp,primary_adjacent_state,Neurotransmitter Secretion,positive,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,0.731667846667341,1,0.008922653288869263,0.23405449852609433,0.8804129471608387,102,PRAM1;SV2B;SYT8;CACNA1B;CD160;SYT5;SYT7;RIMS3;FCER1G;FES;SYT17;SYT11;P2RY1;SYN1;ITGAM;DOC2B;SPI1;SLC4A8;SYT2;SYT9;RAB5A;BAIAP3;RAB15;RIMS1;NOTCH1;KCNB1;AP1G1;RPH3A;HLA-F;CSPG5,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Regulated Secretory Pathway,positive,ETP_reference_balanced_threshold_2_24
GOBP_NEURAL_RETINA_DEVELOPMENT,0.7041873963515755,1,0.009912115891340311,0.24682684222044649,0.8802142149532564,62,RPGRIP1;DSCAM;SLC17A8;GNAT2;SDK1;SLC17A7;RPE65;NRL;PRDM1;BBS10;FAT3;GPM6A;CNTF;TFAP2B;NOTCH1;DLX2;RAB11FIP4;PER2,C5:GO:BP,go_bp,primary_adjacent_state,Neural Retina Development,positive,ETP_reference_balanced_threshold_2_24
GOBP_POSITIVE_REGULATION_OF_MIRNA_TRANSCRIPTION,0.735812133072407,1,0.07303969431877405,-0.16790452657658994,-0.8795323470730863,49,SREBF2;GNL3;MRTFB;TERT;TP53;SMARCA4;SMAD1;BMPR1A;NOTCH2;PPARG;RELA;TGFB1;BMP2,C5:GO:BP,go_bp,primary_adjacent_state,Positive Regulation of Mirna Transcription,negative,ETP_reference_balanced_threshold_2_24
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,0.8264462809917356,1,0.14390961974585495,-0.1444577843973459,-0.8774572448689717,101,NSD2;NACA;NKX2-5;HEG1;FKBP1A;EDNRA;FGFRL1;MATR3;ENG;FOXC1;ZMPSTE24;HECTD1;TGFBR2;PTK7;UBE4B;NRG1;LMO4;DCTN5;BMPR1A;MEF2C;CHD7;PTCD2;SALL4;ZFPM1;TGFB1;RBM15;MED1;CNTRL;WNT5A;FZD1;ZFPM2;GSK3A;NAGLU,C5:GO:BP,go_bp,primary_adjacent_state,Cardiac Ventricle Development,negative,ETP_reference_balanced_threshold_2_24
GOBP_SMOOTH_MUSCLE_CONTRACTION,0.7254982115482882,1,0.00922420809185508,0.2388102711360845,0.8745941145185694,78,PTGER3;ADRA2B;TACR2;NMU;DRD2;EDN2;CD38;GDNF;SCNN1B;NPNT;GHRL;CHRNA3,C5:GO:BP,go_bp,primary_adjacent_state,Smooth Muscle Contraction,positive,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_AXON_EXTENSION,0.7220630372492837,1,0.009320569142738756,0.2391563265697428,0.8735964579814337,76,DSCAM;CDH1;L1CAM;RAB21;ADCY10;VEGFA;SLIT1;BCL11A;SEMA3G;DRAXIN;TRIM46;SEMA6C;FN1;WNT3A;CXCL12;NGF;CDH4;SEMA3A;NKX6-1,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Axon Extension,positive,ETP_reference_balanced_threshold_2_24
GOBP_NEURON_CELLULAR_HOMEOSTASIS,0.7035568999687076,1,0.010023767844471738,0.24791592094512127,0.8735397998609397,56,SV2B;ATP6V1G3;CNR1;TSPOAP1;SLC6A2;SLC17A7;CALB2;P2RY1;SLC8A2;SLC24A2,C5:GO:BP,go_bp,primary_adjacent_state,Neuron Cellular Homeostasis,positive,ETP_reference_balanced_threshold_2_24
GOBP_LEUKOCYTE_DEGRANULATION,0.7060786153685747,1,0.009962200133015625,0.24727252602605337,0.8726105299265157,57,PRAM1;CD160;BTK;SLC18A2;RAB44;FCER1G;FES;RASGRP1;SCN11A;ITGAM;SPI1,C5:GO:BP,go_bp,primary_adjacent_state,Leukocyte Degranulation,positive,ETP_reference_balanced_threshold_2_24
GOBP_CORPUS_CALLOSUM_DEVELOPMENT,0.7055393586005831,1,0.05158244164878452,-0.19764626552148334,-0.872427957180344,26,NSUN5;NIN;PTPRS;PAFAH1B1;RPGRIP1L;TSKU;LPAR1;PRDM8,C5:GO:BP,go_bp,primary_adjacent_state,Corpus Callosum Development,negative,ETP_reference_balanced_threshold_2_24
GOBP_MACROPHAGE_CYTOKINE_PRODUCTION,0.720626631853786,1,0.059715047901050484,-0.18136562210143245,-0.8719732778099133,34,UBE2J1;NLRX1;TICAM1;TWIST1;TLR3;RIPK2;SPON2;TGFB3;ACP5;NOD1;TGFB1;WNT5A;ATG9A;SEMA7A;CUEDC2,C5:GO:BP,go_bp,primary_adjacent_state,Macrophage Cytokine Production,negative,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL,0.7540171803941385,1,0.00841776063416114,0.23043052970337075,0.8716144332381968,109,NTSR1;GRIK5;DRD2;TMEM108;ADRB1;GRIN3B;GHRL;NLGN3;CHRNA3;SLC17A7;GRIN2C;GRM1;GABRA2;GRIA2;CELF4;SLC8A2;CHRNA7;CUX2;TMEM25;GRIA4;ADORA1;NPFF;CHRNB4;RIMS1;CHRNA1;GRIK4;GRIN2A;NLGN4X;GABRB2;PTK2B;DRD4;KCND2;GABRB1;P2RX7;ADRB2;GABRG2,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Postsynaptic Membrane Potential,positive,ETP_reference_balanced_threshold_2_24
GOBP_JNK_CASCADE,0.8928571428571429,1,0.291090917251384,-0.13446834548583667,-0.8708213587482329,162,PRMT1;GPS1;MEN1;DUSP22;GSTP1;TNIK;MTURN;MAP3K11;HMGB1;TPD52L1;HRAS;MBIP;TRAF2;TNFRSF19;PAFAH1B1;MAPK9;COPS5;LTBR;DUSP3;MFHAS1;MAP2K7;TLR3;RIPK2;DNAJA1;GRIK2;ULK4;MDFIC;TAOK3;MAP3K20;NOD1;DAXX;GPS2;CRACR2A;SIRPA;F2RL1;CRK;CCN2;STRADB;ZNF622;HACD3;MAP3K13;IRAK1;TAOK2;MAP3K6;WNT5A,C5:GO:BP,go_bp,primary_adjacent_state,Jnk Cascade,negative,ETP_reference_balanced_threshold_2_24
GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION,0.7632058287795993,1,0.06903096207562805,-0.16757938082538115,-0.8706003446595054,47,DDX1;UBE2J1;NLRX1;TICAM1;TWIST1;TLR3;DDX21;RIPK2;SPON2;TGFB3;ACP5;CAMK4;NOD1;TGFB1;DHX36,C5:GO:BP,go_bp,primary_adjacent_state,Myeloid Leukocyte Cytokine Production,negative,ETP_reference_balanced_threshold_2_24
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE,0.7956521739130434,1,0.10581401851061817,-0.15293299810190164,-0.8704271306850034,76,NETO2;STAU2;NETO1;DAG1;GPHN;VPS26B;SACM1L;HRAS;PCLO;MAP2K1;RAB27B;ZDHHC12;SCRIB;RAP1A;ERBB4;IQSEC2,C5:GO:BP,go_bp,primary_adjacent_state,Protein Localization to Synapse,negative,ETP_reference_balanced_threshold_2_24
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,0.7434017595307918,1,0.062459499010238485,-0.17434529582929195,-0.8696277444422288,40,FBN1;FSTL3;ZBTB46;TLR3;GPR137;TAOK3;UBASH3B;PTPN2;LYN;ZFPM1;CUL4A;GATA2;TCTA;INHBA;CDK6;MYC;TLR4;ZNF675;RUNX1;FBXW7;PIAS3;CTNNB1;QKI;TNFAIP6;ERFE;TRIB1;CEACAM1;NF1;GPR137B;PIK3R1;INPP5D;LRRC17;GPR68;RARA;TOB2;MAFB;LILRB3;SFRP1;INHA;HOXA7,C5:GO:BP,go_bp,primary_adjacent_state,Negative Regulation of Myeloid Leukocyte Differentiation,negative,ETP_reference_balanced_threshold_2_24
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,0.7876960193003619,1,0.007583318102841449,0.22505104664283088,0.8651337455758655,138,NTSR1;SCN2B;CD4;ATP1B2;KCNE5;CAPN3;NPSR1;KCNC2;TACR2;XCL1;F2RL3;GALR2;F2;CCR1;TRPV3;LCN2;CAMK2A;SLC6A4;KCNC1;CXCL9;HAP1;LRRC38;P2RY1;SCN5A;GAL;FXYD7;CXCL12;WNK2;ATP2C2;TRPC3;KCNE1;NPPA;ADORA1;KCNQ1;FXYD1,C5:GO:BP,go_bp,primary_adjacent_state,Positive Regulation of Monoatomic Ion Transport,positive,ETP_reference_balanced_threshold_2_24
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1,0.8153153153153153,1,0.10640946434982042,-0.15171541471426378,-0.8648523737093929,77,HYAL2;HYAL3;CFL1;RPS6KA4;CD47;TNIP2;GBP1;MAP2K7;UPF1;USP10;GBP3;KLF2;OTUD4;AKAP12;YY1;SIGIRR;NKX3-1,C5:GO:BP,go_bp,primary_adjacent_state,Cellular Response to Interleukin 1,negative,ETP_reference_balanced_threshold_2_24
GOBP_FC_RECEPTOR_SIGNALING_PATHWAY,0.7039005207779785,1,0.010303446493813408,0.25434134155332505,0.863468712360924,43,CD247;CD200R1;PIGR;BTK;LCK;FCER1G;PLA2G6;CD33;VAV1,C5:GO:BP,go_bp,primary_adjacent_state,Fc Receptor Signaling Pathway,positive,ETP_reference_balanced_threshold_2_24
GOBP_DEFENSE_RESPONSE_TO_BACTERIUM,0.8175262894341512,1,0.006845809938548763,0.22049002998910727,0.8634363019774266,188,WFDC5;CD4;CXCL13;CAMP;GBP7;PRB3;NLRC4;GSDMA;CD160;EVPL;SCNN1B;F2;GBP6;EMILIN2;DEFB116;HAVCR2;DEFB124;LCN2;HP;FCER1G;S100A12;PLA2G6;ADAMTS5;ADGRB1;SYT11;MMRN2;CRP;S100A14;TF;IL23R;MMP7;SLAMF8;CARD9;CFP;PLAC8;LGALS4;NAIP;IRGM;SLPI;MR1;HMGB2;NCF1;TFEB;ADM;TNFSF8;TMF1;LYG1;LBP;CD36;LYPD8;IL23A;LEAP2;RARRES2;AZU1;SLC11A1;P2RX7;GBP4;SYK;GSDMB;TNFRSF14;HLA-A;TREM1;AQP1;H2BC4;PLA2G2A;TREM2;KLRK1;RNASE4,C5:GO:BP,go_bp,primary_adjacent_state,Defense Response to Bacterium,positive,ETP_reference_balanced_threshold_2_24
GOBP_TERPENOID_METABOLIC_PROCESS,0.78301886792452835,1,0.09037473381123272,-0.15540984090738028,-0.8628439463979192,65,FDFT1;LRP8;DHRS4L2;FDPS;DGAT2;PLB1;LDLR;RDH11;RDH14;SRD5A1;DHRS7;PNPLA2;LIPA;HMGCS1;RETSAT;DHRS4;ALDH3A2;CYP3A5;ADH5;HTRA2,C5:GO:BP,go_bp,primary_adjacent_state,Terpenoid Metabolic Process,negative,ETP_reference_balanced_threshold_2_24
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.8132530120481928,1,0.12355834466608173,-0.1459914742880091,-0.8622350352140098,89,ADISSP;PARP1;HSP90AB1;FERMT1;MSX1;MEN1;NUP93;HFE;ENG;MSX2;CSNK2B;TGFBR2;SH2B1;PELO;BMPR1A;NOTCH2;ING2;GLCE;TGFB3;GDF11;THBS1;TGFB1;BMP2;JAK2;DAB2;FBXL15;GIPC1,C5:GO:BP,go_bp,primary_adjacent_state,Positive Regulation of Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway,negative,ETP_reference_balanced_threshold_2_24
GOBP_XENOBIOTIC_TRANSPORT,0.7095334254437241,1,0.010181636915077669,0.25307237397467097,0.861705774950079,44,SLC22A2;SLC28A2;ABCB5;SLC47A1;ABCB1;ABCC11;SLC29A4;GJA1;SLC43A3;PDZK1;SLC22A3;ABCB11;ABCG1;ATP7B;SLC2A1;ABCA8;SLC22A4;SLC22A1;NR1I2,C5:GO:BP,go_bp,primary_adjacent_state,Xenobiotic Transport,positive,ETP_reference_balanced_threshold_2_24
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,0.7393228362663373,1,0.009034186598085867,0.2379651687084319,0.8613313342990931,70,SPTBN5;LMOD1;KANK3;LMOD2;TMOD4;VILL;INPP5J;SPTBN4;ASB2;VIL1;SCIN;ADD2,C5:GO:BP,go_bp,primary_adjacent_state,Negative Regulation of Protein Polymerization,positive,ETP_reference_balanced_threshold_2_24
GOBP_L_AMINO_ACID_TRANSPORT,0.7441622285948382,1,0.008851351608375694,0.23598752245409088,0.860791496053278,75,NTSR1;SLC22A2;SLC3A1;SLC17A8;TTYH2;SLC7A13;SLC38A8;GNAT2;SLC47A1;SLC17A7;SLC25A18;GRM1;SLC7A9;CLTRN;TTYH3;ARL6IP1;SERINC5;SLC7A8;KMO;SLC6A15;SLC25A26;PER2;EPM2A;SLC7A7;SLC11A1,C5:GO:BP,go_bp,primary_adjacent_state,l Amino Acid Transport,positive,ETP_reference_balanced_threshold_2_24
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION,0.748546511627907,1,0.061945887634562026,-0.17298038801533758,-0.8601235919187321,39,FANCA;RAD51C;FIGNL1;BRCA2,C5:GO:BP,go_bp,primary_adjacent_state,Male Meiotic Nuclear Division,negative,ETP_reference_balanced_threshold_2_24
GOBP_HEMOSTASIS,1,1,,-0.1226421679254065,-0.8597388800240251,198,PROCR;DTNBP1;ST3GAL4;ITPK1;PLAUR;FOXA2;CAV1;AK3;PPIA;DGKE;CLIC1;TMX1;BLOC1S4;PABPC4;GGCX;RAB27A;SRC;MAPK14;FIBP;DGKI;DGKG;ADTRP;CSRP1;PLSCR1;PRKCD;C1QTNF1;PTPRJ;METAP1;CD59;PRKG1;ACTB;FLI1;TYRO3;UBASH3B;VPS33B;GNA13;CD40;ANO6;PDGFRA;ACTG1;ANXA2;FUNDC2;CD9;LYN;THBS1;PRRG1;F2RL1,C5:GO:BP,go_bp,primary_adjacent_state,Hemostasis,negative,ETP_reference_balanced_threshold_2_24
GOBP_ADAPTIVE_THERMOGENESIS,0.86,1,0.22082346409111278,-0.13529725968308903,-0.8597039787805976,140,ADISSP;BOLA3;ELOVL6;SLC25A5;CAV1;BSCL2;PEMT;FH;SCD;LNPEP;FABP5;SIRT6;EHMT1;PLCL2;ACOT13;IGF2BP2;LETMD1;MFAP2;SMARCA4;ID1;ALMS1;LIPA;IL18;STAT6;NRDC;THRA;IL18R1;APPL2;PPARGC1B;PCTP;DIO2;SORL1;GPR3;CPT2;RHEB;MFN2;KDM1A;ACOT11;JAK2;ADIPOR2;OGT;TFE3,C5:GO:BP,go_bp,primary_adjacent_state,Adaptive Thermogenesis,negative,ETP_reference_balanced_threshold_2_24
GOBP_POSITIVE_REGULATION_OF_VACUOLE_ORGANIZATION,0.726027397260274,1,0.04910799299783423,-0.1962400027697954,-0.8596559747975371,25,SNX4;WDR45;SNX7;ANXA2;ATG2A;LRSAM1;RAB3GAP2;WIPI1;RALB;SNX18;PIP4K2A;RAB3GAP1;BECN1;TRIM32;PPP3CB;PIP4K2B;SH3GLB1;SNX30;MCOLN1;MOAP1;GRN;ULK1;ELAPOR1;IRGM;PIP4K2C,C5:GO:BP,go_bp,primary_adjacent_state,Positive Regulation of Vacuole Organization,negative,ETP_reference_balanced_threshold_2_24
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION,0.7014353018516489,1,0.01081717185174374,0.26819190704768575,0.8576930304958401,30,FGF9;EFEMP2;PRDM6;FGFR2;NFATC1;NOTCH1;CTH;FOXO4;BMP4;SRF;PDCD4;GPER1;OLFM2,C5:GO:BP,go_bp,primary_adjacent_state,Regulation of Smooth Muscle Cell Differentiation,positive,ETP_reference_balanced_threshold_2_24
GOBP_CALCIUM_ION_IMPORT,0.7225880631336887,1,0.009642391366915928,0.2442946814084329,0.8572274309555538,54,TRPM1;CACNA1B;TRPV4;CACNA1C;TRPV3;SLC24A1;CXCL12;SLC8A2;ATP2C2;SLC24A2;CACNA1F;EGF;CACNA1A;CALHM2;ATP2A1;AKAP5;DDIT3;CACNA2D1;CACNA1E;HES1;CACNA1D;CASK;TRPV2;STC1,C5:GO:BP,go_bp,primary_adjacent_state,Calcium Ion Import,positive,ETP_reference_balanced_threshold_2_24
GOBP_DETECTION_OF_MECHANICAL_STIMULUS,0.7176557706548186,1,0.009934872474338113,0.24936426402514206,0.8571726153425717,47,TMC2;HPN;PDZD7;JUP;SCN11A;PIEZO2;CXCL12;WHRN;KCNK2;KCNQ1;PKD1L3;ADGRV1;PKD2L2;REST;KCNK4,C5:GO:BP,go_bp,primary_adjacent_state,Detection of Mechanical Stimulus,positive,ETP_reference_balanced_threshold_2_24
