"tgi_measure","iteration","n","pearson_r","pearson_p","spearman_rho","spearman_p"
"TGI_percent_Day_17",1,8,0.85327138902546,0.00705382765063005,0.802469135802469,0.016526566994929
"TGI_percent_Day_17",2,8,-0.522876192218243,0.183643417029096,-0.468354430379747,0.241804882823014
"TGI_percent_Day_17",3,8,-0.605466977174748,0.111684382672183,-0.62962962962963,0.094345165105607
"TGI_percent_Day_17",4,8,-0.603280950668874,0.113335727301676,-0.24390243902439,0.560495956966516
"TGI_percent_Day_17",5,8,-0.637904221156795,0.0887906519540688,0.0886075949367088,0.834728317893272
"TGI_percent_Day_17",6,8,0.610368723458712,0.10803151087455,0.620253164556962,0.100875222859378
"TGI_percent_Day_17",7,8,-0.873081830181788,0.0046368993400158,-0.555555555555556,0.152822232383275
"TGI_percent_Day_17",8,8,-0.653421241506797,0.078897429299238,-0.421686746987952,0.298067492674002
"TGI_percent_Day_17",9,8,-0.817334167765615,0.0132261827373875,-0.848101265822785,0.00779410868380387
"TGI_percent_Day_17",10,8,-0.429605701030089,0.288112326774797,-0.316455696202532,0.445069441835733
"TGI_percent_Day_17",11,8,-0.536631705770693,0.170296917423882,-0.384615384615385,0.346809662449871
"TGI_percent_Day_17",12,8,-0.76861578134151,0.0258442373821572,-0.594936708860759,0.119765536998206
"TGI_percent_Day_17",13,8,-0.797190477921426,0.0178112641623851,-0.851851851851852,0.0072523990851707
"TGI_percent_Day_17",14,8,-0.122653646839107,0.772320491703578,-0.589041095890411,0.124429494317035
"TGI_percent_Day_17",15,8,-0.724036525272662,0.042266306122522,-0.555555555555556,0.152822232383275
"TGI_percent_Day_17",16,8,-0.843699352654641,0.00846196438600841,-0.686746987951807,0.0599235467192918
"TGI_percent_Day_17",17,8,-0.426000303487158,0.292624455967368,-0.121951219512195,0.773598436910597
"TGI_percent_Day_17",18,8,-0.81472049863784,0.0137732083598016,-0.753086419753086,0.0310085131644479
"TGI_percent_Day_17",19,8,-0.858241876303358,0.00638600082806706,-0.924050632911392,0.00103380815542862
"TGI_percent_Day_17",20,8,-0.979804329847024,2.02821184438453e-05,-0.753086419753086,0.0310085131644479
"TGI_percent_Day_17",21,8,0.977846849424433,2.67302275727307e-05,1,0
"TGI_percent_Day_17",22,8,-0.918139545268423,0.0012885759407124,-0.853658536585366,0.00700028132287885
"TGI_percent_Day_17",23,8,-0.975878587972826,3.44554562277498e-05,-0.926829268292683,0.000926422142911447
"TGI_percent_Day_17",24,8,-0.834346285569524,0.00999919320955959,-0.682926829268293,0.0619431712593441
"TGI_percent_Day_17",25,8,-0.542613770519508,0.164661733520837,-0.180722891566265,0.668450469704889
"TGI_percent_Day_17",26,8,0.744281276814983,0.0341972662063629,0.810810810810811,0.0146177229257338
"TGI_percent_Day_17",27,8,-0.867246755305875,0.00528203146866341,-0.560975609756098,0.148007079914522
"TGI_percent_Day_17",28,8,-0.935260680421635,0.000645825503305406,-0.891891891891892,0.00290816977750489
"TGI_percent_Day_17",29,8,-0.104235188863639,0.805970047459071,0.0120481927710843,0.977411824587767
"TGI_percent_Day_17",30,8,-0.703885005950354,0.0513492525286224,-0.421686746987952,0.298067492674002
"TGI_percent_Day_17",31,8,-0.907019194526304,0.00187210980297178,-0.831325301204819,0.0105309230748143
"TGI_percent_Day_17",32,8,-0.645123261517479,0.0841034100319939,-0.620253164556962,0.100875222859378
"TGI_percent_Day_17",33,8,-0.935637354251968,0.000634801559842494,-0.772151898734177,0.0247485870017686
"TGI_percent_Day_17",34,8,-0.775601455764435,0.0237079328274344,-0.487804878048781,0.220101844181823
"TGI_percent_Day_17",35,8,-0.696232305409825,0.0550802429691062,-0.432098765432099,0.285012238128342
"TGI_percent_Day_17",36,8,-0.951851292162838,0.000269077482904648,-0.777777777777778,0.023065589595082
"TGI_percent_Day_17",37,8,-0.435582106521945,0.280708200706874,-0.0617283950617284,0.88455293510991
"TGI_percent_Day_17",38,8,-0.977318548514221,2.86771012684778e-05,-0.925925925925926,0.000960491276443552
"TGI_percent_Day_17",39,8,-0.97188373764914,5.44013131202347e-05,-0.753086419753086,0.0310085131644479
"TGI_percent_Day_17",40,8,-0.84842369059988,0.00774655950086517,-0.594936708860759,0.119765536998206
"TGI_percent_Day_17",41,8,-0.976628260451276,3.13595026604256e-05,-1,0
"TGI_percent_Day_17",42,8,-0.916461194990613,0.00136769546775902,-0.848101265822785,0.00779410868380387
"TGI_percent_Day_17",43,8,-0.85490800731786,0.00682924034002497,-0.560975609756098,0.148007079914522
"TGI_percent_Day_17",44,8,-0.402840032239178,0.32241281507504,-0.113924050632911,0.788233439851227
"TGI_percent_Day_17",45,8,-0.938722495729618,0.000549119632213735,-0.594936708860759,0.119765536998206
"TGI_percent_Day_17",46,8,-0.796080989157667,0.0180889758381677,-0.382716049382716,0.34939965019076
"TGI_percent_Day_17",47,8,-0.264839182150985,0.526157652417476,-0.316455696202532,0.445069441835733
"TGI_percent_Day_17",48,8,-0.522582276043146,0.183934488603759,-0.594936708860759,0.119765536998206
"TGI_percent_Day_17",49,8,-0.688627889085331,0.058943762214929,-0.609756097560976,0.108484275261192
"TGI_percent_Day_17",50,8,-0.25304832757167,0.545399745811681,-0.414634146341463,0.307070866237017
"TGI_percent_Day_17",51,8,-0.578317504457205,0.133169917166505,-0.180722891566265,0.668450469704889
"TGI_percent_Day_17",52,8,-0.755700304818637,0.0300985500380817,-0.686746987951807,0.0599235467192918
"TGI_percent_Day_17",53,8,-0.842678255058775,0.00862190668409515,-0.615384615384616,0.104365016307875
"TGI_percent_Day_17",54,8,-0.771952427148252,0.0248096117900738,-0.924050632911392,0.00103380815542862
"TGI_percent_Day_17",55,8,-0.861666703119134,0.00595028905131325,-0.560975609756098,0.148007079914522
"TGI_percent_Day_17",56,8,-0.943897540227874,0.000423087683722523,-0.743589743589744,0.0344558337392387
"TGI_percent_Day_17",57,8,-0.228698892560392,0.5859070638857,0.0886075949367088,0.834728317893272
"TGI_percent_Day_17",58,8,-0.509372264311002,0.197270214060081,-0.594594594594595,0.120033440693325
"TGI_percent_Day_17",59,8,-0.274898690829632,0.509943627580405,-0.075,0.859901453857422
"TGI_percent_Day_17",60,8,-0.639340323436833,0.0878464449633314,-0.24390243902439,0.560495956966516
"TGI_percent_Day_17",61,8,-0.835109474418752,0.00986761732294189,-0.341463414634146,0.407782409074504
"TGI_percent_Day_17",62,8,-0.947493814980485,0.000347784408389821,-0.926829268292683,0.000926422142911447
"TGI_percent_Day_17",63,8,-0.658395689203325,0.0758693421258675,-0.609756097560976,0.108484275261192
"TGI_percent_Day_17",64,8,-0.901511160728226,0.00221542149375328,-0.614457831325301,0.105037035536878
"TGI_percent_Day_17",65,8,-0.276352309520996,0.507616477865849,-0.240506329113924,0.566138469404116
"TGI_percent_Day_17",66,8,-0.957366392313175,0.000187587996467005,-0.726027397260274,0.0414264515948147
"TGI_percent_Day_17",67,8,-0.919233725372885,0.00123863835924422,-0.975609756097561,3.5613113190203e-05
"TGI_percent_Day_17",68,8,-0.615511055266233,0.104273524596513,-0.240506329113924,0.566138469404116
"TGI_percent_Day_17",69,8,-0.906853321358954,0.00188190494816561,-0.686746987951807,0.0599235467192918
"TGI_percent_Day_17",70,8,-0.655393880029395,0.0776883285095152,-0.566265060240964,0.143389618739712
"TGI_percent_Day_17",71,8,-0.274898690829632,0.509943627580405,-0.075,0.859901453857422
"TGI_percent_Day_17",72,8,-0.900571014778585,0.00227780818880529,-0.804878048780488,0.0159601987985089
"TGI_percent_Day_17",73,8,-0.968848788438935,7.38180469488772e-05,-0.853658536585366,0.00700028132287885
"TGI_percent_Day_17",74,8,-0.240463731121893,0.566209369387195,0.048780487804878,0.908681575447135
"TGI_percent_Day_17",75,8,-0.345957956793381,0.40122869145902,0.0379746835443038,0.928865891742792
"TGI_percent_Day_17",76,8,-0.275469563142629,0.509029216629287,-0.162162162162162,0.701234279866665
"TGI_percent_Day_17",77,8,-0.344822170468525,0.402880499014623,0.139240506329114,0.742278902896378
"TGI_percent_Day_17",78,8,-0.647511885694753,0.0825849491959212,-0.240506329113924,0.566138469404116
"TGI_percent_Day_17",79,8,-0.536552393814575,0.17037231963083,-0.0886075949367088,0.834728317893272
"TGI_percent_Day_17",80,8,-0.358667051875417,0.382948047555366,-0.518987341772152,0.187514534406167
"TGI_percent_Day_17",81,8,-0.705827334035567,0.0504271752940748,-0.185185185185185,0.660634430204336
"TGI_percent_Day_17",82,8,-0.946861968208442,0.000360317562723174,-0.902439024390244,0.00215494723497797
"TGI_percent_Day_17",83,8,-0.473694556714799,0.235742231413502,-0.325,0.432175440673828
"TGI_percent_Day_17",84,8,-0.664897876847527,0.0720156071359245,-0.1,0.813746249999999
"TGI_percent_Day_17",85,8,-0.761316777668592,0.0281993677919653,-0.609756097560976,0.108484275261192
"TGI_percent_Day_17",86,8,-0.203983705991789,0.628007651832212,-0.468354430379747,0.241804882823014
"TGI_percent_Day_17",87,8,-0.33299539839729,0.420253857626191,-0.341463414634146,0.407782409074504
