"tgi_measure","iteration","n","pearson_r","pearson_p","spearman_rho","spearman_p"
"TGI_percent_Day_17",1,8,1,3.42113882891805e-48,1,2.73691106313438e-47
"TGI_percent_Day_17",2,8,0.785095549407483,0.0209854293592514,0.316455696202532,0.445069441835733
"TGI_percent_Day_17",3,8,0.617691478913615,0.102702982948304,-0.037037037037037,0.930619036000442
"TGI_percent_Day_17",4,8,0.628207933988678,0.0953191333283976,0.121951219512195,0.773598436910598
"TGI_percent_Day_17",5,8,0.525934532008274,0.180629289550965,-0.0632911392405063,0.881645645130732
"TGI_percent_Day_17",6,8,0.73931895164707,0.0360791852940499,0.424657534246575,0.294313618526343
"TGI_percent_Day_17",7,8,0.720257489598385,0.0438886966880282,0.463414634146342,0.247482670349255
"TGI_percent_Day_17",8,8,0.798330949442742,0.0175285932088742,0.746835443037975,0.033252559177418
"TGI_percent_Day_17",9,8,0.419097845860331,0.301357533711066,0.0886075949367088,0.834728317893272
"TGI_percent_Day_17",10,8,0.905644464725254,0.00195429734165568,0.975609756097561,3.56131131902034e-05
"TGI_percent_Day_17",11,8,0.735916488113506,0.0374052807204763,0.62962962962963,0.0943451651056068
"TGI_percent_Day_17",12,8,0.950124230379873,0.000298689484562298,0.848101265822785,0.00779410868380385
"TGI_percent_Day_17",13,8,0.761033680543902,0.0282932753681478,0.414634146341463,0.307070866237017
"TGI_percent_Day_17",14,8,0.674291250480385,0.0666558325605076,0.469879518072289,0.240065454942807
"TGI_percent_Day_17",15,8,0.557666624617531,0.150936701897701,0.135802469135802,0.74848368865351
"TGI_percent_Day_17",16,8,0.843587187562923,0.00847944054321821,0.62962962962963,0.0943451651056068
"TGI_percent_Day_17",17,8,0.998439573257351,9.48771783457135e-09,1,0
"TGI_percent_Day_17",18,8,0.716112141748612,0.0457110546453185,0.463414634146342,0.247482670349255
"TGI_percent_Day_17",19,8,0.895650397112457,0.00262294207378441,1,3.42113882891805e-48
"TGI_percent_Day_17",20,8,0.608250926835012,0.109601258814809,0.341463414634146,0.407782409074504
"TGI_percent_Day_17",21,8,0.0751398600014444,0.859642163703157,-0.518987341772152,0.187514534406167
"TGI_percent_Day_17",22,8,-0.0686318187910562,0.871718866584755,-0.432432432432432,0.284598569995075
"TGI_percent_Day_17",23,8,0.91111096730497,0.00164086334182939,0.842105263157895,0.0087124949365918
"TGI_percent_Day_17",24,8,0.0396762289926513,0.925685106823604,-0.297297297297297,0.47454266274421
"TGI_percent_Day_17",25,8,0.816084614130018,0.0134859644321961,0.731707317073171,0.0390863390212493
"TGI_percent_Day_17",26,8,0.817849385530098,0.0131199951382415,0.625,0.0975379943847654
"TGI_percent_Day_17",27,8,0.629445685294185,0.09447085623572,0.102564102564103,0.809036692029818
"TGI_percent_Day_17",28,8,0.874471331790623,0.00449115924686382,1,0
"TGI_percent_Day_17",29,8,0.909274900600487,0.00174217922351496,0.975609756097561,3.56131131902034e-05
"TGI_percent_Day_17",30,8,0.515722372037592,0.190797832746376,0.228915662650602,0.585542062912906
"TGI_percent_Day_17",31,8,0.52588277182522,0.180680079550171,-0.037037037037037,0.930619036000442
"TGI_percent_Day_17",32,8,0.84493734531346,0.00827059718490863,0.804878048780488,0.0159601987985088
"TGI_percent_Day_17",33,8,0.73467887496659,0.037894890378946,0.590361445783133,0.123376267991455
"TGI_percent_Day_17",34,8,0.55151187070529,0.156469747325487,0.275,0.509781307373047
"TGI_percent_Day_17",35,8,0.882801541537175,0.003678990134414,0.746835443037975,0.033252559177418
"TGI_percent_Day_17",36,8,0.645656372178983,0.0837631126005142,-0.0632911392405063,0.881645645130732
"TGI_percent_Day_17",37,8,0.852138796799213,0.00721197589447827,0.926829268292683,0.000926422142911447
"TGI_percent_Day_17",38,8,0.702660211806515,0.0519358607968723,0.421686746987952,0.298067492674002
"TGI_percent_Day_17",39,8,0.700058717265907,0.0531951189388955,0.463414634146342,0.247482670349255
"TGI_percent_Day_17",40,8,0.713055953836949,0.0470833793137019,0.634146341463415,0.0912890821441658
"TGI_percent_Day_17",41,8,0.859176285101851,0.00626516641275034,0.794871794871795,0.0183947102705782
"TGI_percent_Day_17",42,8,0.4395856483363,0.275801079373545,-0.0632911392405063,0.881645645130732
"TGI_percent_Day_17",43,8,0.657494862861157,0.0764125599012355,0.414634146341463,0.307070866237017
"TGI_percent_Day_17",44,8,0.717653319020192,0.0450282943635107,0.575,0.135941126708984
"TGI_percent_Day_17",45,8,0.0309343762898618,0.94203503659256,-0.538461538461539,0.16856229446825
"TGI_percent_Day_17",46,8,0.911174846719272,0.00163740925905727,0.848101265822785,0.00779410868380385
"TGI_percent_Day_17",47,8,0.773460003654658,0.0243506990763393,0.566265060240964,0.143389618739712
"TGI_percent_Day_17",48,8,0.793463136952278,0.0187549252335345,0.634146341463415,0.0912890821441658
"TGI_percent_Day_17",49,8,0.657153970353005,0.0766187178647765,0.414634146341463,0.307070866237017
"TGI_percent_Day_17",50,8,0.561464080678867,0.147577284213858,0.253012048192771,0.54545933813052
"TGI_percent_Day_17",51,8,0.879551045720649,0.00398352457508658,0.743589743589744,0.0344558337392387
"TGI_percent_Day_17",52,8,-0.0782198237722668,0.853934951820867,-0.189873417721519,0.652451422291919
"TGI_percent_Day_17",53,8,0.755861576854225,0.0300429519169353,0.493670886075949,0.213762737730047
"TGI_percent_Day_17",54,8,0.759589843000616,0.0287752152343787,0.725,0.041858585205078
"TGI_percent_Day_17",55,8,0.910009025703457,0.00170119556150361,0.589041095890411,0.124429494317035
"TGI_percent_Day_17",56,8,0.240393680942612,0.566325967420687,0.215189873417721,0.608801860963225
"TGI_percent_Day_17",57,8,0.425749661645712,0.292939398041486,0.232876712328767,0.578885910188631
"TGI_percent_Day_17",58,8,0.196995516401399,0.640078217178176,-0.292682926829268,0.48175433009408
"TGI_percent_Day_17",59,8,0.669595023845551,0.0693049027259196,0.468354430379747,0.241804882823014
"TGI_percent_Day_17",60,8,0.669444639236215,0.069390740537536,0.463414634146342,0.247482670349255
"TGI_percent_Day_17",61,8,0.580772389214897,0.131139732615255,0.493670886075949,0.213762737730047
"TGI_percent_Day_17",62,8,0.602564067030827,0.11388026197915,0.493670886075949,0.213762737730047
"TGI_percent_Day_17",63,8,0.769811894570657,0.0254703384436201,0.848101265822785,0.00779410868380385
"TGI_percent_Day_17",64,8,0.922173301943486,0.00111077202821789,0.726027397260274,0.0414264515948147
"TGI_percent_Day_17",65,8,0.699461836766531,0.0534865933017094,0.555555555555556,0.152822232383275
"TGI_percent_Day_17",66,8,0.908349492630938,0.00179474915873565,0.975308641975309,3.69400528358044e-05
"TGI_percent_Day_17",67,8,0.719534137958943,0.0442034673957783,0.620253164556962,0.100875222859378
"TGI_percent_Day_17",68,8,0.7196128744768,0.0441691387199445,0.463414634146342,0.247482670349255
"TGI_percent_Day_17",69,8,0.716112141748612,0.0457110546453186,0.463414634146342,0.247482670349255
"TGI_percent_Day_17",70,8,0.490085407328448,0.217625966550801,0.132530120481928,0.75440042927224
"TGI_percent_Day_17",71,8,0.913769604176643,0.0015010746440857,0.753086419753086,0.0310085131644479
"TGI_percent_Day_17",72,8,0.499806095112462,0.207235811932537,0.205128205128205,0.626037544539464
"TGI_percent_Day_17",73,8,0.31411678817233,0.448626350698569,-0.230769230769231,0.58242412326653
"TGI_percent_Day_17",74,8,0.37413853177172,0.361205856138787,0.205128205128205,0.626037544539464
"TGI_percent_Day_17",75,8,0.817849385530098,0.0131199951382415,0.625,0.0975379943847654
"TGI_percent_Day_17",76,8,0.683509731809596,0.0616324304036824,0.45679012345679,0.255201343606103
"TGI_percent_Day_17",77,8,0.632405731008146,0.0924599307532425,0.292682926829268,0.481754330094079
"TGI_percent_Day_17",78,8,0.79245743062684,0.01901477455738,0.8,0.01712
"TGI_percent_Day_17",79,8,0.609195770012272,0.108899332347877,0.333333333333333,0.419753086419753
"TGI_percent_Day_17",80,8,0.725851323910259,0.0415003166972869,0.424657534246575,0.294313618526343
"TGI_percent_Day_17",81,8,0.841637553201594,0.00878688544326603,0.848101265822785,0.00779410868380385
"TGI_percent_Day_17",82,8,0.804474409707038,0.016054236792805,0.725,0.041858585205078
"TGI_percent_Day_17",83,8,0.670646520979393,0.0687064702551878,0.62962962962963,0.0943451651056068
"TGI_percent_Day_17",84,8,0.819391691346724,0.0128053407687839,0.615384615384616,0.104365016307875
"TGI_percent_Day_17",85,8,0.444536019850776,0.269792403292409,0.0379746835443038,0.928865891742792
"TGI_percent_Day_17",86,8,0.754632854751731,0.0304681460183124,0.469879518072289,0.240065454942807
"TGI_percent_Day_17",87,8,0.489027548518195,0.218772636107572,0.156626506024096,0.711092878662638
"TGI_percent_Day_17",88,8,0.773516939155771,0.0243334715952541,0.4,0.32616
"TGI_percent_Day_17",89,8,0.709403025366274,0.0487558814453695,0.585365853658537,0.127387674311883
"TGI_percent_Day_17",90,8,0.414964910533664,0.306645739027855,0.0731707317073171,0.863293782609012
