figure	panel	asset_path	source_file	source_kind	generated_by	command	input_data	result_run_dir	run_id	caption_role	asset_status	not_regenerated_reason	local_provenance_path	citation_or_uri	notes
Figure1	1A-1C	figures/Figure1/panel_1ABC_gdsc_ploidy_enrichment.png	Results/public_data/gdsc_ploidy_analysis/runs/20260706T000000_gdsc_marginal_counts_gdsc/ploidy_enrichment_panels_primary_secondary_ABC.png	generated_panel	Manager.sh	materialize_figure_assets.py	Results/public_data/gdsc_ploidy_analysis/runs/20260706T000000_gdsc_marginal_counts_gdsc/ploidy_enrichment_panels_primary_secondary_ABC.png	Results/public_data/gdsc_ploidy_analysis/runs/20260706T000000_gdsc_marginal_counts_gdsc	20260706T000000_gdsc_marginal_counts	GDSC workflow and primary-class enrichment overview source panel	generated				.
Figure1	1B-1C	figures/Figure1/panel_1BC_gdsc_collapsed_drug_class_enrichment_heatmap.png	Results/public_data/gdsc_ploidy_analysis/runs/20260710T1000perm_gdsc/drug_count_collapsed/figures/drug_count_collapsed_enrichment_shared_order.png	generated_panel	Manager.sh; generate_drug_count_collapsed_enrichment.R	materialize_figure_assets.py	Results/public_data/gdsc_ploidy_analysis/runs/20260710T1000perm_gdsc/drug_count_collapsed/figures/drug_count_collapsed_enrichment_shared_order.png	Results/public_data/gdsc_ploidy_analysis/runs/20260710T1000perm_gdsc/drug_count_collapsed	20260710T1000perm	Workbook-collapsed drug-category BH-FDR enrichment heatmap with drug-class and cancer-type cell-line count marginals	generated				.
