fig3h_group	ploidy_class	dose_response_label	analysis_cloneid_origin	origin_resolution_status	origin_resolution_distance_edges	origin	cloneID	profile_label	profile_size	db_size	weight_used	autosomal_ploidy	marker_chromosome_count	marker_chromosome_ploidy	clone_ploidy	state	alias	parent	sampleSource	rootID
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483860	SP_0.0500096_ID483860	0.0500096	0.0500096	0.0500096	2.24929384970667	2	0.387861502133974	2.63715535184064	8	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483843	SP_0.0499933_ID483843	0.0499933	0.0499933	0.0499933	2.1211310805383	3	0.38496211749502	2.50609319803332	10	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483854	SP_0.0499867_ID483854	0.0499867	0.0499867	0.0499867	2.18352583205802	2	0.489166882445661	2.67269271450368	20	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483859	SP_0.0499912_ID483859	0.0499912	0.0499912	0.0499912	2.31686118082566	2	0.264743280669905	2.58160446149557	7	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483857	SP_0.0499722_ID483857	0.0499722	0.0499722	0.0499722	2.15593637192014	2	0.257201296909808	2.41313766882995	5	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483845	SP_0.0499939_ID483845	0.0499939	0.0499939	0.0499939	2.23142638345762	2	0.442928297167176	2.6743546806248	12	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483856	SP_0.0500175_ID483856	0.0500175	0.0500175	0.0500175	2.22678213166608	3	0.48453159922905	2.71131373089513	4	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483849	SP_0.0500145_ID483849	0.0500145	0.0500145	0.0500145	2.99442947775786	2	0.466333096597373	3.46076257435524	16	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483842	SP_0.0499891_ID483842	0.0499891	0.0499891	0.0499891	2.09660287937402	2	0.468586828950075	2.5651897083241	1	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483848	SP_0.0499951_ID483848	0.0499951	0.0499951	0.0499951	2.36353164924871	3	0.302609558620918	2.66614120786962	15	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483853	SP_0.0500024_ID483853	0.0500024	0.0500024	0.0500024	2.27830536005824	3	0.304346237879116	2.58265159793735	2	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483855	SP_0.0500107_ID483855	0.0500107	0.0500107	0.0500107	2.13651986907311	2	0.601195123430448	2.73771499250356	3	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483847	SP_0.0499889_ID483847	0.0499889	0.0499889	0.0499889	2.19662745715323	2	0.388669770304014	2.58529722745725	14	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483844	SP_0.0499998_ID483844	0.0499998	0.0499998	0.0499998	2.32086972701502	2	0.316153340140834	2.63702306715585	11	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483851	SP_0.0500063_ID483851	0.0500063	0.0500063	0.0500063	2.25839882226199	2	0.379514946944944	2.63791376920694	18	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483852	SP_0.0499988_ID483852	0.0499988	0.0499988	0.0499988	2.20061451140069	3	0.289161465578666	2.48977597697935	19	SNU668-P1-A18	483862	SNU-668	483862
SNU	Low	SNU-668_P1_A19kT_harvest	SNU-668_P1_A18K_seed	nearest_pedigree_genome_perspective	3	SNU-668_P1_A18K_seed	483861	SP_0.0499957_ID483861	0.0499957	0.0499957	0.0499957	2.22877031626215	3	0.431968282202836	2.66073859846499	9	SNU668-P1-A18	483862	SNU-668	483862
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483658	SP_0.0476083_ID483658	0.0476083	0.0476083	0.0476083	1.97033764538047	5	0.550816630359591	2.52115427574006	5	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483660	SP_0.047614_ID483660	0.047614	0.047614	0.047614	1.93451078371192	6	0.540077469994269	2.47458825370619	7	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483642	SP_0.0476231_ID483642	0.0476231	0.0476231	0.0476231	1.95545980512493	5	0.467551621628222	2.42301142675315	1	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483644	SP_0.0476168_ID483644	0.0476168	0.0476168	0.0476168	3.93086222607426	8	1.04428167920359	4.97514390527785	11	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483656	SP_0.0476092_ID483656	0.0476092	0.0476092	0.0476092	1.87818664306817	6	0.675215527692267	2.55340217076044	3	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483646	SP_0.0476092_ID483646	0.0476092	0.0476092	0.0476092	1.97014104786015	7	0.585240361900767	2.55538140976091	13	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483657	SP_0.047617_ID483657	0.047617	0.047617	0.047617	1.99334477283092	5	0.606938677711671	2.6002834505426	4	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483648	SP_0.0476171_ID483648	0.0476171	0.0476171	0.0476171	2.01260938086919	6	0.506313259881513	2.51892264075071	15	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483661	SP_0.0476184_ID483661	0.0476184	0.0476184	0.0476184	2.01373865626348	5	0.47249020922543	2.48622886548891	8	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483652	SP_0.0476112_ID483652	0.0476112	0.0476112	0.0476112	2.17781185225779	5	0.422476869841146	2.60028872209893	19	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483645	SP_0.0476241_ID483645	0.0476241	0.0476241	0.0476241	2.15432888962464	6	0.471806589510874	2.62613547913551	12	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483647	SP_0.0476222_ID483647	0.0476222	0.0476222	0.0476222	2.26139820655998	6	0.392342782230541	2.65374098879052	14	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483649	SP_0.047623_ID483649	0.047623	0.047623	0.047623	1.9956941767871	7	0.573304479437417	2.56899865622452	16	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483651	SP_0.0476016_ID483651	0.0476016	0.0476016	0.0476016	2.06415609562659	5	0.568157136588209	2.6323132322148	18	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483655	SP_0.0476334_ID483655	0.0476334	0.0476334	0.0476334	2.17142489238148	6	0.400780223034652	2.57220511541613	21	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483653	SP_0.047613_ID483653	0.047613	0.047613	0.047613	2.10803595450025	5	0.374723289484894	2.48275924398514	2	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483654	SP_0.0476159_ID483654	0.0476159	0.0476159	0.0476159	2.10647209891347	6	0.577156452776793	2.68362855169027	20	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483659	SP_0.0476034_ID483659	0.0476034	0.0476034	0.0476034	4.06038430511906	9	1.01838540479779	5.07876970991685	6	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483662	SP_0.0476141_ID483662	0.0476141	0.0476141	0.0476141	1.86586659658607	7	0.792883961904674	2.65875055849074	9	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483643	SP_0.0476139_ID483643	0.0476139	0.0476139	0.0476139	1.87378477098234	5	0.718839991568216	2.59262476255055	10	SNU668-r2-A55	483663	SNU-668	483663
SNU	High	SNU-668_r2_GFP_VT_A7_harvesT3	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	24	SNU-668_r2_A55_seedT1	483650	SP_0.0476304_ID483650	0.0476304	0.0476304	0.0476304	3.8766353059067	8	1.21386518734551	5.09050049325221	17	SNU668-r2-A55	483663	SNU-668	483663
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484381	SP_0.0526514_ID484381	0.0526514	0.0526514	0.0526514	2.02697513679472	4	0.115363576787411	2.14233871358213	12	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484383	SP_0.0526252_ID484383	0.0526252	0.0526252	0.0526252	2.01111173451399	4	0.144342948366617	2.15545468288061	14	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484393	SP_0.0526312_ID484393	0.0526312	0.0526312	0.0526312	1.99561321069721	4	0.120545099665297	2.11615831036251	5	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484396	SP_0.0526284_ID484396	0.0526284	0.0526284	0.0526284	1.99561321069721	4	0.141155837405638	2.13676904810285	8	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484387	SP_0.052632_ID484387	0.052632	0.052632	0.052632	1.99561321069721	4	0.122409161620738	2.11802237231795	18	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484395	SP_0.0526327_ID484395	0.0526327	0.0526327	0.0526327	1.99561321069721	4	0.117099478605211	2.11271268930242	7	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484388	SP_0.0526448_ID484388	0.0526448	0.0526448	0.0526448	1.99561321069721	5	0.144392330268534	2.14000554096575	19	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484379	SP_0.0526297_ID484379	0.0526297	0.0526297	0.0526297	1.99561321069721	5	0.168767754620217	2.16438096531743	10	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484384	SP_0.0526266_ID484384	0.0526266	0.0526266	0.0526266	2.05880924591303	4	0.184388602837425	2.24319784875046	15	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484394	SP_0.052623_ID484394	0.052623	0.052623	0.052623	1.9738509570972	6	0.307769208910348	2.28162016600755	6	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484386	SP_0.0526225_ID484386	0.0526225	0.0526225	0.0526225	1.99561321069721	6	0.14876713130001	2.14438034199722	17	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484389	SP_0.0526206_ID484389	0.0526206	0.0526206	0.0526206	1.94875276078292	5	0.183468686076	2.13222144685892	2	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484382	SP_0.0526355_ID484382	0.0526355	0.0526355	0.0526355	2.00389187277165	5	0.161899507607403	2.16579138037905	13	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484392	SP_0.0526342_ID484392	0.0526342	0.0526342	0.0526342	1.90901462219343	5	0.20967452558632	2.11868914777975	4	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484390	SP_0.0526323_ID484390	0.0526323	0.0526323	0.0526323	1.99426073170333	4	0.145234310703007	2.13949504240633	20	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484391	SP_0.0526396_ID484391	0.0526396	0.0526396	0.0526396	1.94481059667979	4	0.154189540867372	2.09900013754716	3	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484378	SP_0.0526369_ID484378	0.0526369	0.0526369	0.0526369	2.08212752561721	5	0.250153369523709	2.33228089514092	1	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484380	SP_0.052644_ID484380	0.052644	0.052644	0.052644	1.94037654829095	5	0.164379516617387	2.10475606490833	11	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	Low	SUM159_NLS_2N_O1_A7K_harvest	SUM159_NLS_2N_O1_A7K_harvest	exact_mapped_genome_perspective	0	SUM159_NLS_2N_O1_A7K_harvest	484385	SP_0.0526316_ID484385	0.0526316	0.0526316	0.0526316	1.99561321069721	5	0.181592963185258	2.17720617388247	16	N2SUM159-O1-A7K	484397	SUM-159	484397
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483809	SP_0.0499814_ID483809	0.0499814	0.0499814	0.0499814	3.84552804781444	11	0.501779278280918	4.34730732609536	18 126x10.1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483819	SP_0.0500081_ID483819	0.0500081	0.0500081	0.0500081	2.42866766205075	5	0.156858891397357	2.5855265534481	9	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483800	SP_0.0499965_ID483800	0.0499965	0.0499965	0.0499965	3.68353250258144	13	0.417718592776597	4.10125109535803	1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483808	SP_0.0500021_ID483808	0.0500021	0.0500021	0.0500021	3.7098306885025	14	0.533701761495993	4.24353244999849	17 102x11.1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483810	SP_0.0500107_ID483810	0.0500107	0.0500107	0.0500107	3.81405569709895	12	0.397046997019849	4.2111026941188	19 112x9.1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483803	SP_0.0500027_ID483803	0.0500027	0.0500027	0.0500027	3.92004960264801	13	0.395379402480239	4.31542900512825	12 107x18.2.1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483812	SP_0.0500111_ID483812	0.0500111	0.0500111	0.0500111	3.81878630471332	12	0.442018624575218	4.26080492928853	20 121x8.1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483804	SP_0.0499954_ID483804	0.0499954	0.0499954	0.0499954	3.21990300774331	6	0.234833995969607	3.45473700371292	13 99x16.1.1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483815	SP_0.0499982_ID483815	0.0499982	0.0499982	0.0499982	3.72006566188628	12	0.387028104193353	4.10709376607964	5	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483818	SP_0.0500015_ID483818	0.0500015	0.0500015	0.0500015	3.75360534067776	10	0.369054439957989	4.12265978063575	8	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483811	SP_0.0499916_ID483811	0.0499916	0.0499916	0.0499916	3.80039056896894	9	0.290532946429296	4.09092351539824	2	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483805	SP_0.0500038_ID483805	0.0500038	0.0500038	0.0500038	3.86498112885739	13	0.44000829051646	4.30498941937385	14 104x16.1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483816	SP_0.0500024_ID483816	0.0500024	0.0500024	0.0500024	2.0424736606115	4	0.148570692682949	2.19104435329445	6	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483802	SP_0.0499814_ID483802	0.0499814	0.0499814	0.0499814	1.96002480132401	6	0.234835180285225	2.19485998160923	11 124x20.1.1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483813	SP_0.0499933_ID483813	0.0499933	0.0499933	0.0499933	3.76480215959574	9	0.299510317677561	4.0643124772733	3	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483801	SP_0.0499952_ID483801	0.0499952	0.0499952	0.0499952	3.91404032671075	10	0.327800669917317	4.24184099662807	10	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483807	SP_0.0499997_ID483807	0.0499997	0.0499997	0.0499997	3.87959059283149	14	0.48099300401672	4.36058359684821	16 88x11.4.1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483814	SP_0.0499975_ID483814	0.0499975	0.0499975	0.0499975	3.61470278028575	14	0.419173896709597	4.03387667699535	4	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483806	SP_0.050015_ID483806	0.050015	0.050015	0.050015	3.74833506592121	12	0.512566042222443	4.26090110814365	15 108x16.1	N2SUM159-O2-A19	483820	SUM-159	483820
SUM	High	SUM-159_NLS_2N_O2_A24_seedT2	SUM-159_NLS_2N_O2_A19_seed	nearest_pedigree_genome_perspective	11	SUM-159_NLS_2N_O2_A19_seed	483817	SP_0.0500052_ID483817	0.0500052	0.0500052	0.0500052	3.95385521935966	8	0.276127968235945	4.2299831875956	7	N2SUM159-O2-A19	483820	SUM-159	483820
