ID	Drug Name	Targets	Z Score	Count
"1933"	"P22077"	"USP7, USP47"	"-1.1320820898062807"	"194"
"1191"	"Bortezomib"	"Proteasome"	"-.87607177840795791"	"194"
"2046"	"MK-8776"	"CHEK1, CHEK2, CDK2"	"-.83291419158747326"	"194"
"1615"	"CZC24832"	"PI3Kgamma"	"-.77944379793526508"	"194"
"1940"	"WIKI4"	"TNKS1, TNKS2"	"-.77713588814292389"	"194"
"1594"	"OSI-027"	"MTORC1, MTORC2"	"-.76334776097141654"	"194"
"1635"	"Picolinici-acid"	"Inflammatory related"	"-.67201945729588086"	"194"
"1852"	"LY2109761"	"TGFB1"	"-.62239127808989858"	"194"
"1997"	"WEHI-539"	"BCL-XL"	"-.60225051479293878"	"194"
"1913"	"AGI-5198"	"IDH1 (R132H)"	"-.52904629155128058"	"194"
"1634"	"AGI-6780"	"IDH2 R140Q mutant"	"-.49661360415415795"	"194"
"1918"	"AZD8186"	"PI3Kalpha, PI3Kbeta"	"-.44468339486347597"	"194"
"1598"	"LGK974"	"PORCN"	"-.42511881229617282"	"194"
"1799"	"Ibrutinib"	"BTK"	"-.41977591422858995"	"194"
"1936"	"Savolitinib"	"MET"	"-.39844429226227418"	"194"
"1862"	"MG-132"	"Proteasome, CAPN1"	"-.36745648231493894"	"194"
"1924"	"Ipatasertib"	"AKT1, AKT, AKT3"	"-.35531408721969887"	"194"
"1855"	"KRAS (G12C) Inhibitor-12"	"KRAS (G12C)"	"-.35033203806742436"	"194"
"1010"	"Gefitinib"	"EGFR"	"-.33473017448211884"	"194"
"1549"	"Sapitinib"	"EGFR, ERBB2, ERBB3"	"-.31041704533453307"	"194"
"1050"	"ZM447439"	"AURKA, AURKB"	"-.30385862119335894"	"194"
"1854"	"MN-64"	"TNKS1, TNKS2"	"-.2751253343269634"	"194"
"1168"	"Erlotinib"	"EGFR"	"-.27497318444903307"	"194"
"1802"	"Zoledronate"	""	"-.26147045125706575"	"194"
"1939"	"UMI-77"	"MCL1"	"-.25694390791072669"	"194"
"1919"	"Osimertinib"	"EGFR"	"-.2526882754227992"	"194"
"1996"	"MIM1"	"MCL1"	"-.25140678722161558"	"194"
"1053"	"MK-2206"	"AKT1, AKT2"	"-.24810117344044974"	"194"
"1011"	"Navitoclax"	"BCL2, BCL-XL, BCL-W"	"-.22038765255541387"	"194"
"1558"	"Lapatinib"	"EGFR, ERBB2"	"-.19496308709762589"	"194"
"1925"	"GDC0810"	"ESR1, ESR2"	"-.18248983607880861"	"194"
"1922"	"Cediranib"	"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB"	"-.17655674688561793"	"194"
"1022"	"AZD7762"	"CHEK1, CHEK2"	"-.17465245518418712"	"194"
"1910"	"ABT737"	"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1"	"-.15776132119934438"	"194"
"2106"	"Uprosertib"	"AKT1, AKT2, AKT3"	"-.13852008956281242"	"194"
"1553"	"Uprosertib"	"AKT1, AKT2, AKT3"	"-.13822955783278898"	"194"
"1030"	"KU-55933"	"ATM"	"-.13684034131676998"	"194"
"1912"	"Afuresertib"	"AKT1, AKT2, AKT3"	"-.087882565089994716"	"194"
"1622"	"Wnt-C59"	"PORCN"	"-.057688618534116068"	"194"
"1629"	"ML323"	"USP1, UAF1"	"-.036849429115236199"	"194"
"1559"	"Luminespib"	"HSP90"	"-.02351222519426352"	"194"
"1720"	"AZD5991"	"MCL1"	"-.014844846326160751"	"194"
"1853"	"OF-1"	"BRPF1B, BRPF2"	"-.013151679433668607"	"194"
"1058"	"Pictilisib"	"PI3K (class 1)"	".0049437299052376227"	"194"
"1013"	"Nilotinib"	"ABL"	".014010150141666651"	"194"
"1617"	"AZD5582"	"XIAP, cIAP"	".01577527722258084"	"194"
"2169"	"AZD6482"	"PI3Kbeta"	".02266565032929092"	"194"
"1449"	"AZD1208"	"PIM1, PIM2, PIM3"	".02663329807174443"	"194"
"1042"	"Doramapimod"	"p38, JNK2"	".038972114088531636"	"194"
"1561"	"Taselisib"	"PI3K (beta sparing)"	".048202984986555439"	"194"
"1915"	"AZD3759"	"EGFR"	".057152989887868051"	"194"
"2109"	"AZ6102"	"TNKS1, TNKS2"	".059295993124534069"	"194"
"1084"	"Rapamycin"	"MTORC1"	".072317559778703869"	"194"
"1038"	"NU7441"	"DNAPK"	".13277962019510833"	"194"
"1941"	"Sepantronium bromide"	"BIRC5"	".13920926128798788"	"194"
"1049"	"PD173074"	"FGFR1, FGFR2, FGFR3"	".19383044140608902"	"194"
"2043"	"BIBR-1532"	"TERT"	".19500049977666442"	"194"
"1563"	"EPZ5676"	"DOT1L"	".19921268131768355"	"194"
"1059"	"AZD8055"	"MTORC1, MTORC2"	".21179899828813792"	"194"
"1079"	"Dasatinib"	"ABL, SRC, Ephrins, PDGFR, KIT"	".22389236294124013"	"194"
"1786"	"AZD4547"	"FGFR1, FGFR2, FGFR3"	".2245632060697568"	"194"
"1916"	"AZD5363"	"AKT1, AKT2, AKT3, ROCK2"	".22896211367055699"	"194"
"1620"	"PFI3"	"Polybromo 1, SMARCA4, SMARCA2"	".2341913470551909"	"194"
"1129"	"PF-4708671"	"S6K1"	".2369677715169197"	"194"
"2111"	"VE821"	"ATR"	".24175553173905295"	"194"
"1733"	"ULK1_4989"	"ULK1"	".2488545139508053"	"194"
"1086"	"BI-2536"	"PLK1, PLK2, PLK3"	".25858002287748855"	"194"
"2044"	"Pyridostatin"	"G-quadruplex stabiliser"	".26630453130039644"	"194"
"1909"	"Venetoclax"	"BCL2"	".28718905952509133"	"194"
"1034"	"Staurosporine"	"Broad spectrum kinase inhibitor"	".30044411934642912"	"194"
"1560"	"Alpelisib"	"PI3Kalpha"	".30167285785222925"	"194"
"2172"	"JQ1"	"BRD2, BRD3, BRD4, BRDT"	".31617616310554708"	"194"
"2045"	"AMG-319"	"PI3K (beta sparing)"	".31701682965599609"	"194"
"1734"	"VSP34_8731"	"VSP34"	".33251640735671245"	"194"
"1593"	"Entinostat"	"HDAC1, HDAC3"	".33330487805349179"	"194"
"1807"	"Carmustine"	""	".3350623850365006"	"194"
"1614"	"WZ4003"	"NUAK1, NUAK2"	".33851592612020465"	"194"
"1613"	"VE-822"	"ATR"	".34285161246411644"	"194"
"1630"	"Entospletinib"	"SYK"	".34392670475245246"	"194"
"2107"	"LJI308"	"RSK2, RSK1, RSK3"	".34471019451971069"	"194"
"1199"	"Tamoxifen"	"ESR1"	".3525782993600613"	"194"
"1093"	"GSK1904529A"	"IGF1R, IR"	".40564823823129514"	"194"
"1249"	"BMS-345541"	"IKK-1, IKK-2"	".42939618858950296"	"194"
"1032"	"Afatinib"	"ERBB2, EGFR"	".43571619132129891"	"194"
"1441"	"AZD2014"	"mTORC1, mTORC2"	".43661836903670714"	"194"
"1083"	"Crizotinib"	"MET, ALK, ROS1"	".45953879016959265"	"194"
"1036"	"PLX-4720"	"BRAF"	".4617997992056786"	"194"
"1073"	"5-Fluorouracil"	"Antimetabolite (DNA & RNA)"	".46426227393919761"	"194"
"1576"	"IWP-2"	"PORCN"	".47128648383596194"	"194"
"1091"	"BMS-536924"	"IGF1R, IR"	".51155274449723354"	"194"
"1557"	"LCL161"	"XIAP, IAP1, IAP2"	".53530608007489877"	"194"
"1005"	"Cisplatin"	"DNA crosslinker"	".53608904355113263"	"194"
"1372"	"Trametinib"	"MEK1, MEK2"	".55227850989394189"	"194"
"1428"	"IAP_5620"	"IAP"	".5534092193086374"	"194"
"1047"	"Nutlin-3a (-)"	"MDM2"	".55820123691402346"	"194"
"2096"	"VX-11e"	"ERK2"	".57444672105368988"	"194"
"1917"	"AZD6738"	"ATR"	".57989084150114534"	"194"
"1930"	"Telomerase Inhibitor IX"	"Telomerase"	".58132379459404238"	"194"
"1046"	"Wee1 Inhibitor"	"WEE1, CHEK1"	".58965638513411911"	"194"
"1931"	"MIRA-1"	"TP53"	".59809332613720145"	"194"
"1237"	"EPZ004777"	"DOT1L"	".60356516631183665"	"194"
"1051"	"Alisertib"	"AURKA"	".60740084923860838"	"194"
"2040"	"Foretinib"	"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR"	".61758113114280111"	"194"
"1814"	"Nelarabine"	""	".62848005199964496"	"194"
"1804"	"Acetalax"	""	".62857128664748874"	"194"
"1736"	"Selumetinib"	"MEK1, MEK2"	".64445945616363276"	"194"
"1192"	"GSK269962A"	"ROCK1, ROCK2"	".65419185053550788"	"194"
"1512"	"Cyclophosphamide"	"Alkylating agent"	".67466364838751747"	"194"
"1052"	"RO-3306"	"CDK1"	".68243450821340568"	"194"
"1928"	"I-BRD9"	"BRD9"	".68985883455116515"	"194"
"1564"	"SCH772984"	"ERK1, ERK2"	".70258592479335891"	"194"
"1730"	"PAK_5339"	"PAK1, PAK2"	".71496703386654747"	"194"
"1096"	"Tozasertib"	"AURKA, AURKB, AURKC, others"	".72602388199833645"	"194"
"1089"	"Oxaliplatin"	"DNA alkylating agent"	".73551646825285255"	"194"
"1732"	"TAF1_5496"	"TAF1"	".73781406653880655"	"194"
"1021"	"Axitinib"	"PDGFR, KIT, VEGFR"	".75979681109371366"	"194"
"1578"	"Leflunomide"	"Pyrimidine synthesis inhibitor"	".76936964500836802"	"194"
"1259"	"Talazoparib"	"PARP1, PARP2"	".77434812191290769"	"194"
"1048"	"Mirin"	"MRE11"	".78072706269129488"	"194"
"1738"	"IGF1R_3801"	"IGFR1"	".78502126365412905"	"194"
"1060"	"PD0325901"	"MEK1, MEK2"	".78966904772229829"	"194"
"1932"	"NVP-ADW742"	"IGF1R"	".79659674550330806"	"194"
"1200"	"Fulvestrant"	"ESR"	".7979698624323921"	"194"
"1080"	"Paclitaxel"	"Microtubule stabiliser"	".79890679350005678"	"194"
"2048"	"Vinorelbine"	"Microtubule destabiliser"	".81921269707225719"	"194"
"1507"	"Ruxolitinib"	"JAK1, JAK2"	".85496008576795501"	"194"
"1373"	"Dabrafenib"	"BRAF"	".85821608029130503"	"194"
"1926"	"GNE-317"	"PI3Kalpha"	".87068985197272653"	"194"
"1017"	"Olaparib"	"PARP1, PARP2"	".87671511446518369"	"194"
"1625"	"RVX-208"	"BRD4"	".88162185942252269"	"194"
"1631"	"PRT062607"	"SYK"	".90249174478978689"	"194"
"1998"	"BPD-00008900"	""	".90694161921886374"	"194"
"1627"	"GSK343"	"EZH2"	".93445174314716595"	"194"
"2110"	"GSK591"	"PMRT5"	".94690256733579015"	"194"
"1908"	"Ulixertinib"	"ERK1, ERK2"	".95969753251478573"	"194"
"1911"	"Dactinomycin"	"RNA polymerase"	".96001605403716772"	"194"
"1007"	"Docetaxel"	"Microtubule stabiliser"	"1.0137455594081988"	"194"
"1529"	"Pevonedistat"	"NAE"	"1.0195370389230276"	"194"
"1838"	"Sinularin"	""	"1.0228797311197864"	"194"
"1626"	"OTX015"	"BRD2, BRD3, BRD4"	"1.028819069856892"	"194"
"1085"	"Sorafenib"	"PDGFR, KIT, VEGFR, RAF"	"1.0314813344926994"	"194"
"1621"	"PCI-34051"	"HDAC8, HDAC6, HDAC1"	"1.0369600607661464"	"194"
"1179"	"MK-1775"	"WEE1, PLK1"	"1.0432730875599994"	"194"
"2047"	"Ulixertinib"	"ERK1, ERK2"	"1.0446639579497439"	"194"
"1813"	"Fludarabine"	""	"1.0564980835522448"	"194"
"1012"	"Vorinostat"	"HDAC inhibitor Class I, IIa, IIb, IV"	"1.0698081588182276"	"194"
"1816"	"Fulvestrant"	""	"1.0742121835919152"	"194"
"1624"	"I-BET-762"	"BRD2, BRD3, BRD4"	"1.0745864830896812"	"194"
"1811"	"Dactinomycin"	""	"1.0905377179457616"	"194"
"1511"	"Epirubicin"	"Anthracycline"	"1.0962703055752243"	"194"
"1806"	"Oxaliplatin"	"DNA alkylating agent"	"1.1271578933212147"	"194"
"1088"	"Irinotecan"	"TOP1"	"1.1318993350269497"	"194"
"1827"	"Dihydrorotenone"	""	"1.1365574512426"	"194"
"1003"	"Camptothecin"	"TOP1"	"1.138580847417386"	"194"
"1808"	"Topotecan"	""	"1.1871418433351941"	"194"
"1025"	"SB216763"	"GSK3A, GSK3B"	"1.2331691123082544"	"194"
"1716"	"IRAK4_4710"	"IRAK4"	"1.2339086781685638"	"194"
