ID	Drug Name	Targets	Z Score	Count
"1617"	"AZD5582"	"XIAP, cIAP"	"-2.7738775578273192"	"196"
"1804"	"Acetalax"	""	"-2.5863230914639725"	"196"
"1918"	"AZD8186"	"PI3Kalpha, PI3Kbeta"	"-2.4702791423780064"	"196"
"1428"	"IAP_5620"	"IAP"	"-2.1489842041997984"	"196"
"1924"	"Ipatasertib"	"AKT1, AKT, AKT3"	"-1.9460733489709183"	"196"
"1916"	"AZD5363"	"AKT1, AKT2, AKT3, ROCK2"	"-1.93807072819693"	"196"
"2106"	"Uprosertib"	"AKT1, AKT2, AKT3"	"-1.7621893455808211"	"196"
"1053"	"MK-2206"	"AKT1, AKT2"	"-1.749044377591402"	"196"
"2045"	"AMG-319"	"PI3K (beta sparing)"	"-1.5640026286512341"	"196"
"1733"	"ULK1_4989"	"ULK1"	"-1.5051625783403875"	"196"
"1030"	"KU-55933"	"ATM"	"-1.5042921552416704"	"196"
"1912"	"Afuresertib"	"AKT1, AKT2, AKT3"	"-1.4863510614836355"	"196"
"1191"	"Bortezomib"	"Proteasome"	"-1.4589217447367826"	"196"
"1050"	"ZM447439"	"AURKA, AURKB"	"-1.3606035881232628"	"196"
"1716"	"IRAK4_4710"	"IRAK4"	"-1.3414265787186626"	"196"
"1598"	"LGK974"	"PORCN"	"-1.3405636512228478"	"196"
"1593"	"Entinostat"	"HDAC1, HDAC3"	"-1.2851496330329597"	"196"
"1838"	"Sinularin"	""	"-1.2706503106878759"	"196"
"1553"	"Uprosertib"	"AKT1, AKT2, AKT3"	"-1.2545459687570306"	"196"
"1913"	"AGI-5198"	"IDH1 (R132H)"	"-1.2350188746993165"	"196"
"1200"	"Fulvestrant"	"ESR"	"-1.2267559327580455"	"196"
"1529"	"Pevonedistat"	"NAE"	"-1.1901593025333659"	"196"
"1720"	"AZD5991"	"MCL1"	"-1.1827380079764804"	"196"
"1622"	"Wnt-C59"	"PORCN"	"-1.1390097530434091"	"196"
"1022"	"AZD7762"	"CHEK1, CHEK2"	"-1.1288549194635307"	"196"
"2044"	"Pyridostatin"	"G-quadruplex stabiliser"	"-1.1018317740623602"	"196"
"1512"	"Cyclophosphamide"	"Alkylating agent"	"-1.089342027654761"	"196"
"1096"	"Tozasertib"	"AURKA, AURKB, AURKC, others"	"-1.083223779405649"	"196"
"1615"	"CZC24832"	"PI3Kgamma"	"-1.062079968587655"	"196"
"1827"	"Dihydrorotenone"	""	"-1.0607203632860105"	"196"
"1927"	"GSK2578215A"	"LRRK2"	"-1.0568074180143179"	"196"
"1237"	"EPZ004777"	"DOT1L"	"-1.0528308672135838"	"196"
"2046"	"MK-8776"	"CHEK1, CHEK2, CDK2"	"-1.0355851816609547"	"196"
"1594"	"OSI-027"	"MTORC1, MTORC2"	"-1.0211487739888627"	"196"
"1709"	"CDK9_5038"	"CDK9"	"-.97857392888495198"	"196"
"1862"	"MG-132"	"Proteasome, CAPN1"	"-.97762776010585017"	"196"
"1084"	"Rapamycin"	"MTORC1"	"-.96053340255341779"	"196"
"2169"	"AZD6482"	"PI3Kbeta"	"-.95610861488061805"	"196"
"1632"	"Ribociclib"	"CDK4, CDK6"	"-.92747335270474007"	"196"
"1180"	"Dinaciclib"	"CDK1, CDK2, CDK5, CDK9"	"-.89353815606011966"	"196"
"1854"	"MN-64"	"TNKS1, TNKS2"	"-.86406289615701037"	"196"
