ID	Drug Name	Targets	Z Score	Count
"1613"	"VE-822"	"ATR"	"-1.918563314510962"	"195"
"1940"	"WIKI4"	"TNKS1, TNKS2"	"-1.7836199628863092"	"195"
"1997"	"WEHI-539"	"BCL-XL"	"-1.5184435694601133"	"195"
"2111"	"VE821"	"ATR"	"-1.3320905042397397"	"195"
"1022"	"AZD7762"	"CHEK1, CHEK2"	"-1.1832747282971439"	"195"
"1918"	"AZD8186"	"PI3Kalpha, PI3Kbeta"	"-.96585745695562475"	"195"
"1091"	"BMS-536924"	"IGF1R, IR"	"-.95907921583688416"	"195"
"1917"	"AZD6738"	"ATR"	"-.92248953916717924"	"195"
"1932"	"NVP-ADW742"	"IGF1R"	"-.90948245309153031"	"195"
"1908"	"Ulixertinib"	"ERK1, ERK2"	"-.80609481085794177"	"195"
"1057"	"Dactolisib"	"PI3K (class 1), MTORC1, MTORC2"	"-.79723939794556986"	"195"
"1268"	"XAV939"	"TNKS1, TNKS2"	"-.70327011164907771"	"195"
"1549"	"Sapitinib"	"EGFR, ERBB2, ERBB3"	"-.6887083079865105"	"195"
"1804"	"Acetalax"	""	"-.63370871201586143"	"195"
"1915"	"AZD3759"	"EGFR"	"-.57997579878310657"	"195"
"1060"	"PD0325901"	"MEK1, MEK2"	"-.56511758504546061"	"195"
"1873"	"Buparlisib"	"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma"	"-.56041271738805576"	"195"
"1558"	"Lapatinib"	"EGFR, ERBB2"	"-.54189562885753428"	"195"
"1632"	"Ribociclib"	"CDK4, CDK6"	"-.50617696741957718"	"195"
"1560"	"Alpelisib"	"PI3Kalpha"	"-.48898760785819423"	"195"
"1926"	"GNE-317"	"PI3Kalpha"	"-.45021328889083823"	"195"
"1593"	"Entinostat"	"HDAC1, HDAC3"	"-.44293795868185554"	"195"
"1510"	"Linsitinib"	"IGF1R"	"-.43289575691482163"	"195"
"1058"	"Pictilisib"	"PI3K (class 1)"	"-.40110371138277034"	"195"
"1919"	"Osimertinib"	"EGFR"	"-.39780846586258667"	"195"
"1079"	"Dasatinib"	"ABL, SRC, Ephrins, PDGFR, KIT"	"-.37554668859678147"	"195"
"1168"	"Erlotinib"	"EGFR"	"-.36303712105572372"	"195"
"1996"	"MIM1"	"MCL1"	"-.35437013327642181"	"195"
"1910"	"ABT737"	"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1"	"-.34646785197372743"	"195"
"1594"	"OSI-027"	"MTORC1, MTORC2"	"-.34257801755823236"	"195"
"1096"	"Tozasertib"	"AURKA, AURKB, AURKC, others"	"-.33309684653698474"	"195"
"1924"	"Ipatasertib"	"AKT1, AKT, AKT3"	"-.31758951957578979"	"195"
"1046"	"Wee1 Inhibitor"	"WEE1, CHEK1"	"-.31522628066146752"	"195"
"1799"	"Ibrutinib"	"BTK"	"-.30833617595472873"	"195"
"1939"	"UMI-77"	"MCL1"	"-.29722624875014136"	"195"
"1086"	"BI-2536"	"PLK1, PLK2, PLK3"	"-.28052112400095974"	"195"
"1010"	"Gefitinib"	"EGFR"	"-.24058341601409974"	"195"
"1736"	"Selumetinib"	"MEK1, MEK2"	"-.23971002059546451"	"195"
"2044"	"Pyridostatin"	"G-quadruplex stabiliser"	"-.22729644856239109"	"195"
"1933"	"P22077"	"USP7, USP47"	"-.22025003340291843"	"195"
"1714"	"ERK_6604"	"ERK1,ERK2"	"-.21481041731769243"	"195"
"2107"	"LJI308"	"RSK2, RSK1, RSK3"	"-.21376524318661122"	"195"
"2045"	"AMG-319"	"PI3K (beta sparing)"	"-.20313806530541911"	"195"
"1083"	"Crizotinib"	"MET, ALK, ROS1"	"-.17306999593730171"	"195"
"1617"	"AZD5582"	"XIAP, cIAP"	"-.16206102290419239"	"195"
"1810"	"Mitoxantrone"	""	"-.15600211740461406"	"195"
"1011"	"Navitoclax"	"BCL2, BCL-XL, BCL-W"	"-.14472230982574844"	"195"
"1561"	"Taselisib"	"PI3K (beta sparing)"	"-.14089358999838086"	"195"
"1428"	"IAP_5620"	"IAP"	"-.12893296678915048"	"195"
"1913"	"AGI-5198"	"IDH1 (R132H)"	"-.12301348870339625"	"195"
"1372"	"Trametinib"	"MEK1, MEK2"	"-.10392114183312434"	"195"
"1712"	"Eg5_9814"	"KSP11"	"-.08493999803374376"	"195"
"1084"	"Rapamycin"	"MTORC1"	"-.079943139610203634"	"195"
"1030"	"KU-55933"	"ATM"	"-.077366042256683629"	"195"
"1855"	"KRAS (G12C) Inhibitor-12"	"KRAS (G12C)"	"-.067415999279461125"	"195"
"1080"	"Paclitaxel"	"Microtubule stabiliser"	"-.044685330591275448"	"195"
"1936"	"Savolitinib"	"MET"	"-.034496487967642528"	"195"
"1199"	"Tamoxifen"	"ESR1"	"-.030712155526181593"	"195"
"1927"	"GSK2578215A"	"LRRK2"	"-.027037614067819501"	"195"
"1718"	"JAK1_8709"	"JAK1"	"-.016256648682732949"	"195"
"1739"	"JAK_8517"	"JAK1, JAK2"	".0050818477240867823"	"195"
"1631"	"PRT062607"	"SYK"	".033856276143988"	"195"
"1179"	"MK-1775"	"WEE1, PLK1"	".040949584042264987"	"195"
"1738"	"IGF1R_3801"	"IGFR1"	".051309665428995267"	"195"
"1021"	"Axitinib"	"PDGFR, KIT, VEGFR"	".06056391267645405"	"195"
"1032"	"Afatinib"	"ERBB2, EGFR"	".094987918723196188"	"195"
"1007"	"Docetaxel"	"Microtubule stabiliser"	".096022842236607731"	"195"
"1559"	"Luminespib"	"HSP90"	".099218383708963881"	"195"
"1180"	"Dinaciclib"	"CDK1, CDK2, CDK5, CDK9"	".10796082766833767"	"195"
"1441"	"AZD2014"	"mTORC1, mTORC2"	".11084082869364005"	"195"
"1998"	"BPD-00008900"	""	".11399065226391814"	"195"
"1012"	"Vorinostat"	"HDAC inhibitor Class I, IIa, IIb, IV"	".11468430099620759"	"195"
"1564"	"SCH772984"	"ERK1, ERK2"	".13028403706521016"	"195"
"1036"	"PLX-4720"	"BRAF"	".13129889544728049"	"195"
"2046"	"MK-8776"	"CHEK1, CHEK2, CDK2"	".13743639994076254"	"195"
"1578"	"Leflunomide"	"Pyrimidine synthesis inhibitor"	".15043624730586008"	"195"
"1854"	"MN-64"	"TNKS1, TNKS2"	".1608539057952236"	"195"
"1713"	"ERK_2440"	"ERK1,ERK2"	".16149436154011049"	"195"
"2172"	"JQ1"	"BRD2, BRD3, BRD4, BRDT"	".16328645369173125"	"195"
"1716"	"IRAK4_4710"	"IRAK4"	".17123619495413825"	"195"
"2043"	"BIBR-1532"	"TERT"	".1857815077690643"	"195"
"2109"	"AZ6102"	"TNKS1, TNKS2"	".20926353733307554"	"195"
"1734"	"VSP34_8731"	"VSP34"	".22748049578627186"	"195"
"1598"	"LGK974"	"PORCN"	".22883192852964868"	"195"
"1512"	"Cyclophosphamide"	"Alkylating agent"	".22964090896112593"	"195"
"1050"	"ZM447439"	"AURKA, AURKB"	".27163111755264957"	"195"
"1038"	"NU7441"	"DNAPK"	".27604722396812159"	"195"
"2040"	"Foretinib"	"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR"	".31884009018517184"	"195"
"1852"	"LY2109761"	"TGFB1"	".31976521716693512"	"195"
"1866"	"BDP-00009066"	"MRCKB_HUMAN"	".32165339553556255"	"195"
"1052"	"RO-3306"	"CDK1"	".33441210121647591"	"195"
"1912"	"Afuresertib"	"AKT1, AKT2, AKT3"	".3432728267253799"	"195"
"1200"	"Fulvestrant"	"ESR"	".34432436415792228"	"195"
"1131"	"PRIMA-1MET"	"TP53 activation"	".35708028787094953"	"195"
"1630"	"Entospletinib"	"SYK"	".36300432352096268"	"195"
"1835"	"Elephantin"	""	".367421297493151"	"195"
"1808"	"Topotecan"	""	".36808334496526063"	"195"
"1733"	"ULK1_4989"	"ULK1"	".38324192757498765"	"195"
"1239"	"YK-4-279"	"RNA helicase A"	".38640796025770863"	"195"
"1237"	"EPZ004777"	"DOT1L"	".40671056384995291"	"195"
"1259"	"Talazoparib"	"PARP1, PARP2"	".41203573725974874"	"195"
"1053"	"MK-2206"	"AKT1, AKT2"	".42323101875374236"	"195"
"1051"	"Alisertib"	"AURKA"	".43087215573355719"	"195"
"1916"	"AZD5363"	"AKT1, AKT2, AKT3, ROCK2"	".43111198328856609"	"195"
"2170"	"AT13148"	"AKT1"	".44041958136264109"	"195"
"1563"	"EPZ5676"	"DOT1L"	".44662251279754733"	"195"
"2106"	"Uprosertib"	"AKT1, AKT2, AKT3"	".45009959395226629"	"195"
"1013"	"Nilotinib"	"ABL"	".45188188511080968"	"195"
"1034"	"Staurosporine"	"Broad spectrum kinase inhibitor"	".45384839718898007"	"195"
"2169"	"AZD6482"	"PI3Kbeta"	".49264039829558698"	"195"
"1088"	"Irinotecan"	"TOP1"	".4951653884911516"	"195"
"1802"	"Zoledronate"	""	".50613685659956942"	"195"
"1813"	"Fludarabine"	""	".50810054718320985"	"195"
"1129"	"PF-4708671"	"S6K1"	".51426491661281915"	"195"
"1576"	"IWP-2"	"PORCN"	".53724678303719298"	"195"
"1786"	"AZD4547"	"FGFR1, FGFR2, FGFR3"	".54559218481135585"	"195"
"1925"	"GDC0810"	"ESR1, ESR2"	".57447921192259399"	"195"
"1048"	"Mirin"	"MRE11"	".57841471913344789"	"195"
"1191"	"Bortezomib"	"Proteasome"	".57923782048932337"	"195"
"1814"	"Nelarabine"	""	".57926393188747149"	"195"
"1819"	"Docetaxel"	"Microtubule stabiliser"	".58923022158232574"	"195"
"1025"	"SB216763"	"GSK3A, GSK3B"	".59595522006243162"	"195"
"2047"	"Ulixertinib"	"ERK1, ERK2"	".61001169322557658"	"195"
"1930"	"Telomerase Inhibitor IX"	"Telomerase"	".62174238760596479"	"195"
"1073"	"5-Fluorouracil"	"Antimetabolite (DNA & RNA)"	".62279629501727218"	"195"
"1557"	"LCL161"	"XIAP, IAP1, IAP2"	".63278681179434915"	"195"
"1732"	"TAF1_5496"	"TAF1"	".63751696320086515"	"195"
"1635"	"Picolinici-acid"	"Inflammatory related"	".64867195123500487"	"195"
"1017"	"Olaparib"	"PARP1, PARP2"	".65419947495896591"	"195"
"1373"	"Dabrafenib"	"BRAF"	".65434414531470109"	"195"
"1449"	"AZD1208"	"PIM1, PIM2, PIM3"	".65706042782199003"	"195"
"1806"	"Oxaliplatin"	"DNA alkylating agent"	".65797730041526303"	"195"
"1862"	"MG-132"	"Proteasome, CAPN1"	".67623877674914301"	"195"
"1621"	"PCI-34051"	"HDAC8, HDAC6, HDAC1"	".68758662688739736"	"195"
"1049"	"PD173074"	"FGFR1, FGFR2, FGFR3"	".69019214555422126"	"195"
"1911"	"Dactinomycin"	"RNA polymerase"	".69724028757894863"	"195"
"1720"	"AZD5991"	"MCL1"	".6994590184066235"	"195"
"1853"	"OF-1"	"BRPF1B, BRPF2"	".72725529608280304"	"195"
"1068"	"Obatoclax Mesylate"	"BCL2, BCL-XL, BCL-W, MCL1"	".7585027108858432"	"195"
"1620"	"PFI3"	"Polybromo 1, SMARCA4, SMARCA2"	".81721116198003219"	"195"
"1709"	"CDK9_5038"	"CDK9"	".82929331908475068"	"195"
"1615"	"CZC24832"	"PI3Kgamma"	".84053556999737489"	"195"
"1931"	"MIRA-1"	"TP53"	".86120807533600008"	"195"
"1816"	"Fulvestrant"	""	".86883425518927626"	"195"
"1047"	"Nutlin-3a (-)"	"MDM2"	".88278843466579504"	"195"
"1830"	"Gallibiscoquinazole"	""	".91157581835611723"	"195"
"1553"	"Uprosertib"	"AKT1, AKT2, AKT3"	".95665605801096387"	"195"
"1627"	"GSK343"	"EZH2"	".96093439572306349"	"195"
"1093"	"GSK1904529A"	"IGF1R, IR"	"1.0085633940356222"	"195"
"1054"	"Palbociclib"	"CDK4, CDK6"	"1.0095043563645025"	"195"
"1807"	"Carmustine"	""	"1.0159329330530686"	"195"
"1190"	"Gemcitabine"	"Pyrimidine antimetabolite"	"1.0216011763986541"	"195"
"1177"	"Niraparib"	"PARP1, PARP2"	"1.035703812087321"	"195"
"1401"	"AZD5438"	"CDK2"	"1.0451789767308892"	"195"
"1730"	"PAK_5339"	"PAK1, PAK2"	"1.0499034745957017"	"195"
"2096"	"VX-11e"	"ERK2"	"1.0537913642614258"	"195"
"1006"	"Cytarabine"	"Antimetabolite"	"1.0652918793523267"	"195"
"1909"	"Venetoclax"	"BCL2"	"1.072843921041948"	"195"
"1811"	"Dactinomycin"	""	"1.0759567867989399"	"195"
"1922"	"Cediranib"	"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB"	"1.0767612775318918"	"195"
"2110"	"GSK591"	"PMRT5"	"1.0777188639361845"	"195"
"1507"	"Ruxolitinib"	"JAK1, JAK2"	"1.1093650893384088"	"195"
"1463"	"AZD1332"	"NTRK1, NTRK2, NTRK3"	"1.1135452161052488"	"195"
"1941"	"Sepantronium bromide"	"BIRC5"	"1.1310440889334472"	"195"
"1625"	"RVX-208"	"BRD4"	"1.1535183086329233"	"195"
"2048"	"Vinorelbine"	"Microtubule destabiliser"	"1.1618228052162911"	"195"
"1614"	"WZ4003"	"NUAK1, NUAK2"	"1.1668266191930465"	"195"
"1827"	"Dihydrorotenone"	""	"1.1818261332400375"	"195"
"1809"	"Teniposide"	""	"1.1833422569464183"	"195"
"1375"	"Temozolomide"	"DNA alkylating agent"	"1.1904483130487922"	"195"
"1928"	"I-BRD9"	"BRD9"	"1.2648805801536374"	"195"
"1622"	"Wnt-C59"	"PORCN"	"1.2723249077314644"	"195"
"1838"	"Sinularin"	""	"1.3130649275428969"	"195"
"1629"	"ML323"	"USP1, UAF1"	"1.3148616998656202"	"195"
"1250"	"AZ960"	"JAK2, JAK3"	"1.3232958204228817"	"195"
"1708"	"CDK9_5576"	"CDK9"	"1.3296316990404098"	"195"
"1849"	"Sabutoclax"	"BCL2,  BCL-XL,  BFL1, MCL1"	"1.3368015047443775"	"195"
"1618"	"GSK2606414"	"PERK"	"1.3825727242782799"	"195"
"1005"	"Cisplatin"	"DNA crosslinker"	"1.4441819551166211"	"195"
"1624"	"I-BET-762"	"BRD2, BRD3, BRD4"	"1.4542357822772947"	"195"
