figure	panel	asset_path	source_file	source_kind	generated_by	command	input_data	result_run_dir	run_id	caption_role	asset_status	not_regenerated_reason	local_provenance_path	citation_or_uri	notes
Figure2	2B	figures/Figure2/panel_2B_ccle_drug_ploidy_correlations_z_score.pdf	Results/public_data/ccle_ploidy_analysis/runs/20260703T000000_ccle_zscore_figure2_ccle/ccle_drug_ploidy_correlations_z_score.pdf	generated_panel	Manager.sh	materialize_figure_assets.py	Results/public_data/ccle_ploidy_analysis/runs/20260703T000000_ccle_zscore_figure2_ccle/ccle_drug_ploidy_correlations_z_score.pdf	Results/public_data/ccle_ploidy_analysis/runs/20260703T000000_ccle_zscore_figure2_ccle	20260703T000000_ccle_zscore_figure2	Local CCLE BreastCancerDrugSensitivity Z-score ploidy-support plot	generated				.
Figure2	2C			external						NCI-60 / standard-therapy evidence cited externally	external	No local code or input data for this cited external panel.		Choudhary et al.	.
