bootstrap_replicate	corrected_energy_difference_2N_minus_4N	centered_bootstrap_error
582	-0.4001658804356958	-0.45221254627629875
583	-0.02334066110562198	-0.07538732694622496
584	-0.4292604400813266	-0.48130710592192955
585	0.20548719742654642	0.15344053158594342
586	0.28378808229223385	0.23174141645163085
587	-0.6050496561198155	-0.6570963219604186
588	0.19835699981505842	0.14631033397445542
589	-0.22311538186875993	-0.2751620477093629
590	-0.16817776419458508	-0.22022443003518807
591	0.13048546888614873	0.07843880304554574
592	0.2711541811810847	0.2191075153404817
593	-0.14583093886303153	-0.19787760470363452
594	-0.09999618941550015	-0.15204285525610314
595	-0.4159034975756476	-0.46795016341625056
596	-0.47987106582644673	-0.5319177316670497
597	0.24199973471498307	0.18995306887438007
598	-0.5408862132576371	-0.5929328790982401
599	0.07941892764109129	0.027372261800488303
600	-0.04496974489103106	-0.09701641073163406
601	0.009445142699276637	-0.042601523141326356
602	-0.372270630066927	-0.42431729590753
603	-0.47194187653584885	-0.5239885423764519
604	0.005930647541634023	-0.04611601829896897
605	0.737872321515566	0.685825655674963
606	-0.40906456274486064	-0.4611112285854636
607	0.28535359125418913	0.23330692541358614
608	-0.12863986359465732	-0.1806865294352603
609	-0.19748374373619448	-0.24953040957679748
610	-0.020400933402279713	-0.0724475992428827
611	-0.190113046655421	-0.242159712496024
612	-0.225763534645258	-0.27781020048586097
613	0.30152959115338107	0.24948292531277808
614	1.013504345801456	0.9614576799608531
615	-0.4090808502188467	-0.4611275160594497
616	0.5235454228423505	0.47149875700174754
617	0.7497903871060403	0.6977437212654373
618	-0.1348220477547508	-0.18686871359535379
619	-0.1487658096334008	-0.2008124754740038
620	0.0974661535450064	0.04541948770440341
621	0.26710533709806966	0.21505867125746667
622	-0.2832399725413369	-0.3352866383819399
623	-0.20715842215362557	-0.25920508799422853
624	-0.040349126677811445	-0.09239579251841443
625	0.2096613826395491	0.1576147167989461
626	-0.030258818004482164	-0.08230548384508515
627	-0.1697183435734409	-0.2217650094140439
628	0.09883516090940309	0.0467884950688001
629	-0.11755495461248491	-0.1696016204530879
630	-0.017668631898214	-0.06971529773881699
631	0.7372399979390369	0.6851933320984339
632	0.0459644366549523	-0.006082229185650691
633	0.1734578346597636	0.12141116881916061
634	1.0099981910342544	0.9579515251936513
635	-0.2855031030931765	-0.33754976893377947
636	-0.5739407263058867	-0.6259873921464897
637	-0.25395279524582715	-0.3059994610864301
638	0.2503336983211332	0.19828703248053023
639	0.31562640645366996	0.263579740613067
640	0.21948951572091172	0.16744284988030872
641	0.18720616105938429	0.1351594952187813
642	0.4364900958451035	0.38444343000450054
643	-0.178373443831155	-0.230420109671758
644	0.2437108883308712	0.1916642224902682
645	0.06375082632927832	0.011704160488675334
646	-0.23446368177190927	-0.28651034761251226
647	-0.2556615710959733	-0.3077082369365763
648	0.7019240214129913	0.6498773555723882
649	-0.07399694602200589	-0.12604361186260887
650	-0.13808261004295114	-0.19012927588355413
651	0.17236450748730006	0.12031784164669707
652	0.390366464199853	0.33831979835925
653	-0.010706982111771252	-0.06275364795237424
654	-0.3340595114100694	-0.38610617725067237
655	-0.5424820638786378	-0.5945287297192409
656	-0.024299564683976847	-0.07634623052457984
