ID	Drug Name	Targets	Z Score	Count
"1073"	"5-Fluorouracil"	"Antimetabolite (DNA & RNA)"	"-.38897759612215599"	"196"
"1910"	"ABT737"	"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1"	"-.68508538893363979"	"196"
"1913"	"AGI-5198"	"IDH1 (R132H)"	".40886264629306973"	"196"
"1634"	"AGI-6780"	"IDH2 R140Q mutant"	"1.761617517433919"	"196"
"2045"	"AMG-319"	"PI3K (beta sparing)"	".15927204204575049"	"196"
"2170"	"AT13148"	"AKT1"	"1.3020314327041276"	"196"
"2109"	"AZ6102"	"TNKS1, TNKS2"	".27421743246831448"	"196"
"1250"	"AZ960"	"JAK2, JAK3"	".83836131609728215"	"196"
"1449"	"AZD1208"	"PIM1, PIM2, PIM3"	".25640088692791685"	"196"
"1463"	"AZD1332"	"NTRK1, NTRK2, NTRK3"	"-.19034748477211832"	"196"
"1441"	"AZD2014"	"mTORC1, mTORC2"	".8060401215885209"	"196"
"1915"	"AZD3759"	"EGFR"	".33111714362423017"	"196"
"1786"	"AZD4547"	"FGFR1, FGFR2, FGFR3"	"-.54540280935746832"	"196"
"1706"	"AZD5153"	"BRD4"	".4076523389193229"	"196"
"1916"	"AZD5363"	"AKT1, AKT2, AKT3, ROCK2"	"-.14382051785341521"	"196"
"1401"	"AZD5438"	"CDK2"	"2.1021860622792214"	"196"
"1617"	"AZD5582"	"XIAP, cIAP"	"-.73654246940577073"	"196"
"1720"	"AZD5991"	"MCL1"	".37063558452243339"	"196"
"2169"	"AZD6482"	"PI3Kbeta"	".53729330256193908"	"196"
"1917"	"AZD6738"	"ATR"	"-.030127001695522786"	"196"
"1022"	"AZD7762"	"CHEK1, CHEK2"	"-.45102921564166704"	"196"
"1059"	"AZD8055"	"MTORC1, MTORC2"	".55283040745757717"	"196"
"1918"	"AZD8186"	"PI3Kalpha, PI3Kbeta"	".41016744244625619"	"196"
"1804"	"Acetalax"	""	"-.1350444402093858"	"196"
"1032"	"Afatinib"	"ERBB2, EGFR"	"1.3299447292995683"	"196"
"1912"	"Afuresertib"	"AKT1, AKT2, AKT3"	".52142248719752282"	"196"
"1051"	"Alisertib"	"AURKA"	".98351670731410545"	"196"
"1560"	"Alpelisib"	"PI3Kalpha"	".42555916117208392"	"196"
"1021"	"Axitinib"	"PDGFR, KIT, VEGFR"	"1.2421284825614503"	"196"
"1866"	"BDP-00009066"	"MRCKB_HUMAN"	".65981869426166195"	"196"
"1086"	"BI-2536"	"PLK1, PLK2, PLK3"	".56370951466959018"	"196"
"2043"	"BIBR-1532"	"TERT"	".25545646281403944"	"196"
"1249"	"BMS-345541"	"IKK-1, IKK-2"	"1.9928843910697969"	"196"
"1091"	"BMS-536924"	"IGF1R, IR"	".41526302677204741"	"196"
"1998"	"BPD-00008900"	""	"-.1354852942253981"	"196"
"1191"	"Bortezomib"	"Proteasome"	"-1.3211487574063721"	"196"
"1873"	"Buparlisib"	"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma"	"1.2621448946332572"	"196"
"1709"	"CDK9_5038"	"CDK9"	".69680361930220458"	"196"
"1708"	"CDK9_5576"	"CDK9"	"1.0918505782047998"	"196"
"1615"	"CZC24832"	"PI3Kgamma"	".80086077883634177"	"196"
"1003"	"Camptothecin"	"TOP1"	".016302320785119648"	"196"
"1807"	"Carmustine"	""	".3977308814041457"	"196"
"1922"	"Cediranib"	"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB"	".62343371935192882"	"196"
"1005"	"Cisplatin"	"DNA crosslinker"	".69794241329656215"	"196"
"1083"	"Crizotinib"	"MET, ALK, ROS1"	"1.1593943558059616"	"196"
"1512"	"Cyclophosphamide"	"Alkylating agent"	".58202500158569459"	"196"
"1006"	"Cytarabine"	"Antimetabolite"	".22593356325062317"	"196"
"1373"	"Dabrafenib"	"BRAF"	"1.26371820567091"	"196"
"1811"	"Dactinomycin"	""	"1.1602101815797621"	"196"
"1911"	"Dactinomycin"	"RNA polymerase"	".94696281739462074"	"196"
"1057"	"Dactolisib"	"PI3K (class 1), MTORC1, MTORC2"	"1.0644847297949576"	"196"
"1248"	"Daporinad"	"NAMPT"	".67474946815173609"	"196"
"1079"	"Dasatinib"	"ABL, SRC, Ephrins, PDGFR, KIT"	"-.037782450284714511"	"196"
"1827"	"Dihydrorotenone"	""	".27164216352892068"	"196"
"1180"	"Dinaciclib"	"CDK1, CDK2, CDK5, CDK9"	".43415345099163644"	"196"
"1819"	"Docetaxel"	"Microtubule stabiliser"	"-.13131193377467906"	"196"
"1007"	"Docetaxel"	"Microtubule stabiliser"	".3527592469251486"	"196"
"1042"	"Doramapimod"	"p38, JNK2"	".33237603687367884"	"196"
"1237"	"EPZ004777"	"DOT1L"	"1.027497755783858"	"196"
"1563"	"EPZ5676"	"DOT1L"	".4756615242791159"	"196"
"1713"	"ERK_2440"	"ERK1,ERK2"	".024111125349270377"	"196"
"1714"	"ERK_6604"	"ERK1,ERK2"	".7265595199626167"	"196"
"1712"	"Eg5_9814"	"KSP11"	"-.12219600837933078"	"196"
"1835"	"Elephantin"	""	".40489140720565137"	"196"
"1593"	"Entinostat"	"HDAC1, HDAC3"	".84602888895897144"	"196"
"1630"	"Entospletinib"	"SYK"	"1.5386272745347027"	"196"
"1511"	"Epirubicin"	"Anthracycline"	".21979039577831697"	"196"
"1168"	"Erlotinib"	"EGFR"	"1.146053616245303"	"196"
"1813"	"Fludarabine"	""	"-.089011059400750506"	"196"
"2040"	"Foretinib"	"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR"	".55131266690251779"	"196"
"1816"	"Fulvestrant"	""	".568031887394016"	"196"
"1200"	"Fulvestrant"	"ESR"	".80979298314935133"	"196"
"1925"	"GDC0810"	"ESR1, ESR2"	".94112352287923107"	"196"
"1926"	"GNE-317"	"PI3Kalpha"	".43072052946322131"	"196"
"1093"	"GSK1904529A"	"IGF1R, IR"	"1.0274825537269716"	"196"
"1927"	"GSK2578215A"	"LRRK2"	".23633834972229048"	"196"
"1618"	"GSK2606414"	"PERK"	"1.2084642789520674"	"196"
"1192"	"GSK269962A"	"ROCK1, ROCK2"	"1.1167341409148086"	"196"
"1627"	"GSK343"	"EZH2"	".89126750751268058"	"196"
"2110"	"GSK591"	"PMRT5"	".91146401908217878"	"196"
"1830"	"Gallibiscoquinazole"	""	"-.34542796791534025"	"196"
"1010"	"Gefitinib"	"EGFR"	".85350372745615699"	"196"
"1190"	"Gemcitabine"	"Pyrimidine antimetabolite"	"-.9888107705706225"	"196"
"1624"	"I-BET-762"	"BRD2, BRD3, BRD4"	"1.3625990353166115"	"196"
"1928"	"I-BRD9"	"BRD9"	".92743346968669149"	"196"
"1428"	"IAP_5620"	"IAP"	"-.89419662715965931"	"196"
"1738"	"IGF1R_3801"	"IGFR1"	".48034688651117152"	"196"
"1716"	"IRAK4_4710"	"IRAK4"	"-.073681277688077917"	"196"
"1576"	"IWP-2"	"PORCN"	".7991427865605214"	"196"
"1799"	"Ibrutinib"	"BTK"	"-.032822787059476263"	"196"
"1924"	"Ipatasertib"	"AKT1, AKT, AKT3"	".8623515998835376"	"196"
"1088"	"Irinotecan"	"TOP1"	".33330836669967362"	"196"
"1718"	"JAK1_8709"	"JAK1"	"-.44935995409473733"	"196"
"1739"	"JAK_8517"	"JAK1, JAK2"	".30751789032606652"	"196"
"2172"	"JQ1"	"BRD2, BRD3, BRD4, BRDT"	"-.37342720428788617"	"196"
"1855"	"KRAS (G12C) Inhibitor-12"	"KRAS (G12C)"	".065867153373252108"	"196"
"1030"	"KU-55933"	"ATM"	"-.027852348056811659"	"196"
"1557"	"LCL161"	"XIAP, IAP1, IAP2"	".76858141291132387"	"196"
"1598"	"LGK974"	"PORCN"	"1.7950226711375579"	"196"
"2107"	"LJI308"	"RSK2, RSK1, RSK3"	".65066554190446868"	"196"
"1852"	"LY2109761"	"TGFB1"	".36808586552454325"	"196"
"1558"	"Lapatinib"	"EGFR, ERBB2"	"-.2281308027047981"	"196"
"1578"	"Leflunomide"	"Pyrimidine synthesis inhibitor"	"2.1565351849435346"	"196"
"1510"	"Linsitinib"	"IGF1R"	"1.2575774847540062"	"196"
"1559"	"Luminespib"	"HSP90"	"-.028264284369505552"	"196"
"1862"	"MG-132"	"Proteasome, CAPN1"	"-.63929921545601465"	"196"
"1996"	"MIM1"	"MCL1"	"-.022751670120880606"	"196"
"1931"	"MIRA-1"	"TP53"	"-.21661112443011685"	"196"
"1179"	"MK-1775"	"WEE1, PLK1"	"-.097467798742324113"	"196"
"1053"	"MK-2206"	"AKT1, AKT2"	".9530302456114863"	"196"
"2046"	"MK-8776"	"CHEK1, CHEK2, CDK2"	"-.96877137602974905"	"196"
"1629"	"ML323"	"USP1, UAF1"	"2.1832462294747499"	"196"
"1854"	"MN-64"	"TNKS1, TNKS2"	".52492707883054945"	"196"
"1048"	"Mirin"	"MRE11"	".44793076921817632"	"196"
"1810"	"Mitoxantrone"	""	".58933974376207654"	"196"
"1038"	"NU7441"	"DNAPK"	".21128434678434335"	"196"
"1932"	"NVP-ADW742"	"IGF1R"	"1.2779030820232355"	"196"
"1011"	"Navitoclax"	"BCL2, BCL-XL, BCL-W"	"-.97169861973050886"	"196"
"1814"	"Nelarabine"	""	".44801505815636605"	"196"
"1013"	"Nilotinib"	"ABL"	".33001275265335606"	"196"
"1177"	"Niraparib"	"PARP1, PARP2"	"1.1808098065422479"	"196"
"1047"	"Nutlin-3a (-)"	"MDM2"	".94589026981730351"	"196"
"1853"	"OF-1"	"BRPF1B, BRPF2"	".96565988563090865"	"196"
"1594"	"OSI-027"	"MTORC1, MTORC2"	".19937681327175724"	"196"
"1626"	"OTX015"	"BRD2, BRD3, BRD4"	".99550033754352252"	"196"
"1068"	"Obatoclax Mesylate"	"BCL2, BCL-XL, BCL-W, MCL1"	"1.5474611558667557"	"196"
"1017"	"Olaparib"	"PARP1, PARP2"	"1.3775848861091327"	"196"
"1919"	"Osimertinib"	"EGFR"	".87121750027452005"	"196"
"1806"	"Oxaliplatin"	"DNA alkylating agent"	".97248074639897442"	"196"
"1089"	"Oxaliplatin"	"DNA alkylating agent"	"1.613724334789008"	"196"
"1933"	"P22077"	"USP7, USP47"	".80343377631257229"	"196"
"1730"	"PAK_5339"	"PAK1, PAK2"	"1.2562760215145601"	"196"
"1621"	"PCI-34051"	"HDAC8, HDAC6, HDAC1"	".91107474446273573"	"196"
"1060"	"PD0325901"	"MEK1, MEK2"	"1.2105606912514286"	"196"
"1049"	"PD173074"	"FGFR1, FGFR2, FGFR3"	".11227766728114856"	"196"
"1129"	"PF-4708671"	"S6K1"	"1.5040306537437858"	"196"
"1620"	"PFI3"	"Polybromo 1, SMARCA4, SMARCA2"	".58576339163788893"	"196"
"1036"	"PLX-4720"	"BRAF"	"1.0173547154501004"	"196"
"1131"	"PRIMA-1MET"	"TP53 activation"	".53077609055254382"	"196"
"1631"	"PRT062607"	"SYK"	"1.2141335162813847"	"196"
"1080"	"Paclitaxel"	"Microtubule stabiliser"	"-.24512368747027935"	"196"
"1054"	"Palbociclib"	"CDK4, CDK6"	"1.013602477426409"	"196"
"1529"	"Pevonedistat"	"NAE"	".35417572351009857"	"196"
"1635"	"Picolinici-acid"	"Inflammatory related"	".82178652380712558"	"196"
"1058"	"Pictilisib"	"PI3K (class 1)"	"1.0886063341944516"	"196"
"1825"	"Podophyllotoxin bromide"	""	".58997349688753864"	"196"
"2044"	"Pyridostatin"	"G-quadruplex stabiliser"	"-.30317637987124774"	"196"
"1052"	"RO-3306"	"CDK1"	".56816445311317032"	"196"
"1625"	"RVX-208"	"BRD4"	".59555516098015671"	"196"
"1084"	"Rapamycin"	"MTORC1"	".61380788400068087"	"196"
"1632"	"Ribociclib"	"CDK4, CDK6"	".56235354122697923"	"196"
"1507"	"Ruxolitinib"	"JAK1, JAK2"	".76920171177616758"	"196"
"1025"	"SB216763"	"GSK3A, GSK3B"	".86549778666782518"	"196"
"1564"	"SCH772984"	"ERK1, ERK2"	"1.4749891711564433"	"196"
