ID	Drug Name	Targets	Z Score	Count
"1941"	"Sepantronium bromide"	"BIRC5"	"-1.5817410034079731"	"122"
"1042"	"Doramapimod"	"p38, JNK2"	"-1.007983548571127"	"122"
"1594"	"OSI-027"	"MTORC1, MTORC2"	"-.3236119119870276"	"122"
"2172"	"JQ1"	"BRD2, BRD3, BRD4, BRDT"	".089764670212469394"	"122"
"1560"	"Alpelisib"	"PI3Kalpha"	".14394221215684974"	"122"
"1013"	"Nilotinib"	"ABL"	".39120669788110074"	"122"
"1553"	"Uprosertib"	"AKT1, AKT2, AKT3"	".5924888939878078"	"122"
"1059"	"AZD8055"	"MTORC1, MTORC2"	".7510407680526906"	"122"
"1046"	"Wee1 Inhibitor"	"WEE1, CHEK1"	".85600264179569396"	"122"
"1561"	"Taselisib"	"PI3K (beta sparing)"	".88301490091709089"	"122"
"1549"	"Sapitinib"	"EGFR, ERBB2, ERBB3"	".90118423799952863"	"122"
"1011"	"Navitoclax"	"BCL2, BCL-XL, BCL-W"	".90747290027159244"	"122"
"1086"	"BI-2536"	"PLK1, PLK2, PLK3"	".93051007450924184"	"122"
"1093"	"GSK1904529A"	"IGF1R, IR"	"1.0195931965395373"	"122"
"1786"	"AZD4547"	"FGFR1, FGFR2, FGFR3"	"1.0509792822673807"	"122"
"1047"	"Nutlin-3a (-)"	"MDM2"	"1.1102153125298113"	"122"
"1558"	"Lapatinib"	"EGFR, ERBB2"	"1.2283011845700551"	"122"
"2106"	"Uprosertib"	"AKT1, AKT2, AKT3"	"1.243027842301351"	"122"
"1373"	"Dabrafenib"	"BRAF"	"1.2487969212355459"	"122"
"2169"	"AZD6482"	"PI3Kbeta"	"1.2601340368764091"	"122"
"1940"	"WIKI4"	"TNKS1, TNKS2"	"1.2991124826270892"	"122"
"1926"	"GNE-317"	"PI3Kalpha"	"1.328936202961188"	"122"
"1192"	"GSK269962A"	"ROCK1, ROCK2"	"1.3393836147275593"	"122"
"1928"	"I-BRD9"	"BRD9"	"1.3436976245301511"	"122"
"1910"	"ABT737"	"BCL2, BCL-XL,  BCL-W, BCL-B, BFL1"	"1.3497089342960655"	"122"
"1022"	"AZD7762"	"CHEK1, CHEK2"	"1.3637605809555764"	"122"
"1012"	"Vorinostat"	"HDAC inhibitor Class I, IIa, IIb, IV"	"1.4009853764620117"	"122"
"1996"	"MIM1"	"MCL1"	"1.4324277305117836"	"122"
"1085"	"Sorafenib"	"PDGFR, KIT, VEGFR, RAF"	"1.4434247069072894"	"122"
"1931"	"MIRA-1"	"TP53"	"1.5094211547590306"	"122"
"1084"	"Rapamycin"	"MTORC1"	"1.5114888816342142"	"122"
"1089"	"Oxaliplatin"	"DNA alkylating agent"	"1.5422363283310456"	"122"
"1997"	"WEHI-539"	"BCL-XL"	"1.5476683447913875"	"122"
"2044"	"Pyridostatin"	"G-quadruplex stabiliser"	"1.6103787198535138"	"122"
"1936"	"Savolitinib"	"MET"	"1.6105749086789181"	"122"
"1050"	"ZM447439"	"AURKA, AURKB"	"1.6240123182684345"	"122"
"1051"	"Alisertib"	"AURKA"	"1.6303420823229628"	"122"
"1052"	"RO-3306"	"CDK1"	"1.6527866746080955"	"122"
"2045"	"AMG-319"	"PI3K (beta sparing)"	"1.701888318249509"	"122"
"1053"	"MK-2206"	"AKT1, AKT2"	"1.7027476050926256"	"122"
"2047"	"Ulixertinib"	"ERK1, ERK2"	"1.7059791592046443"	"122"
"1049"	"PD173074"	"FGFR1, FGFR2, FGFR3"	"1.7649047330489513"	"122"
"1998"	"BPD-00008900"	""	"1.8313748331614079"	"122"
"1915"	"AZD3759"	"EGFR"	"1.8622446442037504"	"122"
"1005"	"Cisplatin"	"DNA crosslinker"	"1.8810859723419615"	"122"
"1038"	"NU7441"	"DNAPK"	"1.8821828479154197"	"122"
"1632"	"Ribociclib"	"CDK4, CDK6"	"1.8973385615501781"	"122"
"1924"	"Ipatasertib"	"AKT1, AKT, AKT3"	"1.9030118650112753"	"122"
"1057"	"Dactolisib"	"PI3K (class 1), MTORC1, MTORC2"	"1.9135589423112818"	"122"
"1168"	"Erlotinib"	"EGFR"	"1.9280495550137136"	"122"
"2043"	"BIBR-1532"	"TERT"	"1.9288387310793591"	"122"
"1083"	"Crizotinib"	"MET, ALK, ROS1"	"1.933281923262453"	"122"
"1006"	"Cytarabine"	"Antimetabolite"	"1.950576740125568"	"122"
"1912"	"Afuresertib"	"AKT1, AKT2, AKT3"	"1.9947406497773879"	"122"
"1058"	"Pictilisib"	"PI3K (class 1)"	"1.998650342932935"	"122"
"1927"	"GSK2578215A"	"LRRK2"	"2.044343582835578"	"122"
"1930"	"Telomerase Inhibitor IX"	"Telomerase"	"2.0493430272326392"	"122"
"1003"	"Camptothecin"	"TOP1"	"2.0597170011582615"	"122"
"1598"	"LGK974"	"PORCN"	"2.0612443491955883"	"122"
"1036"	"PLX-4720"	"BRAF"	"2.0639677096762252"	"122"
"1010"	"Gefitinib"	"EGFR"	"2.0741383331918843"	"122"
"1080"	"Paclitaxel"	"Microtubule stabiliser"	"2.0795262637682379"	"122"
"1017"	"Olaparib"	"PARP1, PARP2"	"2.0803488389841513"	"122"
"1096"	"Tozasertib"	"AURKA, AURKB, AURKC, others"	"2.1010148848087717"	"122"
"1088"	"Irinotecan"	"TOP1"	"2.1017793601883654"	"122"
"1021"	"Axitinib"	"PDGFR, KIT, VEGFR"	"2.1052324503376298"	"122"
"1030"	"KU-55933"	"ATM"	"2.1262281237760132"	"122"
"1563"	"EPZ5676"	"DOT1L"	"2.1415944691249771"	"122"
"1933"	"P22077"	"USP7, USP47"	"2.1492928826473925"	"122"
"1237"	"EPZ004777"	"DOT1L"	"2.1529168549024846"	"122"
"1200"	"Fulvestrant"	"ESR"	"2.1703513845572391"	"122"
"1259"	"Talazoparib"	"PARP1, PARP2"	"2.1980641276121471"	"122"
"1079"	"Dasatinib"	"ABL, SRC, Ephrins, PDGFR, KIT"	"2.2529355884306006"	"122"
"1025"	"SB216763"	"GSK3A, GSK3B"	"2.2577967777326848"	"122"
"1073"	"5-Fluorouracil"	"Antimetabolite (DNA & RNA)"	"2.2647148512040065"	"122"
"1564"	"SCH772984"	"ERK1, ERK2"	"2.2783775360450322"	"122"
"1091"	"BMS-536924"	"IGF1R, IR"	"2.3007866058125783"	"122"
"1129"	"PF-4708671"	"S6K1"	"2.3048498651727924"	"122"
"1199"	"Tamoxifen"	"ESR1"	"2.3130617660248376"	"122"
"1919"	"Osimertinib"	"EGFR"	"2.3279166268913314"	"122"
"1916"	"AZD5363"	"AKT1, AKT2, AKT3, ROCK2"	"2.3345111384195869"	"122"
"1375"	"Temozolomide"	"DNA alkylating agent"	"2.3391394048473568"	"122"
"2107"	"LJI308"	"RSK2, RSK1, RSK3"	"2.3402694729309359"	"122"
"1032"	"Afatinib"	"ERBB2, EGFR"	"2.3440825724911378"	"122"
"1060"	"PD0325901"	"MEK1, MEK2"	"2.3477930022727764"	"122"
"1873"	"Buparlisib"	"PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma"	"2.4290505645416651"	"122"
"1190"	"Gemcitabine"	"Pyrimidine antimetabolite"	"2.4370323759095989"	"122"
"2046"	"MK-8776"	"CHEK1, CHEK2, CDK2"	"2.5041312948079542"	"122"
"1007"	"Docetaxel"	"Microtubule stabiliser"	"2.5358677347145719"	"122"
"1191"	"Bortezomib"	"Proteasome"	"2.5423009958580649"	"122"
"1510"	"Linsitinib"	"IGF1R"	"2.5920302065696514"	"122"
"2111"	"VE821"	"ATR"	"2.6109233973480213"	"122"
"1909"	"Venetoclax"	"BCL2"	"2.622889517008832"	"122"
"1925"	"GDC0810"	"ESR1, ESR2"	"2.6247531946228686"	"122"
"1593"	"Entinostat"	"HDAC1, HDAC3"	"2.6486804713291905"	"122"
"1939"	"UMI-77"	"MCL1"	"2.6553644739299926"	"122"
"1372"	"Trametinib"	"MEK1, MEK2"	"2.6726051161816784"	"122"
"1922"	"Cediranib"	"VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB"	"2.7115938816176119"	"122"
"2170"	"AT13148"	"AKT1"	"2.7557040405454969"	"122"
"1913"	"AGI-5198"	"IDH1 (R132H)"	"2.7589000148111591"	"122"
"2110"	"GSK591"	"PMRT5"	"2.7655484344038657"	"122"
"2109"	"AZ6102"	"TNKS1, TNKS2"	"2.7718790891917044"	"122"
"1512"	"Cyclophosphamide"	"Alkylating agent"	"2.7828032431284209"	"122"
"2048"	"Vinorelbine"	"Microtubule destabiliser"	"2.8468304843381587"	"122"
"1559"	"Luminespib"	"HSP90"	"2.8953959253219659"	"122"
"1004"	"Vinblastine"	"Microtubule destabiliser"	"2.9571188876410273"	"122"
"1918"	"AZD8186"	"PI3Kalpha, PI3Kbeta"	"2.9578081135342775"	"122"
"1248"	"Daporinad"	"NAMPT"	"3.0371908188083712"	"122"
"1511"	"Epirubicin"	"Anthracycline"	"3.1200065712834335"	"122"
"1179"	"MK-1775"	"WEE1, PLK1"	"3.2129186731486943"	"122"
"1054"	"Palbociclib"	"CDK4, CDK6"	"3.2803874159596891"	"122"
"1908"	"Ulixertinib"	"ERK1, ERK2"	"3.385162935720996"	"122"
"2096"	"VX-11e"	"ERK2"	"3.3986749498115922"	"122"
"1529"	"Pevonedistat"	"NAE"	"3.4872229486576516"	"122"
"1866"	"BDP-00009066"	"MRCKB_HUMAN"	"3.4877254857713624"	"122"
"1917"	"AZD6738"	"ATR"	"3.4999109374557289"	"122"
"1862"	"MG-132"	"Proteasome, CAPN1"	"3.6523895396564789"	"122"
"1932"	"NVP-ADW742"	"IGF1R"	"3.6890602048543846"	"122"
"1239"	"YK-4-279"	"RNA helicase A"	"3.8436016532705737"	"122"
"1034"	"Staurosporine"	"Broad spectrum kinase inhibitor"	"4.6498138767406614"	"122"
"1911"	"Dactinomycin"	"RNA polymerase"	"4.7227879552195695"	"122"
"2040"	"Foretinib"	"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR"	"5.4781463405343693"	"122"
