ID	Drug Name	Targets	Z Score	Count
"1854"	"MN-64"	"TNKS1, TNKS2"	"-2.9442161456940767"	"195"
"1827"	"Dihydrorotenone"	""	"-2.3569024934070435"	"195"
"1268"	"XAV939"	"TNKS1, TNKS2"	"-2.2174337762544569"	"195"
"1720"	"AZD5991"	"MCL1"	"-2.1352967545492105"	"195"
"1853"	"OF-1"	"BRPF1B, BRPF2"	"-2.0068369891117852"	"195"
"1804"	"Acetalax"	""	"-1.8043682393705893"	"195"
"1852"	"LY2109761"	"TGFB1"	"-1.614908234645384"	"195"
"1250"	"AZ960"	"JAK2, JAK3"	"-1.5824755463913227"	"195"
"1507"	"Ruxolitinib"	"JAK1, JAK2"	"-1.5397842035572142"	"195"
"1936"	"Savolitinib"	"MET"	"-1.4993715184569349"	"195"
"1738"	"IGF1R_3801"	"IGFR1"	"-1.4273754814296982"	"195"
"1733"	"ULK1_4989"	"ULK1"	"-1.3957042614439801"	"195"
"2048"	"Vinorelbine"	"Microtubule destabiliser"	"-1.3303234511154789"	"195"
"1709"	"CDK9_5038"	"CDK9"	"-1.239502198407791"	"195"
"1855"	"KRAS (G12C) Inhibitor-12"	"KRAS (G12C)"	"-1.2098073779512502"	"195"
"1180"	"Dinaciclib"	"CDK1, CDK2, CDK5, CDK9"	"-1.1654716113986079"	"195"
"2170"	"AT13148"	"AKT1"	"-1.1356762358845425"	"195"
"1739"	"JAK_8517"	"JAK1, JAK2"	"-1.1277543789262627"	"195"
"1712"	"Eg5_9814"	"KSP11"	"-1.1113975491535826"	"195"
"1818"	"Vincristine"	""	"-1.0953198497946457"	"195"
"1401"	"AZD5438"	"CDK2"	"-1.0862262672542491"	"195"
"1080"	"Paclitaxel"	"Microtubule stabiliser"	"-1.0621738729201979"	"195"
"1849"	"Sabutoclax"	"BCL2,  BCL-XL,  BFL1, MCL1"	"-1.0535604485548906"	"195"
"1249"	"BMS-345541"	"IKK-1, IKK-2"	"-1.0427114047156913"	"195"
"1786"	"AZD4547"	"FGFR1, FGFR2, FGFR3"	"-1.034888398259576"	"195"
"1191"	"Bortezomib"	"Proteasome"	"-1.0248493961349892"	"195"
"1708"	"CDK9_5576"	"CDK9"	"-1.0083568063308141"	"195"
"1939"	"UMI-77"	"MCL1"	"-.99710858117399637"	"195"
"1428"	"IAP_5620"	"IAP"	"-.9384033325005019"	"195"
"1925"	"GDC0810"	"ESR1, ESR2"	"-.85623232043211051"	"195"
"1806"	"Oxaliplatin"	"DNA alkylating agent"	"-.8124012386678402"	"195"
"1819"	"Docetaxel"	"Microtubule stabiliser"	"-.80747145304135881"	"195"
"1732"	"TAF1_5496"	"TAF1"	"-.78479415582386536"	"195"
"1093"	"GSK1904529A"	"IGF1R, IR"	"-.75874801789057178"	"195"
"1050"	"ZM447439"	"AURKA, AURKB"	"-.74209640643255115"	"195"
"1730"	"PAK_5339"	"PAK1, PAK2"	"-.71497822604340799"	"195"
"1512"	"Cyclophosphamide"	"Alkylating agent"	"-.71359337419664504"	"195"
"1913"	"AGI-5198"	"IDH1 (R132H)"	"-.69410379266464972"	"195"
"1096"	"Tozasertib"	"AURKA, AURKB, AURKC, others"	"-.69181460604953748"	"195"
"1578"	"Leflunomide"	"Pyrimidine synthesis inhibitor"	"-.67843473600500248"	"195"
"1598"	"LGK974"	"PORCN"	"-.66959229329541559"	"195"
"1563"	"EPZ5676"	"DOT1L"	"-.66217897398839498"	"195"
"1629"	"ML323"	"USP1, UAF1"	"-.64906783154616932"	"195"
"1089"	"Oxaliplatin"	"DNA alkylating agent"	"-.61272251327177285"	"195"
"1048"	"Mirin"	"MRE11"	"-.61083409720961768"	"195"
"1940"	"WIKI4"	"TNKS1, TNKS2"	"-.56972186483771803"	"195"
"2043"	"BIBR-1532"	"TERT"	"-.55648099028942744"	"195"
"2040"	"Foretinib"	"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR"	"-.486481023815936"	"195"
"1734"	"VSP34_8731"	"VSP34"	"-.4862472597073515"	"195"
"1042"	"Doramapimod"	"p38, JNK2"	"-.44696670285739692"	"195"
"1862"	"MG-132"	"Proteasome, CAPN1"	"-.44237979350678253"	"195"
"1825"	"Podophyllotoxin bromide"	""	"-.43985494735625985"	"195"
"1933"	"P22077"	"USP7, USP47"	"-.40815693646404894"	"195"
"1927"	"GSK2578215A"	"LRRK2"	"-.38106140158813262"	"195"
"1799"	"Ibrutinib"	"BTK"	"-.36238674337090304"	"195"
"2172"	"JQ1"	"BRD2, BRD3, BRD4, BRDT"	"-.35708317823240238"	"195"
"1085"	"Sorafenib"	"PDGFR, KIT, VEGFR, RAF"	"-.30130637534471133"	"195"
"1918"	"AZD8186"	"PI3Kalpha, PI3Kbeta"	"-.28525922007041921"	"195"
"1802"	"Zoledronate"	""	"-.27599998633628542"	"195"
"2107"	"LJI308"	"RSK2, RSK1, RSK3"	"-.27426535768350474"	"195"
"1931"	"MIRA-1"	"TP53"	"-.25480814706979427"	"195"
"1557"	"LCL161"	"XIAP, IAP1, IAP2"	"-.24721358391152909"	"195"
"1997"	"WEHI-539"	"BCL-XL"	"-.24542039265316926"	"195"
"1576"	"IWP-2"	"PORCN"	"-.22836951843669856"	"195"
"1866"	"BDP-00009066"	"MRCKB_HUMAN"	"-.22493194505731948"	"195"
