ID	Drug Name	Targets	Z Score	Count
"2111"	"VE821"	"ATR"	"-2.1285792277063993"	"194"
"2046"	"MK-8776"	"CHEK1, CHEK2, CDK2"	"-2.0349805036420987"	"194"
"1852"	"LY2109761"	"TGFB1"	"-2.0178873443151613"	"194"
"1933"	"P22077"	"USP7, USP47"	"-1.8249772308085486"	"194"
"1917"	"AZD6738"	"ATR"	"-1.6959103748752495"	"194"
"1190"	"Gemcitabine"	"Pyrimidine antimetabolite"	"-1.6595872302442645"	"194"
"1022"	"AZD7762"	"CHEK1, CHEK2"	"-1.583934002541987"	"194"
"1529"	"Pevonedistat"	"NAE"	"-1.5085977967308102"	"194"
"1799"	"Ibrutinib"	"BTK"	"-1.452508866298954"	"194"
"1915"	"AZD3759"	"EGFR"	"-1.4363997849831189"	"194"
"2048"	"Vinorelbine"	"Microtubule destabiliser"	"-1.3688178860368083"	"194"
"1007"	"Docetaxel"	"Microtubule stabiliser"	"-1.3438334813586787"	"194"
"1811"	"Dactinomycin"	""	"-1.3378641947786936"	"194"
"1010"	"Gefitinib"	"EGFR"	"-1.3374575107356776"	"194"
"1046"	"Wee1 Inhibitor"	"WEE1, CHEK1"	"-1.3336478217033745"	"194"
"1996"	"MIM1"	"MCL1"	"-1.2614258437423058"	"194"
"1168"	"Erlotinib"	"EGFR"	"-1.2401459989738728"	"194"
"1919"	"Osimertinib"	"EGFR"	"-1.2192942914826579"	"194"
"1079"	"Dasatinib"	"ABL, SRC, Ephrins, PDGFR, KIT"	"-1.2164782835856958"	"194"
"1930"	"Telomerase Inhibitor IX"	"Telomerase"	"-1.2064560725202955"	"194"
"2044"	"Pyridostatin"	"G-quadruplex stabiliser"	"-1.1897188049487266"	"194"
"1911"	"Dactinomycin"	"RNA polymerase"	"-1.1767067308019272"	"194"
"1034"	"Staurosporine"	"Broad spectrum kinase inhibitor"	"-1.1681480135383031"	"194"
"2109"	"AZ6102"	"TNKS1, TNKS2"	"-1.1666144595913963"	"194"
"1549"	"Sapitinib"	"EGFR, ERBB2, ERBB3"	"-1.1397812150691211"	"194"
"1819"	"Docetaxel"	"Microtubule stabiliser"	"-1.1287691735521543"	"194"
