ID	Drug Name	Targets	Z Score	Count
"1804"	"Acetalax"	""	"-2.2808050415761079"	"193"
"1512"	"Cyclophosphamide"	"Alkylating agent"	"-2.0605850106886145"	"193"
"1925"	"GDC0810"	"ESR1, ESR2"	"-1.8849338190249902"	"193"
"1042"	"Doramapimod"	"p38, JNK2"	"-1.6853220788989913"	"193"
"1913"	"AGI-5198"	"IDH1 (R132H)"	"-1.6724659489298177"	"193"
"1449"	"AZD1208"	"PIM1, PIM2, PIM3"	"-1.6278024787793501"	"193"
"1629"	"ML323"	"USP1, UAF1"	"-1.574182493257829"	"193"
"1620"	"PFI3"	"Polybromo 1, SMARCA4, SMARCA2"	"-1.4252097908136017"	"193"
"1924"	"Ipatasertib"	"AKT1, AKT, AKT3"	"-1.3110008271138374"	"193"
"1933"	"P22077"	"USP7, USP47"	"-1.2857214967386175"	"193"
"1919"	"Osimertinib"	"EGFR"	"-1.2728795690830184"	"193"
"1786"	"AZD4547"	"FGFR1, FGFR2, FGFR3"	"-1.2386185111130916"	"193"
"1830"	"Gallibiscoquinazole"	""	"-1.2190166097075452"	"193"
"1634"	"AGI-6780"	"IDH2 R140Q mutant"	"-1.1828210499081104"	"193"
"1838"	"Sinularin"	""	"-1.1542412292381501"	"193"
"1013"	"Nilotinib"	"ABL"	"-1.1103640664707248"	"193"
"1549"	"Sapitinib"	"EGFR, ERBB2, ERBB3"	"-1.1033304622681619"	"193"
"1627"	"GSK343"	"EZH2"	"-1.09288901831306"	"193"
"2043"	"BIBR-1532"	"TERT"	"-1.0782886367571165"	"193"
"1635"	"Picolinici-acid"	"Inflammatory related"	"-.92963738794530271"	"193"
"1558"	"Lapatinib"	"EGFR, ERBB2"	"-.90826963322414811"	"193"
"1093"	"GSK1904529A"	"IGF1R, IR"	"-.89643667070220401"	"193"
"1802"	"Zoledronate"	""	"-.89563504684132689"	"193"
"1598"	"LGK974"	"PORCN"	"-.77263927616525085"	"193"
"1594"	"OSI-027"	"MTORC1, MTORC2"	"-.66884136392780225"	"193"
"1025"	"SB216763"	"GSK3A, GSK3B"	"-.66417117778674373"	"193"
"1852"	"LY2109761"	"TGFB1"	"-.66138397704492147"	"193"
"1010"	"Gefitinib"	"EGFR"	"-.65253717351157048"	"193"
"1853"	"OF-1"	"BRPF1B, BRPF2"	"-.62337695282461403"	"193"
"1632"	"Ribociclib"	"CDK4, CDK6"	"-.62084255361156393"	"193"
"1936"	"Savolitinib"	"MET"	"-.62070457541608759"	"193"
"1085"	"Sorafenib"	"PDGFR, KIT, VEGFR, RAF"	"-.60335992796347526"	"193"
"1732"	"TAF1_5496"	"TAF1"	"-.57662514105612361"	"193"
"1854"	"MN-64"	"TNKS1, TNKS2"	"-.56387911930205747"	"193"
"1030"	"KU-55933"	"ATM"	"-.55658552404048633"	"193"
"1428"	"IAP_5620"	"IAP"	"-.49138153852297806"	"193"
"1816"	"Fulvestrant"	""	"-.46977710432908476"	"193"
"1916"	"AZD5363"	"AKT1, AKT2, AKT3, ROCK2"	"-.41222648729201911"	"193"
"1553"	"Uprosertib"	"AKT1, AKT2, AKT3"	"-.40352055833746864"	"193"
"1827"	"Dihydrorotenone"	""	"-.39861057271730627"	"193"
"1199"	"Tamoxifen"	"ESR1"	"-.39478619904998646"	"193"
"1563"	"EPZ5676"	"DOT1L"	"-.38526400503840563"	"193"
"1617"	"AZD5582"	"XIAP, cIAP"	"-.3681717859113946"	"193"
"1618"	"GSK2606414"	"PERK"	"-.36212344831760429"	"193"
"2044"	"Pyridostatin"	"G-quadruplex stabiliser"	"-.36000755287584457"	"193"
"1507"	"Ruxolitinib"	"JAK1, JAK2"	"-.34360837864947952"	"193"
"1053"	"MK-2206"	"AKT1, AKT2"	"-.33746099731935886"	"193"
"1733"	"ULK1_4989"	"ULK1"	"-.28757173256801671"	"193"
"1931"	"MIRA-1"	"TP53"	"-.28613898043299446"	"193"
"1615"	"CZC24832"	"PI3Kgamma"	"-.27205868144778611"	"193"
"1622"	"Wnt-C59"	"PORCN"	"-.26831679266522657"	"193"
"1050"	"ZM447439"	"AURKA, AURKB"	"-.26436929296648409"	"193"
"1915"	"AZD3759"	"EGFR"	"-.25426005989796596"	"193"
"1855"	"KRAS (G12C) Inhibitor-12"	"KRAS (G12C)"	"-.24291554007790542"	"193"
"1928"	"I-BRD9"	"BRD9"	"-.23446786287304142"	"193"
"1168"	"Erlotinib"	"EGFR"	"-.22236548062335584"	"193"
"1576"	"IWP-2"	"PORCN"	"-.22131480823418384"	"193"
"1927"	"GSK2578215A"	"LRRK2"	"-.19599678526299719"	"193"
"1021"	"Axitinib"	"PDGFR, KIT, VEGFR"	"-.15879632997650117"	"193"
"2046"	"MK-8776"	"CHEK1, CHEK2, CDK2"	"-.14543321596593736"	"193"
"1049"	"PD173074"	"FGFR1, FGFR2, FGFR3"	"-.13215938556388288"	"193"
"1849"	"Sabutoclax"	"BCL2,  BCL-XL,  BFL1, MCL1"	"-.10890049452780101"	"193"
"1814"	"Nelarabine"	""	"-.10771074966011863"	"193"
"2045"	"AMG-319"	"PI3K (beta sparing)"	"-.10709763588795958"	"193"
"1625"	"RVX-208"	"BRD4"	"-.10702770256174741"	"193"
"1835"	"Elephantin"	""	"-.079491975564165929"	"193"
"1559"	"Luminespib"	"HSP90"	"-.063438777365985563"	"193"
"1441"	"AZD2014"	"mTORC1, mTORC2"	"-.063399804450627276"	"193"
"1200"	"Fulvestrant"	"ESR"	"-.059501245461102019"	"193"
"2107"	"LJI308"	"RSK2, RSK1, RSK3"	"-.04419732801135199"	"193"
"1912"	"Afuresertib"	"AKT1, AKT2, AKT3"	"-.036772698053973846"	"193"
"1011"	"Navitoclax"	"BCL2, BCL-XL, BCL-W"	"-.0093772583810717534"	"193"
"1047"	"Nutlin-3a (-)"	"MDM2"	".019687104501646863"	"193"
"1192"	"GSK269962A"	"ROCK1, ROCK2"	".039042648191357915"	"193"
"1908"	"Ulixertinib"	"ERK1, ERK2"	".044110438172031481"	"193"
"1939"	"UMI-77"	"MCL1"	".059181941239972717"	"193"
"1734"	"VSP34_8731"	"VSP34"	".06133714126439762"	"193"
"2110"	"GSK591"	"PMRT5"	".067941501021046541"	"193"
"2047"	"Ulixertinib"	"ERK1, ERK2"	".075468132915060854"	"193"
"1730"	"PAK_5339"	"PAK1, PAK2"	".079877721904675528"	"193"
"1930"	"Telomerase Inhibitor IX"	"Telomerase"	".097068660936096146"	"193"
"2106"	"Uprosertib"	"AKT1, AKT2, AKT3"	".10396055647632815"	"193"
"1613"	"VE-822"	"ATR"	".13157971643401353"	"193"
