ID	Drug Name	Targets	Z Score	Count
"1732"	"TAF1_5496"	"TAF1"	"-2.501972524189632"	"195"
"1813"	"Fludarabine"	""	"-2.3963888096535984"	"195"
"1720"	"AZD5991"	"MCL1"	"-2.3360460978742137"	"195"
"1827"	"Dihydrorotenone"	""	"-2.2786700470392418"	"195"
"1615"	"CZC24832"	"PI3Kgamma"	"-2.0827997042775035"	"195"
"1804"	"Acetalax"	""	"-1.8889833816025186"	"195"
"1561"	"Taselisib"	"PI3K (beta sparing)"	"-1.8032912227646116"	"195"
"1560"	"Alpelisib"	"PI3Kalpha"	"-1.7358535075228321"	"195"
"1853"	"OF-1"	"BRPF1B, BRPF2"	"-1.5697442726121593"	"195"
"1512"	"Cyclophosphamide"	"Alkylating agent"	"-1.5466061738365289"	"195"
"1576"	"IWP-2"	"PORCN"	"-1.4923518130797664"	"195"
"1598"	"LGK974"	"PORCN"	"-1.4409088657033393"	"195"
"1620"	"PFI3"	"Polybromo 1, SMARCA4, SMARCA2"	"-1.4118102751491766"	"195"
"1713"	"ERK_2440"	"ERK1,ERK2"	"-1.3012898605599248"	"195"
"1629"	"ML323"	"USP1, UAF1"	"-1.281070593761886"	"195"
"1553"	"Uprosertib"	"AKT1, AKT2, AKT3"	"-1.2582468922186989"	"195"
"2169"	"AZD6482"	"PI3Kbeta"	"-1.225386302435179"	"195"
"1237"	"EPZ004777"	"DOT1L"	"-1.2253315588014957"	"195"
"1129"	"PF-4708671"	"S6K1"	"-1.1961234855195588"	"195"
"1924"	"Ipatasertib"	"AKT1, AKT, AKT3"	"-1.1690134419577705"	"195"
"1916"	"AZD5363"	"AKT1, AKT2, AKT3, ROCK2"	"-1.1484709562687454"	"195"
"1441"	"AZD2014"	"mTORC1, mTORC2"	"-1.1154473581611395"	"195"
"1718"	"JAK1_8709"	"JAK1"	"-1.0543241968979398"	"195"
"1632"	"Ribociclib"	"CDK4, CDK6"	"-1.0225401395619846"	"195"
"1635"	"Picolinici-acid"	"Inflammatory related"	"-1.0185581416503857"	"195"
"1814"	"Nelarabine"	""	"-.92856105261939215"	"195"
"1714"	"ERK_6604"	"ERK1,ERK2"	"-.86316904092429636"	"195"
"1716"	"IRAK4_4710"	"IRAK4"	"-.83102359573190177"	"195"
"1736"	"Selumetinib"	"MEK1, MEK2"	"-.8301181190518655"	"195"
"1622"	"Wnt-C59"	"PORCN"	"-.75478246468088828"	"195"
"1594"	"OSI-027"	"MTORC1, MTORC2"	"-.71597658816601684"	"195"
"1058"	"Pictilisib"	"PI3K (class 1)"	"-.71114755589590273"	"195"
"1052"	"RO-3306"	"CDK1"	"-.70736179254673848"	"195"
"1200"	"Fulvestrant"	"ESR"	"-.70523376274608018"	"195"
"1933"	"P22077"	"USP7, USP47"	"-.70488061673273428"	"195"
