drug	response_metric	response_metric_label	response_metric_scale	ploidy_stat	ploidy_stat_label	group	group_pair_label	low_sample	high_sample	low_ploidy	high_ploidy	low_ploidy_source	high_ploidy_source	low_analysis_cloneid_origin	high_analysis_cloneid_origin	low_origin_resolution_status	high_origin_resolution_status	low_origin_resolution_distance_edges	high_origin_resolution_distance_edges	low_origin_resolution_mrca	high_origin_resolution_mrca	delta_ploidy	low_metric_value	high_metric_value	delta_metric_high_minus_low	low_metric_uM	high_metric_uM	log2_fc_metric_high_vs_low
Gemcitabine	ec50	EC50	log10_uM	min	minimum	HGC	HGC-27: 2.9N vs. 2.7N	HGC-27_MRCA_harvest	HGC-27_G1_A10_harvesT3	2.85678118658185	2.74152758510204	cloneid_genome_perspective	cloneid_genome_perspective	HGC-27_MRCA_harvest	HGC-27_G1_A9_harvesT155	exact_mapped_genome_perspective	nearest_pedigree_genome_perspective	0	2	HGC-27_MRCA_harvest	HGC-27_G1_A9_harvesT155	-0.11525360147981	-0.420218954500934	-1.23773420146371	-0.817515246962779	0.379997767823594	0.0578449964206701	-2.71572686688444
Gemcitabine	ec50	EC50	log10_uM	min	minimum	MDA	MDA-MB-231: 3.4N vs. 4.0N	MDA-MB-231_O1_A23-K_harvest	MDA-MB-231_G2_A3_harvesT8	3.43096316050803	4.02963973580451	cloneid_genome_perspective	cloneid_genome_perspective	MDA-MB-231_O1_A23-K_harvest	MDA-MB-231_G2_A4_seed	exact_mapped_genome_perspective	nearest_pedigree_genome_perspective	0	1	MDA-MB-231_O1_A23-K_harvest	MDA-MB-231_G2_A3_harvesT8	0.59867657529648	0.151822978250202	-0.213410389139676	-0.365233367389877	1.41847922086642	0.611772020910349	-1.21327898432275
Gemcitabine	ec50	EC50	log10_uM	min	minimum	SNU	SNU-668: 2.4N vs. 2.4N	SNU-668_P1_A19kT_harvest	SNU-668_r2_GFP_VT_A7_harvesT3	2.41313766882995	2.42301142675315	cloneid_genome_perspective	cloneid_genome_perspective	SNU-668_P1_A18K_seed	SNU-668_r2_A55_seedT1	nearest_pedigree_genome_perspective	nearest_pedigree_genome_perspective	3	24	SNU-668_P1_A17k_harvest	SNU-668_r2_A55_seedT1	0.0098737579232	-1.72614923563166	-1.26970886991635	0.456440365715316	0.0187867114235341	0.0537391917286998	1.51626207451037
Gemcitabine	ec50	EC50	log10_uM	min	minimum	SUM	SUM-159: 2.1N vs. 2.2N	SUM159_NLS_2N_O1_A7K_harvest	SUM-159_NLS_2N_O2_A24_seedT2	2.09900013754716	2.19104435329445	cloneid_genome_perspective	cloneid_genome_perspective	SUM159_NLS_2N_O1_A7K_harvest	SUM-159_NLS_2N_O2_A19_seed	exact_mapped_genome_perspective	nearest_pedigree_genome_perspective	0	11	SUM159_NLS_2N_O1_A7K_harvest	SUM-159_NLS_2N_O2_A19_seed	0.0920442157472898	-0.985229995515819	-1.00382295528657	-0.0185929597707545	0.103459411682741	0.0991235950299535	-0.0617644754295797
Gemcitabine	ec50	EC50	log10_uM	min	minimum	SUMOld	SUM-159: 2.0N vs. 3.5N	SUM-159_2N	SUM-159_4N	2.009975	3.49593528659252	embedded_fallback	embedded_fallback			target_not_in_passaging	target_not_in_passaging	NA	NA	NA	NA	1.48596028659252	-1.79977999402808	-1.30689789239193	0.492882101636146	0.015856962749679	0.04932897683979	1.63731890089224
Gemcitabine	ec50	EC50	log10_uM	min	minimum	MDAOld	MDA-MB-231: 4.2N vs. 6.5N	MDAMB231_2N	MDAMB231_4N	4.15675859608933	6.5	embedded_fallback	embedded_fallback			target_not_in_passaging	target_not_in_passaging	NA	NA	NA	NA	2.34324140391067	-1.17020643649804	-1.09244118788237	0.0777652486156699	0.0675761684097969	0.0808274378141357	0.258330564182295
