sample_id	initial_ploidy	dose	dose_mg	etp_group	sample_mean_endpoint_ploidy	ecdf_rmse	ecdf_ks	reference_n_samples	reference_sample_ids	reference_type	TGI_percent_Day_31	tgi_outcome	tgi_day	tgi_measure	matched_control_summary	matched_control_group	shift_centered	tgi_centered
2N-A2-0	2N	30mg/kg	30	ETP-higher	2.31570000737479	0.0650963914709458	0.165732571898956	4	2N-A1-LR;4N-A5-0;A5-4N-L;A5-4N-R	primary_equal_sample_reference	80.8618934509671	day	31	TGI_percent_Day_31	mean	initial_ploidy	0.0216846888374867	20.2484217182647
2N-A2-L	2N	30mg/kg	30	ETP-higher	2.25827409402308	0.0491584177447688	0.120722175609928	4	2N-A1-LR;4N-A5-0;A5-4N-L;A5-4N-R	primary_equal_sample_reference	67.9574582187409	day	31	TGI_percent_Day_31	mean	initial_ploidy	0.00574671511130974	7.34398648603847
A6-4N-O	4N	30mg/kg	30	ETP-higher	2.40690861238325	0.0265650004124358	0.0705446142237314	4	2N-A1-LR;4N-A5-0;A5-4N-L;A5-4N-R	primary_equal_sample_reference	41.1096008114476	day	31	TGI_percent_Day_31	mean	initial_ploidy	-0.0168467022210233	-19.5038709212548
A6-4N-RR	4N	30mg/kg	30	ETP-lower	2.23538862603727	0.0328270009056859	0.0609753459192658	4	2N-A1-0;2N-A1-R;2N-A1-RR;4N-A5-RR	primary_equal_sample_reference	52.524934449654	day	31	TGI_percent_Day_31	mean	initial_ploidy	-0.0105847017277732	-8.08853728304838
2N-A4-R	2N	120mg/kg	120	ETP-lower	2.01124775168715	0.0701700924010942	0.153820731613799	4	2N-A1-0;2N-A1-R;2N-A1-RR;4N-A5-RR	primary_equal_sample_reference	67.4207028126268	day	31	TGI_percent_Day_31	mean	initial_ploidy	0.0249294460199953	2.89473440725497
2N-A4-RL	2N	120mg/kg	120	ETP-lower	2.1766115066713	0.0287601442729453	0.0592420231007932	4	2N-A1-0;2N-A1-R;2N-A1-RR;4N-A5-RR	primary_equal_sample_reference	56.6500008305234	day	31	TGI_percent_Day_31	mean	initial_ploidy	-0.0164805021081536	-7.87596757484842
4N-A8-RL	4N	120mg/kg	120	ETP-higher	2.26820976674737	0.0227049824155428	0.0594631115912949	4	2N-A1-LR;4N-A5-0;A5-4N-L;A5-4N-R	primary_equal_sample_reference	59.9172095569793	day	31	TGI_percent_Day_31	mean	initial_ploidy	-0.0225356639655561	-4.60875884839248
4N-A8-RR	4N	120mg/kg	120	ETP-lower	2.22746650120564	0.0593273664348133	0.142120250542332	4	2N-A1-0;2N-A1-R;2N-A1-RR;4N-A5-RR	primary_equal_sample_reference	74.1159604213578	day	31	TGI_percent_Day_31	mean	initial_ploidy	0.0140867200537144	9.58999201598594
