"method","compartment","sample_set","predictor","predictor_label","tgi_measure","tgi_day","n","pearson_r","pearson_p_asymptotic","pearson_p_permutation_two_sided","pearson_p_permutation_positive","pearson_n_permutations","pearson_permutation_mode","spearman_rho","spearman_p_asymptotic","spearman_p_permutation_two_sided","spearman_p_permutation_positive","spearman_n_permutations","spearman_permutation_mode","multiplicity_family","analysis_role","pre_specified_primary","pearson_q_exploratory","spearman_q_exploratory"
"initial_ploidy","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_auc",NA,8,-0.44236325876264,0.272421613075645,0.280971902809719,0.862913708629137,10000,"monte_carlo_TGI_label_permutation",-0.214285714285714,0.610344415645267,0.614638536146385,0.702429757024298,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.54782299547823,0.889111088891111
"initial_ploidy","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_3",3,8,0.685382443385195,0.0606403796289896,0.0995900409959004,0.0735926407359264,10000,"monte_carlo_TGI_label_permutation",0.238095238095238,0.570156320815768,0.586041395860414,0.295970402959704,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.535546445355464,0.889111088891111
"initial_ploidy","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_7",7,8,-0.386832782782147,0.343797175382687,0.346965303469653,0.822517748225178,10000,"monte_carlo_TGI_label_permutation",-0.380952380952381,0.351812553117565,0.363663633636636,0.835216478352165,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.54782299547823,0.889111088891111
"initial_ploidy","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_10",10,8,-0.62343812279186,0.0986289496412973,0.123587641235876,0.914008599140086,10000,"monte_carlo_TGI_label_permutation",-0.30952380952381,0.455644890737582,0.455854414558544,0.793720627937206,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.535546445355464,0.889111088891111
"initial_ploidy","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_14",14,8,-0.360845912756323,0.379851746703807,0.379262073792621,0.811118888111189,10000,"monte_carlo_TGI_label_permutation",-0.0952380952380952,0.822505430203611,0.835116488351165,0.608839116088391,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.54782299547823,0.889111088891111
"initial_ploidy","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_17",17,8,-0.698401019253014,0.054006978151185,0.0541945805419458,0.968803119688031,10000,"monte_carlo_TGI_label_permutation",-0.476190476190476,0.232935534650098,0.243675632436756,0.892610738926107,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.535546445355464,0.889111088891111
"initial_ploidy","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_21",21,8,-0.44174673860265,0.273169946197034,0.278872112788721,0.852214778522148,10000,"monte_carlo_TGI_label_permutation",-0.0952380952380952,0.822505430203611,0.845715428457154,0.595640435956404,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.54782299547823,0.889111088891111
"initial_ploidy","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_24",24,8,-0.387348978978664,0.343097626516945,0.345265473452655,0.82041795820418,10000,"monte_carlo_TGI_label_permutation",-0.0714285714285714,0.866526270675909,0.889111088891111,0.574842515748425,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.54782299547823,0.889111088891111
"initial_ploidy","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_24_control_median",24,8,-0.456611460957298,0.255411166818854,0.25530753968254,0.865277777777778,40320,"exact_TGI_label_enumeration",-0.238095238095238,0.570156320815768,0.582142857142857,0.731795634920635,40320,"exact_TGI_label_enumeration","CellCycle_mean_ETP_TGI","selected_TGI_outcome",TRUE,0.54782299547823,0.889111088891111
"initial_ploidy","CellCycle","treated","sample_mean_endpoint_ploidy","sample_mean_ETP","TGI_percent_Day_27",27,8,-0.250150317480866,0.550167343349981,0.575742425757424,0.710728927107289,10000,"monte_carlo_TGI_label_permutation",-0.166666666666667,0.693238811728395,0.702229777022298,0.671632836716328,10000,"monte_carlo_TGI_label_permutation","CellCycle_mean_ETP_TGI","exploratory_mean_ETP",FALSE,0.62372096123721,0.889111088891111
