"tgi_measure","omitted_sample_id","n","pearson_r","pearson_p","spearman_rho","spearman_p","sign_matches_full_pearson","delta_pearson_r_from_full","influential_flag"
"TGI_percent_Day_24_control_median","2N-A2-0",7,0.48275949639017,0.272505572132027,0.321428571428571,0.482072038299678,TRUE,-0.10945973086824,FALSE
"TGI_percent_Day_24_control_median","2N-A2-L",7,0.59468045226284,0.159035535030985,0.392857142857143,0.383316870426973,TRUE,0.00246122500443013,FALSE
"TGI_percent_Day_24_control_median","A6-4N-RR",7,0.554211267689463,0.196708501185244,0.571428571428571,0.180201988911528,TRUE,-0.0380079595689468,FALSE
"TGI_percent_Day_24_control_median","A6-4N-O",7,0.686896870618569,0.0882369299219633,0.571428571428571,0.180201988911528,TRUE,0.094677643360159,FALSE
"TGI_percent_Day_24_control_median","2N-A4-R",7,0.458457934632415,0.300843263068717,0.321428571428571,0.482072038299678,TRUE,-0.133761292625994,FALSE
"TGI_percent_Day_24_control_median","2N-A4-RL",7,0.618036843488515,0.139098992505984,0.642857142857143,0.119392373427411,TRUE,0.0258176162301053,FALSE
"TGI_percent_Day_24_control_median","4N-A8-RL",7,0.635905739554622,0.124756661642966,0.642857142857143,0.119392373427411,TRUE,0.043686512296213,FALSE
"TGI_percent_Day_24_control_median","4N-A8-RR",7,0.703480310092887,0.0777802104181757,0.642857142857143,0.119392373427411,TRUE,0.111261082834478,FALSE
