"tgi_measure","iteration","n","pearson_r","pearson_p","spearman_rho","spearman_p"
"TGI_percent_Day_24_control_median",1,8,-1,0,-1,2.18952885050751e-46
"TGI_percent_Day_24_control_median",2,8,0.749000361721192,0.0324644795250949,0.89873417721519,0.00240296148046003
"TGI_percent_Day_24_control_median",3,8,0.672309453915023,0.0677662999859308,0.679012345679012,0.0640540395718031
"TGI_percent_Day_24_control_median",4,8,0.449984259871836,0.263255215933208,0.0731707317073171,0.863293782609012
"TGI_percent_Day_24_control_median",5,8,0.57653976324704,0.134650966016094,0.645569620253164,0.0838184337745055
"TGI_percent_Day_24_control_median",6,8,0.326261712735642,0.430284829368095,0.315068493150685,0.447177633966065
"TGI_percent_Day_24_control_median",7,8,0.897675667519345,0.00247706501855117,0.829268292682927,0.0109030266752834
"TGI_percent_Day_24_control_median",8,8,0.796663642013867,0.0179427993009506,0.89873417721519,0.00240296148046003
"TGI_percent_Day_24_control_median",9,8,0.86799367752768,0.00519642670156535,0.620253164556962,0.100875222859378
"TGI_percent_Day_24_control_median",10,8,0.687617525588498,0.059468877386439,0.536585365853659,0.170340970786708
"TGI_percent_Day_24_control_median",11,8,0.73690753162799,0.0370160106553645,0.851851851851852,0.00725239908517074
"TGI_percent_Day_24_control_median",12,8,0.618245450521705,0.102306132093159,0.240506329113924,0.566138469404116
"TGI_percent_Day_24_control_median",13,8,0.692230679144855,0.0570938315068433,0.609756097560976,0.108484275261192
"TGI_percent_Day_24_control_median",14,8,0.685368836648771,0.0606475531662648,0.614457831325301,0.105037035536878
"TGI_percent_Day_24_control_median",15,8,0.594863106621231,0.119823145137916,0.728395061728395,0.0404409294591197
"TGI_percent_Day_24_control_median",16,8,0.780137992737707,0.0223813056393058,0.851851851851852,0.00725239908517074
"TGI_percent_Day_24_control_median",17,8,0.735332832024659,0.0376356963188034,0.726027397260274,0.0414264515948147
"TGI_percent_Day_24_control_median",18,8,0.358870220432868,0.382658860861124,0.24390243902439,0.560495956966516
"TGI_percent_Day_24_control_median",19,8,0.881193103765522,0.00382773169166252,0.6,0.11584
"TGI_percent_Day_24_control_median",20,8,0.471776992290874,0.237910221913491,0.439024390243902,0.276486445900293
"TGI_percent_Day_24_control_median",21,8,0.424473953971478,0.294544922825342,0.392405063291139,0.336280494675457
"TGI_percent_Day_24_control_median",22,8,0.245608547725932,0.557668792799138,0.054054054054054,0.898845897271193
